131,27,3,0.9,YBL100W-A
224,76,109,0.4108108108108108,YBL005W-A
225,65,68,0.4887218045112782,YBL005W-A
619,459,85,0.84375,YCL019W
620,3,0,1.0,YCL019W
621,3,0,1.0,YCL019W
622,5,9,0.35714285714285715,YCL020W
1420,185,159,0.5377906976744186,YDR316W-A
1791,184,145,0.5592705167173252,YIL082W
2407,80,5,0.9411764705882352,YFL002W-A
2408,943,127,0.8813084112149533,YFL002W-A
2793,440,205,0.6821705426356589,YGR027W-A
2794,64,11,0.8533333333333334,YGR027W-A
2969,27,8,0.7714285714285715,YGR161W-A
3157,1303,1037,0.5568376068376069,YHR020W
3522,8,2,0.8,YJL113W
3675,71,45,0.6120689655172413,YJR026W
4835,5,0,1.0,YML131W
4836,307,110,0.7362110311750599,YML131W
5444,914,517,0.6387141858839972,YNL247W
5845,113,31,0.7847222222222222,YOL103W-A
5846,74,23,0.7628865979381443,YOL103W-A
6346,5,4,0.5555555555555556,YOR343W-A
6347,98,20,0.8305084745762712,YOR343W-A
6348,15,2,0.8823529411764706,YOR343W-A
6349,335,351,0.48833819241982507,YOR343W-A
6922,179,146,0.5507692307692308,YPR158W-A
7653,149,17,0.8975903614457831,YCL007C
7810,32,3,0.9142857142857144,YCR102C
7811,5,3,0.625,YCR102C
8116,11,248,0.04247104247104247,YDR034C-D
8419,2038,703,0.7435242612185334,YDR341C
9218,1,2,0.3333333333333333,YER160C
9219,58,35,0.6236559139784946,YER160C
10281,15742,868,0.9477423239012644,YHR214C-C
10282,38,23,0.6229508196721312,YHR214C-C
10462,389,180,0.6836555360281195,YJL068C
11659,24,0,1.0,YLR460C
11660,15,6,0.7142857142857143,YLR460C
11841,69,10,0.8734177215189873,YMR046C
11845,138,89,0.6079295154185022,YMR051C
12368,3944,471,0.8933182332955832,YNL134C
12983,290,62,0.8238636363636364,YOR192C-B
