ID,wt_a,dcp_a
518,0.8544675814476007,0.7102226133568014
519,0.6270770603323297,0.4569713538571259
522,0.7701504696185547,0.5534558726423588
526,0.40516393614127594,0.23159519380164245
532,0.5723954784792636,0.39194224499301356
535,0.7961742201077061,0.6790391158132062
542,0.7356423862665886,0.5806178593663239
546,0.7391304347826086,0.6328574337048913
553,0.6538573366931576,0.4270804982727939
557,0.7965487382483919,0.6825168792629485
565,0.5992814024992242,0.4054454082335124
566,0.9345987159386941,0.880921734950797
569,0.5580275081138524,0.36705533416712666
570,0.6406937287922584,0.5032587973441272
577,0.6291626674888811,
578,0.8743520733652312,0.7133621726510255
579,0.6373885918003566,0.5549365023493851
593,0.69793474488025,0.5673323535344803
594,0.6689178692381783,0.6066808245561649
598,0.9248554913294798,0.8468640528159526
602,0.4927908884401817,0.36857534930139724
605,0.6841802737742959,0.5712991949910555
606,0.7763377573907617,0.686183263736523
610,0.7856971947868836,0.762859125687708
612,0.5172143974960877,0.42753356146354304
615,0.8085851648351648,0.7718395945140131
619,0.8493475274725275,0.7355960180325147
623,0.8257965636847624,0.672074489083338
626,0.4811809969889595,0.40628801189349917
628,0.8549302571195663,0.7851745831003609
630,0.6213219631344259,0.4652321892085305
632,0.8294573643410853,0.8224501932798096
634,0.7324136726305355,0.602260967656549
640,0.7627292988170753,0.5273794897688703
650,0.7655707558230552,0.6206766889099248
655,0.6677779651909085,0.4319550517968135
662,0.6611258497761565,0.45462740384615385
667,0.6786723163841808,0.5629187207685501
669,0.3590047340097917,0.2032349621978833
683,0.6655823031880286,0.5436046130014702
684,0.7590452117434374,0.5221431063811227
685,0.8845883356737002,0.8628990714977207
686,0.634483419887842,0.4630349073771566
696,0.6350678733031674,0.5019944255589313
699,0.7897121618807744,0.6973363893981022
700,0.7227041033047319,0.5493620200209174
702,0.3374217085545662,0.19146840115114033
705,0.5440449438202247,0.3279569892473118
706,0.7635548202815008,0.6053034491557862
707,0.8126630980260956,0.6273793947579454
713,0.6287749287749287,0.5814803087274887
720,0.489914054358945,0.35630488356995194
721,0.6719248227482462,0.48435036518154523
723,0.9127925593851887,0.836360895599761
727,0.9012248929963864,0.8168402530080373
729,0.7318554396423249,0.5678988460678602
731,0.8133971291866029,0.6549357061665245
732,0.6766524117280839,0.5786416475514331
733,0.7602123486269827,0.6068574401664932
736,0.511342214402413,0.4108461746086274
739,0.25760416666666663,0.1417059748427673
741,0.6487179487179486,0.48835989626608256
747,0.39761135868391606,0.22519314609568072
750,0.8663407404883783,0.7029008671649439
754,0.32668046906191733,
770,0.7500795221601753,0.6453200370842354
782,0.48523886205045624,0.37685788787483704
784,0.6609848484848485,0.4666451094518588
786,0.7967823543363112,0.7457356076759062
788,0.40891011270938415,0.2973973657708181
790,0.6491090154774115,0.5638223520147001
793,0.5939818800475547,0.4396533831465338
794,0.8437795125440005,0.6787868715765906
796,0.617936867806069,0.446781914478916
797,0.796379496539261,0.6299892110311562
806,0.7232057727312127,0.679079832737847
810,0.6104821534075282,0.49811867704280155
818,0.8479841518221091,0.6350737322237208
826,0.6000913378116564,0.4546901725612448
827,0.7815096251266465,0.6060511507587274
828,0.7339473684210527,0.7055167055167055
829,0.7917229937323338,0.6644682350867919
830,0.5192307692307693,0.4342235305931536
831,0.7996891749675714,0.668099924045255
832,0.7206445585166867,0.5729534675701591
836,0.686844697933617,0.5797498806163306
839,0.6506024096385542,0.5932835820895522
840,0.46906096491386373,0.26237799064158596
841,0.5166666666666667,
842,0.6481334664416843,0.5220189770597996
845,0.3954867886597411,0.3280069780117102
847,0.41839292782689014,0.31527447202387704
849,0.7077374940946497,0.4712672265906497
852,0.5107848364610559,0.44335443037974687
854,0.7333811327506592,0.6766163401763247
855,0.6495726495726495,0.5783333333333334
856,0.4816326530612245,0.3611287193376746
857,0.6157456140350877,0.450786572525703
858,0.6285220286885246,0.5690350837720679
861,0.3299843014128729,0.19286063805592119
862,0.7600663549992459,0.5371509061759836
863,0.6362374175633461,0.4396220371556695
864,0.5380086149768057,0.3684293480743752
866,0.415201956220723,0.272884827130588
868,0.7047635133161871,0.5406135841025473
871,0.39863013698630134,0.22603668261562998
873,0.9009287925696594,0.8062898403807495
875,0.4759043486093669,0.35050206523287286
876,0.6721311475409836,0.5275751645614659
877,0.7437337543993834,0.5563898923959961
880,0.8355918005321771,0.5851900972590628
882,0.6760467998040403,0.4467596268360461
883,0.6615457375541154,0.5755388404789367
887,0.7894298793175197,0.6380676328502415
889,0.3817300953566546,0.30782378667267185
891,0.4436867161186987,0.2835783680175421
897,0.6923154701718908,0.5760536398467433
900,0.6128931003849571,0.39229860928890053
901,0.8099253310791772,0.7142983598679802
902,0.9043942041648465,0.8199553880934438
904,0.8119312423346348,0.7082262570318043
906,0.6165865384615384,0.49611244019138756
907,0.6967588936487996,0.5452308428929894
910,0.6190130624092889,0.47646358495317903
914,0.3145028120138806,0.2314680799293169
917,0.3703703703703704,
918,0.742513294705929,0.5959364641003366
921,0.565783659351973,0.3851892951162214
922,0.5139621284755513,0.377582593073161
923,0.7125227604072157,0.5947791164658635
925,0.7882491473120026,0.6257413134436965
926,0.7699036511156186,0.5994372464337129
927,0.6805579766989163,0.5316747067610255
929,0.36184175847345945,0.26732488822652756
931,0.7754819118035384,0.5914523163570178
940,0.8278673163418291,0.7435062680140292
941,0.5898567446878653,0.5016020838615984
942,0.6516423475504468,0.5146139245665313
943,0.3392503404729479,0.21495327102803727
946,0.3023431594860166,0.16859506959986104
949,0.5466973635956155,0.4530414746543779
950,0.5186058700209644,0.3048780487804878
951,0.8468705793295956,0.7140632194887773
954,0.6606501464496645,0.5650419798596303
956,0.897855303982306,0.7590524542836213
969,0.8338406683079886,0.7265312595038311
971,0.5005398606380373,0.4546454451345756
973,0.8658663698678539,0.7574408937677954
976,0.8371331956138217,0.7190109960858984
978,0.7882873210633947,0.6323300970873786
979,0.6549245296543191,0.45974171325776547
980,0.6591108542562982,0.4113970588235294
981,0.4810126582278481,0.3415314401622718
987,0.5400012719092787,0.3392173770407925
990,0.6617647058823529,
991,0.8245049400934873,0.7526045854954173
992,0.6814651589241072,0.4066384152280256
993,0.7366829151852456,0.5485601979230166
1003,0.6260691514177595,0.5440203126783065
1005,0.7426900584795322,0.638646332964375
1007,0.8267564308681672,0.740585662563866
1017,0.7985664235664236,0.6676821192052981
1019,0.588929219600726,0.3874461104414363
1021,0.5695595371407242,0.3729203802733214
1023,0.5582897615060769,0.34670121415876143
1026,0.7286557377049181,0.5285988419313588
1028,0.783544371570071,0.5700689642974377
1030,0.6880500531320672,0.6007379034529374
1033,0.4770094968073979,0.3515768326001002
1035,0.823446742459202,0.7326841613027453
1036,0.6137997367621748,0.36540573717534575
1039,0.5252035088713529,0.43795723075347337
1041,0.7097463220294238,0.5692386727472243
1045,0.6089806851825743,0.4252499018304319
1048,0.6442939244663382,0.5569700198683583
1054,0.8729780206817914,0.7732820863555252
1060,0.7729045847795561,0.6637828933605538
1063,0.7420303966809195,0.6108843537414965
1064,0.7299986493179056,0.5493810427396766
1074,0.5661882650907556,0.5283084808946878
1075,0.7231629149791647,0.64234814756958
1077,0.6937728740896101,0.44911285740234086
1080,0.8837478559176672,0.7975718024247056
1084,0.380630253685603,0.24991891307179268
1091,0.5231312498443228,0.36414728682170544
1094,0.5908334511694087,0.42460474386160907
1096,0.532017593751185,0.3477421385847703
1104,0.6628179384203481,0.5126556440089813
1105,0.7674283154121864,0.686997013564892
1107,0.8856951494641849,0.7247611193733539
1108,0.8101935646053293,0.7215663179502398
1110,0.6752265162721893,0.5055821371610846
1116,0.8045138528587734,0.6925814938134583
1120,0.6732961435847684,0.6011359633673828
1122,0.6745071429447542,0.49904273513584174
1123,0.4485833501581532,0.41575283218929626
1125,0.8083703782711162,0.7524494754048108
1127,0.44142608928094096,0.3973078609108054
1128,0.9498892897462687,0.9187391755948338
1133,0.6895841298160656,0.5105120481927711
1139,0.7437503633509679,0.5143225750021867
1145,0.679199244822457,0.5031452316371007
1148,0.41601144849820704,0.2955745156470774
1150,0.716175934819329,0.675976833976834
1152,0.6968253968253968,0.5614624505928854
1155,0.8719564036235501,0.7229544824006494
1163,0.7059006487158981,0.6317708333333334
1164,0.7289682539682539,0.5883243243243244
1165,0.6068888578998745,0.4745105640628029
1166,0.8347457627118644,0.5819734092222864
1173,0.7517482517482517,0.674380704041721
1175,0.4376039894119872,0.30577646751051457
1177,0.8967451289559635,0.833797532874595
1179,0.4444444444444444,0.39888211382113825
1181,0.6985294117647058,0.46031232823563645
1185,0.3969402219039988,0.24531127870743175
1190,0.8324608837864944,0.6919891435636014
1192,0.7993614303959131,0.694975369458128
1197,0.5406631919482386,0.3898605601634812
1198,0.7616866438356165,0.5393618626169164
1199,0.6361603228895665,0.46615085317925836
1202,0.7430355233119578,0.5954161949613315
1204,0.43070500927643773,0.31914251207729466
1205,0.6648955250650166,0.4688964500142239
1206,0.6355400696864111,0.47992952300253533
1210,0.7321392735300021,0.5463076713076713
1215,0.5418471042705464,0.36721663091899026
1216,0.5720384928164814,0.4344258614883826
1225,0.864521841794569,0.6856723151985731
1226,0.518372330758746,0.42275424595866584
1229,0.8159331424256797,0.5775944715445752
1234,0.6007708957029004,0.4720968224834355
1238,0.7525120139799039,0.6450793184488837
1240,0.6976053871240488,0.5711352465514508
1242,0.7232196221840133,0.5709383016883225
1244,0.783470173213501,0.6725452085954282
1245,0.9697643885798495,0.9483370565053506
1248,0.6927818710188746,0.5484809308338721
1249,0.7965116279069767,0.7686427787511794
1250,0.7745392225793492,0.6744742140312838
1254,0.5604918755973826,0.2879722024233785
1257,0.6173239227947562,0.532895937377428
1259,0.7238666490758541,0.5096332493794715
1261,0.7387975102948834,0.5961727499798566
1265,0.579171142141067,0.47942971525612854
1268,0.548288608772572,0.39038596502196876
1270,0.9575032903031886,0.9131224066390042
1273,0.6729400224215246,0.49192499401658707
1274,0.7255481236174195,0.6046083636923938
1276,0.4774388108486711,0.29632927210246796
1278,0.8518518518518519,0.717258601553829
1279,0.5557156279361102,0.3970451660177052
1280,0.8208595066646238,0.6678644199844184
1284,0.6704137343103824,0.5231327874126548
1286,0.6111985119240415,0.5166247513603873
1293,0.6531931529418336,0.4597285492884986
1294,0.7777939220804808,0.6837100300924422
1295,0.47497310930603465,0.379845364320756
1296,0.5224492602707429,0.32310321792029106
1297,0.6584078331204768,0.42414768002660896
1299,0.892000156706039,0.7915705689146748
1301,0.8460382593568156,0.6536298267351872
1303,0.8130649241146711,0.687487524452074
1307,0.7592059507988964,0.536638993354754
1310,0.8998386859608589,0.8502593765185147
1318,0.6446786569485956,0.4680995915191597
1319,0.784068361532221,0.5366160312164632
1322,0.8430335199372185,0.7379604055244143
1323,0.7612377806997557,0.6660386093506862
1328,0.658705254430721,0.5124286286732502
1329,0.5578814916495081,0.4340184266477675
1335,0.7606902522758796,0.5981482547567865
1340,0.5320031222558299,0.3813659997933956
1342,0.3923851130896422,0.24774907329967272
1345,0.5215738877710708,0.35526598026598033
1347,0.6929411764705883,0.4513686879988066
1348,0.66791512568169,0.5467663613287717
1349,0.278155605780426,0.24678437434584483
1351,0.5608382874556628,0.4678485404599415
1355,0.8298573789434084,0.6442062941108411
1357,0.7893813273340833,0.6748317995514654
1359,0.6251151880707045,0.4323107448107448
1370,0.5984260556299696,0.5513392203975069
1375,0.4904845787263491,0.40950144508670516
1377,0.6523516027127929,0.49442714819427147
1378,0.6327525162111629,0.4912794207244314
1379,0.677203439515341,0.5572776047075112
1381,0.7703477531232519,0.6814642847031511
1386,0.6831687392018428,0.5189986163957109
1387,0.3676704014939309,0.22628626922467104
1394,0.893108118718593,0.745995670995671
1395,0.8492190025977501,0.699365608994113
1396,0.8167420814479638,0.7400336478677493
1400,0.8663573860498092,0.793715538090586
1401,0.8566619503510817,0.818017993182828
1403,0.8330257387231847,0.6936064493231253
1404,0.7838775759799426,0.7723230866705992
1405,0.7609110818426856,0.5816956313785067
1412,0.8848700719344226,0.8442730874490835
1415,0.8073348544715899,0.7432075303619681
1416,0.7644889202374655,0.5791653944020356
1418,0.8191307057174015,0.6141603680280194
1420,0.5150491949910554,0.40334665334665337
1424,0.6752354048964219,0.4636805809280234
1425,0.7160108007166831,0.5691716556769144
1426,0.48272279536049423,0.3433454920702129
1430,0.8240015107166463,0.6289655172413793
1431,0.7813895781637717,0.5780151129732156
1432,0.6649594621316987,0.620781934957692
1435,0.5998780653028045,0.5406768060836502
1436,0.8195728065547718,0.6470232733984944
1438,0.44339002846923137,0.34775641025641024
1440,0.8730332028418153,0.7558036601288638
1461,0.5493161264502493,0.38092426886587993
1466,0.7257963977559792,0.4887772521094474
1468,0.7371088339089245,0.6234479353447155
1470,0.8082413383284619,0.7308383534136547
1476,0.6258414693545221,0.5389088778431999
1478,0.6838029617441381,0.5525566328970825
1479,0.6649778709527137,0.4644559694064644
1484,0.5486412811994208,0.35769976080176824
1487,0.7460499110406081,0.5486463046700227
1490,0.7975468869616631,0.7397121629679769
1491,0.4856111866464179,0.3673784685486372
1494,0.8491186021339105,0.7076784736883259
1496,0.7272457186773258,0.46227800034848054
1498,0.6241871010082931,0.45349352699392165
1499,0.6697409180512531,0.5810162060162061
1501,0.6912442416996096,0.47335092663926387
1503,0.715009746588694,0.6465897007443415
1508,0.9599378575051369,0.8737962394004622
1512,0.861597486659463,0.7389306170637664
1517,0.849357372110799,0.6974447688419865
1526,0.903888479489069,0.7543419656478811
1528,0.8050562524246735,0.7041298138934955
1533,0.8167733002291826,0.7347233149750853
1534,0.6076382537650142,0.5211791831357049
1536,0.809922509713882,0.6963176004117502
1537,0.7579459038820486,0.6488364491401217
1540,0.9120540881826791,0.7938212149780295
1543,0.8713981069838561,0.7495728148718818
1546,0.6825062771931842,0.5911202149272883
1555,0.6858612027005809,0.5655848869193154
1560,0.7070707070707071,0.45864898989898994
1561,0.4294001179543348,0.32967309474367734
1565,0.6329052449816533,0.404626660558864
1569,0.8822556675084372,0.7968900925144944
1570,0.5603715170278638,0.3266108891108891
1571,0.7616832779623477,0.5209441489361701
1572,0.7858552225921815,0.6692151934087418
1582,0.7781059792337988,0.6545612726820781
1583,0.92451167095703,0.860636325173369
1584,0.7417812776273935,0.5353161015785199
1585,0.3720364373170774,0.22253708353773619
1589,0.6494153367459601,0.47496075206518895
1593,0.5328703703703703,0.3410100826360377
1594,0.6621082621082621,0.6104800717740574
1596,0.6331238893120081,0.46290510952165087
1597,0.8121444432830118,0.7044260102814168
1602,0.8198938237848744,0.6658672087381401
1607,0.718263146867798,0.5393870418460471
1608,0.7192271957774496,0.579845007809684
1612,0.6776664908560541,
1613,0.7503500658380704,0.5989603421012033
1614,0.4493741646962064,0.4054979850316638
1617,0.357967032967033,0.22793097066716017
1618,0.700725944869458,0.6023668267935293
1619,0.4035714285714285,0.3481464279682487
1620,0.6973790959304031,0.5656114800852968
1622,0.16161616161616166,
1623,0.7306322934031912,0.539324950687324
1629,0.7901036512584039,0.6163485162746912
1631,0.669130272489735,0.702900664034458
1633,0.6150568181818181,0.4873961413885368
1634,0.4727767695099819,
1635,0.8028667171214514,0.5857553594330198
1636,0.7874510044096031,0.6243459415448351
1638,0.6476800277633177,0.4214921702313129
1639,0.6219711016331269,0.4664198445460851
1641,0.4752201276591521,0.3338797513367392
1642,0.8780145077720207,0.708600404492574
1646,0.7710018382352941,0.46998234821630414
1654,0.4802521839281584,0.3811099461406199
1655,0.6690452285523811,0.47650097308868167
1656,0.46180831065184297,0.28287006766390654
1657,0.7272528433945757,0.6324780058651027
1661,0.5933542662630948,0.3473232487027428
1665,0.4296860087803016,0.31986934820904284
1666,0.5078756808415681,0.2650475635508672
1668,0.8246530457166756,0.565558308773497
1670,0.5753860629877677,0.44756501644515634
1673,0.7995170923878511,0.6704009543008267
1674,0.795187714371574,0.6030667967289933
1682,0.4189138576779026,0.34645993324908464
1683,0.5926442416046879,0.44922556762486154
1684,0.6448688271604939,0.45613203161320315
1702,0.7559344351057677,0.5600306758319413
1705,0.7468748910352523,0.45320584012785436
1706,0.6952748709862384,0.49193950945023024
1709,0.8583333333333333,0.8408493778375651
1712,0.6114585791833844,0.38796323529411764
1716,0.8994146757498458,0.7852840830284042
1721,0.6370793787748059,0.594924192485168
1722,0.8785289794423938,0.7500364004790773
1723,0.7732097142117165,0.5971963902413862
1731,0.42861383877597625,0.2360079147149087
1733,0.6100879420491299,0.5048261559731682
1737,0.6512096774193549,0.5009245814966501
1739,0.67914653784219,0.4946094458498401
1740,0.8693188525557785,0.753200104493208
1741,0.5430111229003849,0.37188651537195927
1742,0.7645484418062327,0.6398026315789473
1744,0.7831525676926994,0.6512792397660818
1745,0.7829086566644339,0.5621789965500696
1751,0.6541760991302276,0.5606548856548856
1752,0.9131964224678135,0.8539648569497634
1758,0.3043478260869565,
1759,0.724024221184157,0.6012218019862865
1762,0.5569596378725009,0.35853997347291894
1765,0.8447204968944101,0.6428334714167356
1766,0.8085714285714286,0.6873613499837982
1768,0.8047707211250748,0.7253558393450532
1769,0.666973394510832,0.5348761694214432
1772,0.5689611017841392,0.3473801526403911
1773,0.5581035384559243,0.4051845590307129
1780,0.5633368882569025,0.43686141020423874
1781,0.5789473684210527,0.37116402116402114
1783,0.6762087053733639,0.6092065269073295
1785,0.6950768775872265,0.5343511450381679
1791,0.5742410674872933,0.34910714285714284
1794,0.6559899578242412,0.4415065960324775
1796,0.8531934390818923,0.6709578477701145
1813,0.4628045923149016,0.35543699186991873
1814,0.7655919894366197,0.6011488511488512
1815,0.5916005291005291,
1816,0.6120543293718166,0.5272601794340924
1818,0.806836130801734,0.5946228022927704
1822,0.7492063492063492,0.5390609850688385
1823,0.8142596995295666,0.738140074232269
1825,0.8572840203274985,0.6346395683745081
1827,0.6781299840510366,0.579367059891107
1831,0.6053646721090876,0.3649515405274659
1836,0.6708810307590864,0.42393266896508564
1837,0.8757606287622985,0.861054102976909
1839,0.5192307692307693,
1840,0.7440547574177864,0.5574022204751992
1843,0.6510254749568221,0.44040987498021844
1848,0.3308308308308308,0.16676566676566676
1855,0.7715611589182833,0.6971982411493736
1858,0.4026977316555568,0.2942146692146692
1861,0.5983278485972401,0.36758834430453224
1867,0.45611691772584506,0.3528979673387357
1868,0.5846646192643479,
1871,0.634223553657552,0.4492254733218589
1875,0.6959293394777266,0.5660173160173161
1876,0.8176141215106731,0.6786975599315068
1879,0.8048063973063972,0.7008738781294284
1881,0.7863260994814673,0.6075773849144428
1882,0.7050435840795757,0.5818277215074368
1884,0.7610062893081762,0.7211771910233782
1885,0.7434725485174752,0.6110089010372863
1888,0.7809152127333945,0.6731081708449397
1889,0.7273229809466387,0.49868430591384233
1890,0.8256613756613757,0.660983209278172
1896,0.6297760210803689,0.46586345381526106
1898,0.6623132360116575,0.5133170119983869
1899,0.7918834200346805,0.6143624805516901
1900,0.6273021403683425,0.40278562017692454
1902,0.7461682242990655,0.6399954419188661
1903,0.5696759776536313,0.3039700528882478
1904,0.6011562418410354,0.4354560686792845
1906,0.5932017543859649,0.471687874251497
1907,0.8209728867623605,0.5857990688900929
1912,0.509090909090909,0.34960723713862596
1917,0.6890946593767953,0.5398741669832161
1919,0.5464345346289592,0.47037331753296074
1920,0.7942789968652038,0.6448335787923416
1921,0.8018867924528302,0.608411214953271
1927,0.7843137254901961,0.671687614558785
1934,0.6972052862835927,0.5218685567010308
1936,0.47035973653099133,0.27570898065149796
1968,0.5689371150265006,0.4448472174300886
1969,0.7778243476710454,0.5319523806768971
1975,0.9317501947700524,0.893833995086739
1976,0.6067033661970371,0.49129044330282723
1980,0.7457912457912459,0.5987174377615458
1984,0.6856161963891102,0.5306923900052745
1986,0.6282322097779875,0.40008221695603813
1989,0.6205492044218982,0.5691262412833676
1990,0.5918596801859127,0.4487579039325531
1996,0.667141671278362,0.501819515774028
1998,0.3645351920600045,0.28237441588785045
1999,0.5166894576041026,0.34183399000934833
2002,0.8257604581929541,0.7094551384027998
2007,0.6787402406990227,0.45253908655452185
2009,0.6574407342968163,0.47775336111762656
2012,0.8845498599227682,0.8190827354061476
2013,0.7521043827801477,0.6186233849832177
2017,0.7128889369057909,0.5289147159232692
2021,0.2939997647747448,0.2413938122053107
2023,0.8267245286563645,0.6388009338739455
2025,0.8068060367154717,0.5497063631944934
2026,0.8590625000000001,0.7129203005869124
2027,0.7710155231448147,0.6705354863994488
2028,0.6758276232116995,0.5434752569424024
2030,0.6784674265745901,0.4970795058599937
2031,0.7844827586206897,0.7665304073436603
2032,0.5244105205567196,0.36800188764455455
2035,0.8721230434379921,0.829515140591204
2036,0.6764069861251703,0.6233946936306283
2037,0.785502628999198,0.6565635755489845
2045,0.6264349489795918,0.43792019717364994
