ID,wt_a,dcp_a,m/w,log
11120,0.6823645438691442,0.5071330332583146,0.74,-0.4344028241457749
11121,0.5766908212560387,0.3935889570552147,0.68,-0.5563933485243852
11122,0.7649666520130579,0.5577434452741881,0.73,-0.4540316308947075
11131,0.7405185185905061,0.5510699272543665,0.74,-0.4344028241457749
11134,0.5600877192982456,0.4597707951563336,0.82,-0.2863041851566411
11135,0.859502659609572,0.7759267125421232,0.9,-0.15200309344504997
11138,0.6916129032258065,0.4668105100463679,0.67,-0.5777669993169522
11140,0.891965811965812,0.8465816480170547,0.95,-0.07400058144377693
11141,0.7714989786517163,0.54038222493377,0.7,-0.5145731728297583
11146,0.659394286962696,0.5958847491700723,0.9,-0.15200309344504997
11149,0.7632639327024184,0.6228125806341301,0.82,-0.2863041851566411
11150,0.8686709912162077,0.8194735978407028,0.94,-0.08926733809708741
11151,0.8813681722689076,0.7660134807878591,0.87,-0.20091269392599642
11154,0.7317861339600471,0.6433814400993172,0.88,-0.18442457113742744
11155,0.7333087270341208,0.6315406315406316,0.86,-0.2175914350726268
11156,0.6576602491462354,0.4928622939375628,0.75,-0.4150374992788438
11160,0.8415225354355789,0.6693132464712269,0.8,-0.3219280948873623
11161,0.7020198491106386,0.4978659796333154,0.71,-0.49410907027004275
11162,0.4415584415584415,0.2279400436132641,0.52,-0.9434164716336325
11163,0.7273142672830879,0.5673750701739506,0.78,-0.3584539709124763
11165,0.9245283018867924,0.8418111753371869,0.91,-0.13606154957602837
11166,0.7747057134654034,0.6219336209596423,0.8,-0.3219280948873623
11168,0.8176303161003283,0.6249326871297791,0.76,-0.3959286763311392
11169,0.43539507336115213,0.2955254140491148,0.68,-0.5563933485243852
11171,0.6661560181430417,0.5520964611919338,0.83,-0.2688167584278
11173,0.7145073429643227,0.4962420887604185,0.69,-0.5353317329965557
11177,0.7924338624338625,0.6984082006833903,0.88,-0.18442457113742744
11180,0.7768907830688163,0.7335792814962321,0.94,-0.08926733809708741
11181,0.7761190261993499,0.6551115488468859,0.84,-0.2515387669959645
11184,0.283146816928286,0.18625118720452047,0.66,-0.5994620704162712
11187,0.8040244316253817,0.5885356731875719,0.73,-0.4540316308947075
11190,0.5584415584415584,0.5277812539106495,0.95,-0.07400058144377693
11191,0.7447894613032228,0.6028982964466836,0.81,-0.3040061868900999
11194,0.713922015606772,0.590152021709937,0.83,-0.2688167584278
11198,0.5289292419125056,0.32384018351560434,0.61,-0.7131188522118385
11200,0.6456656613528652,0.5536581421900343,0.86,-0.2175914350726268
11202,0.7664461195796852,0.6227447126105949,0.81,-0.3040061868900999
11209,0.7348239921135322,0.6282823903252243,0.86,-0.2175914350726268
11211,0.6570700769390727,0.533909829158048,0.81,-0.3040061868900999
11213,0.6972914827890556,0.6378673569241453,0.91,-0.13606154957602837
11214,0.6819926254797201,0.5204266637715774,0.76,-0.3959286763311392
11215,0.5082729468599034,0.3838706407137064,0.76,-0.3959286763311392
11216,0.8833575870176642,0.7394034194428802,0.84,-0.2515387669959645
11217,0.9178126728714372,0.7735742306787616,0.84,-0.2515387669959645
11221,0.7279411764705882,0.6747942386831276,0.93,-0.10469737866669322
11224,0.7501898092929604,0.677122503354056,0.9,-0.15200309344504997
11225,0.7136145166971559,0.4753663228552718,0.67,-0.5777669993169522
11229,0.7371981063949291,0.5459529538888094,0.74,-0.4344028241457749
11230,0.6967517776341305,0.6627144785039523,0.95,-0.07400058144377693
11231,0.8112189649285402,0.6476414319730683,0.8,-0.3219280948873623
11234,0.36938431938431937,0.24249184305645785,0.66,-0.5994620704162712
11237,0.6473610854846263,0.53914964820788,0.83,-0.2688167584278
11238,0.8953780456690416,0.7576021958685011,0.85,-0.23446525363702297
11241,0.7748242781155015,0.6386847074613355,0.82,-0.2863041851566411
11246,0.5210547227787864,0.3009795154005949,0.58,-0.7858751946471527
11247,0.8545964884761628,0.7373817815562156,0.86,-0.2175914350726268
11248,0.8083029175314297,0.6252799650043745,0.77,-0.3770696490798233
11250,0.5787836147592245,0.5398608174770966,0.93,-0.10469737866669322
11254,0.6871659200588629,0.5592332161392934,0.81,-0.3040061868900999
11260,0.723375652284587,0.6021533686776209,0.83,-0.2688167584278
11262,0.7787667065727238,0.6376900964682697,0.82,-0.2863041851566411
