ID,wt1,Assigned_gene_name,wt2
164,0.8116089613034623,YBL058W,0.8053691275167785
165,0.7398496240601504,YBL056W,0.717670286278381
169,0.2298136645962733,YBL054W,0.25
174,0.6151761517615176,YBL050W,0.610762331838565
178,0.6754966887417219,YBL046W,0.6475409836065574
182,0.6637931034482759,YBL041W,0.6666666666666666
183,0.896029471960704,YBL041W,0.8832684824902723
185,0.7434782608695653,YBL039W-B,0.5904761904761905
187,0.6569767441860465,YBL038W,0.7168141592920354
188,0.587248322147651,YBL037W,0.5229357798165137
190,0.5917667238421955,YBL032W,0.5441527446300716
191,0.4929577464788733,YBL031W,0.4482758620689655
194,0.6400790760586827,YBL027W,0.6260784313725489
199,0.6804123711340206,YBL026W,0.706267539756782
200,0.8705882352941177,YBL025W,
201,0.8910380399742102,YBL024W,0.8888888888888888
203,0.7227053140096619,YBL020W,0.7451923076923077
205,0.6216216216216216,YBL019W,0.7162162162162162
208,0.8593155893536122,YBL016W,0.8126801152737753
210,0.8859934853420195,YBL015W,0.8482758620689655
213,0.6290322580645161,YBL013W,
215,0.7656950672645741,YBL011W,0.7779578606158833
218,0.8078175895765473,YBL008W,0.8427947598253275
222,0.782312925170068,YBL005W,0.7555555555555555
224,0.4108108108108108,YBL005W-A,0.5241379310344828
225,0.4887218045112782,YBL005W-A,0.5617977528089888
229,0.6712887438825449,YBL004W,0.6957026713124274
230,0.7904732573657736,YBL002W,0.7905733117771422
234,0.7984031936127745,YBR003W,0.8265306122448979
236,0.6956521739130435,YBR005W,0.6789808917197452
239,0.7014218009478673,YBR006W,0.7051282051282052
248,0.4597927972372965,YBR010W,0.4204223132682005
251,0.7162454873646209,YBR016W,0.7207373271889401
254,0.7533632286995515,YBR021W,0.6941176470588235
255,0.7250922509225092,YBR022W,0.7102803738317757
258,0.4861111111111111,YBR024W,0.5575221238938053
260,0.7402234636871509,YBR030W,0.7660256410256411
261,0.7769854132901135,YBR031W,0.7683556108175319
273,0.6156126482213439,YBR038W,0.6441495778045838
276,0.7727965843244892,YBR039W,0.7454398054316984
278,0.7912578055307761,YBR041W,0.8261363636363637
288,0.5657894736842105,YBR048W,0.589041095890411
289,0.8398686016050564,YBR048W,0.8265978950303199
298,0.6585365853658537,YBR054W,0.6711409395973155
299,0.6404241645244216,YBR054W,0.6280417149478563
301,0.6231155778894473,YBR056W,0.5920000000000001
305,0.6356589147286822,YBR056W-A,0.6304700162074555
313,0.6654888103651354,YBR071W,0.6764199655765921
318,0.7042253521126759,YBR072W,0.7717391304347826
320,0.8168812589413448,YBR073W,0.8487229862475442
321,0.6807187284035936,YBR074W,0.6598984771573604
324,0.4984150387025433,YBR078W,0.4905814237951562
331,0.4051724137931034,YBR083W,0.4063926940639269
333,0.7553571428571428,YBR084W,0.7622884770346495
334,0.7675438596491229,YBR085W,0.6685082872928176
339,0.8792710706150342,YBR087W,0.8512820512820513
344,0.7567567567567568,YBR094W,0.7452830188679245
345,0.3422025129342203,YBR096W,0.30300807043286865
346,0.8116591928251121,YBR097W,0.845
348,0.5414012738853503,YBR103W,0.6489361702127661
350,0.6865671641791045,YBR104W,0.7055476529160741
352,0.7428035043804756,YBR106W,0.7220230232119268
356,0.6388888888888888,YBR108W,
357,0.6512968299711815,YBR110W,0.6956521739130435
358,0.7784090909090909,YBR110W,0.8012139605462822
360,0.7986013986013986,YBR111W-A,0.7660550458715596
362,0.8608247422680413,YBR114W,
367,0.7615281224152192,YBR118W,0.7599498106894427
369,0.5886524822695035,YBR119W,0.5555555555555556
373,0.8220151998038735,YBR126W-A,0.8169432747089422
376,0.7666666666666667,YBR131W,0.7352941176470589
378,0.6679352997145576,YBR135W,0.6659167604049494
379,0.6733668341708543,YBR136W,0.6666666666666666
381,0.9432558139534885,YBR137W,0.9372026641294006
384,0.8987479586281981,YBR139W,0.8872901678657075
385,0.775,YBR141W-A,
386,0.4223744292237443,YBR142W,0.4108761329305136
388,0.5724907063197026,YBR145W,0.5905172413793104
390,0.3952180028129395,YBR146W,0.3848288621646623
393,0.5703764320785597,YBR149W,0.5630712979890311
394,0.7138339920948616,YBR151W,0.7341389728096677
398,0.7524271844660194,YBR153W,0.8097345132743363
400,0.7423780487804879,YBR155W,0.718804920913884
407,0.8873994638069705,YBR158W,0.8748874887488749
408,0.7116747482282729,YBR159W,0.7057156353330184
409,0.5209003215434084,YBR160W,0.5257009345794392
410,0.6612244897959184,YBR161W,0.6885245901639344
413,0.6912751677852349,YBR162W-A,0.6386554621848739
414,0.9013329247740156,YBR162W-A,0.9017642341619888
415,0.5289256198347108,YBR163W,0.61
418,0.8074534161490683,YBR165W,0.8315018315018315
424,0.7480916030534351,YBR168W,0.7941176470588235
426,0.543369890329013,YBR171W,0.5754614549402823
429,0.6882129277566539,YBR175W,0.6695652173913044
431,0.816793893129771,YBR176W,0.7448275862068966
436,0.8835227272727273,YBR183W,0.8756218905472637
440,0.7409349060725208,YBR187W,0.683153588694682
441,0.6239699084043989,YBR189W,0.6329531927965288
444,0.624777997665804,YBR191W,0.619638521715673
446,0.8743961352657005,YBR192W,0.8762886597938144
447,0.5299539170506913,YBR194W,0.5053763440860215
454,0.7328308207705193,YBR199W,0.7554038680318543
455,0.6531165311653117,YBR200W,0.6458333333333334
456,0.5555555555555556,YBR201W,0.4816753926701571
458,0.5736196319018405,YBR202W,0.6484375
464,0.8872062663185378,YBR205W,0.8789808917197452
465,0.4821958456973294,YBR207W,0.4991394148020654
468,0.7285067873303167,YBR210W,0.6428571428571429
469,0.8421599169262719,YBR210W,0.856156501726122
471,0.7311827956989247,YBR212W,0.7610062893081762
472,0.7317073170731707,YBR213W,
473,0.8758434547908233,YBR214W,0.8914027149321267
480,0.5319148936170213,YBR228W,0.573170731707317
482,0.11052631578947368,YBR230W-A,0.17142857142857146
484,0.5075431034482759,YBR233W-A,0.4985915492957746
485,0.8175487465181058,YBR235W,0.7905844155844156
486,0.2362204724409449,YBR237W,0.2727272727272727
491,0.5156037991858887,YBR242W,0.4809384164222874
494,0.7392197125256673,YBR244W,0.7611940298507462
495,0.5738636363636364,YBR246W,0.5604026845637584
499,0.7473118279569892,YBR251W,0.73
500,0.9136256235232344,YBR252W,0.8978149100257069
502,0.7332382310984308,YBR253W,0.6824224519940916
503,0.4478527607361963,YBR255W,0.4391891891891892
507,0.8501872659176031,YBR257W,0.8317307692307693
508,0.5443037974683544,YBR259W,0.6103896103896104
509,0.7227027027027026,YBR263W,0.7541100786275912
510,0.6971235194585449,YBR265W,0.6933045356371489
511,0.5784615384615385,YBR267W,0.5882352941176471
513,0.4946043165467626,YBR268W,0.4800301431801055
517,0.4681818181818182,YBR271W,0.477124183006536
518,0.8830645161290323,YBR274W,0.8258706467661692
519,0.6530612244897959,YBR278W,0.6010928961748634
522,0.7477477477477478,YBR279W,0.7925531914893617
526,0.42830540037243947,YBR282W,0.3820224719101124
532,0.572407883461868,YBR286W,0.5723830734966593
535,0.8005186946185433,YBR287W,0.7918297455968689
542,0.7208121827411168,YBR290W,0.7504725897920604
546,0.7391304347826086,YBR293W,
553,0.6883116883116883,YBR295W,0.6194029850746269
557,0.7617021276595745,YBR297W,0.8313953488372093
565,0.5717821782178217,YCL063W,0.6267806267806267
566,0.922509225092251,YCL058W-A,0.9466882067851372
569,0.5793918918918919,YCL057W,0.536663124335813
570,0.6238532110091743,YCL055W,0.6575342465753424
577,0.6343126967471143,YCL054W-A,0.6240126382306477
578,0.8901515151515151,YCL054W,0.8585526315789473
579,0.6424242424242425,YCL051W,0.6323529411764706
593,0.7093023255813954,YCL042W,0.6865671641791045
594,0.6770583533173461,YCL040W,0.6607773851590106
598,0.9248554913294798,YCL039W,
602,0.4732142857142857,YCL036W,0.5123674911660777
605,0.6674259681093394,YCL034W,0.7009345794392523
606,0.7918781725888325,YCL032W,0.760797342192691
610,0.7869700103412617,YCL028W,0.7844243792325056
612,0.4788732394366197,YCL027W,0.5555555555555556
615,0.8296703296703297,YCL024W,0.7875
619,0.84375,YCL019W,0.8549450549450549
623,0.836627140974967,YCL018W,0.8149659863945579
626,0.5286885245901639,YCL014W,0.4336734693877551
628,0.8582507942440666,YCL005W-A,0.851609719995066
630,0.6259124087591241,YCL005W,0.6167315175097277
632,0.8294573643410853,YCL004W,
634,0.7367545076282941,YCL001W,0.728072837632777
640,0.7719298245614035,YCR003W,0.7535287730727471
650,0.7660961695191524,YCR008W,0.7650453421269581
655,0.6742255325205181,YCR012W,0.6613303978612989
662,0.6871165644171779,YCR016W,0.6351351351351351
667,0.690677966101695,YCR019W,0.6666666666666666
669,0.3781925343811395,YCR020W-B,0.33981693363844395
683,0.6896551724137931,YCR032W,0.6415094339622641
684,0.7706855791962175,YCR033W,0.7474048442906575
685,0.8863232682060391,YCR034W,0.8828534031413613
686,0.6316872427983539,YCR036W,0.6372795969773299
696,0.6470588235294118,YCR048W,0.6230769230769231
699,0.7984790874524715,YCR051W,0.7809452363090773
700,0.7037974683544304,YCR052W,0.7416107382550335
702,0.3420647149460709,YCR053W,0.33277870216306155
705,0.56,YCR060W,0.5280898876404494
706,0.7720075997466751,YCR060W,0.7551020408163265
707,0.8049180327868852,YCR061W,0.8204081632653061
713,0.6592592592592592,YCR063W,0.5982905982905983
720,0.4985994397759104,YCR068W,0.4812286689419795
721,0.6893874029335634,YCR069W,0.6544622425629291
723,0.9292035398230089,YCR073W-A,0.8963815789473685
727,0.8878695208970439,YCR075W-A,0.914580265095729
729,0.7409836065573772,YCR079W,0.7227272727272728
731,0.8181818181818182,YCR081W,0.8086124401913876
732,0.674934036939314,YCR082W,0.6783707865168539
733,0.7709790209790209,YCR083W,0.7494456762749445
736,0.5547945205479452,YCR086W,0.4678899082568808
739,0.26,YCR088W,0.2552083333333333
741,0.6666666666666666,YCR089W,0.6307692307692307
747,0.3924812030075188,YCR093W,0.4027415143603133
750,0.8553092182030338,YCR094W,0.8773722627737226
754,0.33240997229916897,YCR097W,0.3209509658246657
770,0.760797342192691,YCR106W,0.7393617021276596
782,0.41975308641975306,YDL241W,0.5507246376811594
784,0.696969696969697,YDL241W,0.625
786,0.8021978021978022,YDL240W,0.7913669064748201
788,0.4294554455445545,YDL237W,0.38836477987421386
790,0.6349397590361445,YDL236W,0.6632782719186785
793,0.5780346820809249,YDL233W,0.6099290780141844
794,0.8343984440122256,YDL232W,0.8531605810757754
796,0.6188524590163934,YDL230W,0.6170212765957447
797,0.7927068554351435,YDL229W,0.8000521376433786
806,0.7018072289156626,YDL225W,0.7446043165467626
810,0.6189697465249386,YDL219W,0.6019945602901179
818,0.8518919984233346,YDL212W,0.8440763052208835
826,0.6075965287385234,YDL208W,0.5925861468847894
827,0.7963525835866262,YDL207W,0.7666666666666667
828,0.71,YDL206W,0.7578947368421053
829,0.8164556962025317,YDL204W,0.7669902912621359
830,0.5192307692307693,YDL204W,
831,0.8131868131868132,YDL202W,0.7861915367483296
832,0.7253613666228647,YDL201W,0.7159277504105089
836,0.6762028608582574,YDL195W,0.6974865350089766
839,0.6506024096385542,YDL194W,
840,0.4608985024958402,YDL193W,0.4772234273318872
841,0.5166666666666667,YDL193W,
842,0.6562762384550798,YDL192W,0.6399906944282889
845,0.3928548027781418,YDL191W,0.3981187745413404
847,0.3962264150943397,YDL189W,0.4405594405594406
849,0.7096378146101903,YDL185W,0.705837173579109
852,0.5187319884726225,YDL182W,0.5028376844494892
854,0.7434008594229589,YDL181W,0.7233614060783595
855,0.6068376068376068,YDL180W,0.6923076923076923
856,0.5142857142857142,YDL179W,0.4489795918367347
857,0.5964912280701754,YDL179W,0.635
858,0.6502732240437158,YDL178W,0.6067708333333334
861,0.3538461538461539,YDL176W,0.30612244897959184
862,0.7306590257879656,YDL173W,0.7894736842105263
863,0.6368159203980099,YDL170W,0.6356589147286822
864,0.5233333333333333,YDL168W,0.5526838966202783
866,0.3934065934065934,YDL165W,0.43699731903485256
868,0.6989708404802745,YDL161W,0.7105561861520999
871,0.4,YDL159W,0.3972602739726027
873,0.9009287925696594,YDL155W,
875,0.4355179704016913,YDL150W,0.5162907268170426
876,0.6721311475409836,YDL149W,
877,0.738352464550979,YDL147W,0.7491150442477876
880,0.8561151079136691,YDL146W,0.8150684931506851
882,0.686046511627907,YDL143W,0.6660470879801735
883,0.6416510318949343,YDL141W,0.6814404432132964
887,0.8148148148148148,YDL138W,0.7640449438202247
889,0.3839651639344263,YDL137W,0.3794950267788829
891,0.4427193204511574,YDL136W,0.4446541117862399
897,0.6976744186046512,YDL133W,0.6869565217391305
900,0.6221498371335505,YDL132W,0.6036363636363636
901,0.8047619047619048,YDL131W,0.8150887573964497
902,0.9151376146788992,YDL130W-A,0.8936507936507937
904,0.8190128339656146,YDL130W,0.804849650703655
906,0.5729166666666666,YDL129W,0.6602564102564102
907,0.7078606158833063,YDL128W,0.6856571714142928
910,0.6153846153846154,YDL127W,0.6226415094339622
914,0.32408759124087594,YDL124W,0.30491803278688523
917,0.3703703703703704,YDL123W,
918,0.7303754266211604,YDL123W,0.7546511627906977
921,0.5737226277372263,YDL122W,0.5578446909667195
922,0.5100671140939598,YDL122W,0.5178571428571429
923,0.7070524412296564,YDL120W,0.7179930795847751
925,0.7978723404255319,YDL117W,0.7786259541984732
926,0.7456896551724138,YDL117W,0.7941176470588235
927,0.6890380313199105,YDL116W,0.6720779220779219
929,0.37942122186495175,YDL112W,0.3442622950819672
931,0.7652495378927912,YDL108W,0.7857142857142857
940,0.8405172413793104,YDL102W,0.8152173913043478
941,0.5813528336380256,YDL099W,0.5983606557377049
942,0.6614060258249641,YDL095W,0.6418786692759295
943,0.3553299492385787,YDL093W,0.3231707317073171
946,0.2925170068027211,YDL092W,0.3121693121693121
949,0.5573122529644269,YDL089W,0.5360824742268041
950,0.5094339622641509,YDL089W,0.5277777777777778
951,0.8503896103896104,YDL086W,0.8433515482695809
954,0.6631470512490343,YDL084W,0.6581532416502947
956,0.8869233980379879,YDL082W,0.908787209926624
969,0.8315467957584141,YDL075W,0.8361345408575632
971,0.4813664596273292,YDL073W,0.5197132616487455
973,0.8704119850187266,YDL070W,0.8613207547169811
976,0.84942143727162,YDL066W,0.8248449539560233
978,0.7966666666666666,YDL064W,0.7799079754601227
979,0.6677908937605397,YDL060W,0.6420581655480985
980,0.659217877094972,YDL058W,0.6590038314176245
981,0.4810126582278481,YDL057W,
987,0.5429745889387145,YDL051W,0.5370279548798429
990,0.6617647058823529,YDL047W,
991,0.836627140974967,YDL047W,0.8123827392120075
992,0.6903367496339677,YDL046W,0.6725935682142465
993,0.7366609294320138,YDL045W-A,0.7367049009384776
1003,0.5392670157068062,YDL031W,0.7128712871287128
1005,0.7426900584795322,YDL030W,
1007,0.8360128617363344,YDL029W,0.8175
1017,0.8201058201058201,YDL017W,0.777027027027027
1019,0.5796783625730995,YDL014W,0.5981800766283525
1021,0.5496453900709221,YDL013W,0.5894736842105263
1023,0.5563258232235702,YDL010W,0.5602536997885835
1026,0.7213114754098361,YDL008W,0.736
1028,0.7845161290322581,YDL007W,0.7825726141078838
1030,0.6705607476635514,YDL006W,0.7055393586005831
1033,0.4706103286384977,YDL004W,0.4834086649762981
1035,0.8347107438016529,YDL003W,0.8121827411167513
1036,0.5301204819277109,YDL001W,0.6974789915966386
1039,0.5211531261699738,YDR002W,0.5292538915727322
1041,0.6940024479804161,YDR003W,0.7254901960784313
1045,0.5838150289017341,YDR004W,0.6341463414634146
1048,0.5862068965517241,YDR007W,0.7023809523809523
1054,0.8597491448118586,YDR011W,0.8862068965517241
1060,0.7687643991754577,YDR012W,0.7770447703836546
1063,0.7215189873417721,YDR013W,0.7625418060200669
1064,0.7005988023952096,YDR014W,0.7593984962406015
1074,0.5304347826086957,YDR021W,0.6019417475728155
1075,0.7221724323355441,YDR023W,0.7241533976227854
1077,0.7197688365499946,YDR025W,0.6677769116292255
1080,0.8863636363636364,YDR031W,0.8811320754716981
1084,0.3910219038893977,YDR033W,0.37023860348180826
1091,0.5355892648774796,YDR035W,0.5106732348111659
1094,0.5837846709338586,YDR037W,0.5978822314049587
1096,0.5163841807909605,YDR041W,0.5476510067114094
1104,0.6867469879518072,YDR044W,0.6388888888888888
1105,0.775,YDR044W,0.7598566308243727
1107,0.8861111111111111,YDR047W,0.8852791878172589
1108,0.826797385620915,YDR047W,0.7935897435897435
1110,0.6863905325443787,YDR049W,0.6640625
1116,0.8025059665871122,YDR055W,0.8065217391304348
1120,0.6774193548387096,YDR057W,0.6691729323308271
1122,0.6680261011419251,YDR060W,0.6809881847475833
1123,0.4273504273504273,YDR061W,0.4698162729658792
1125,0.8041891463027611,YDR062W,0.8125516102394715
1127,0.4739374498797113,YDR063W,0.40891472868217055
1128,0.9477591966613468,YDR064W,0.9520193828311908
1133,0.7175141242937854,YDR065W,0.6616541353383458
1139,0.7330097087378641,YDR068W,0.7544910179640718
1145,0.6802547770700637,YDR073W,0.6781437125748503
1148,0.4026548672566372,YDR074W,0.42936802973977695
1150,0.7247706422018348,YDR075W,0.7075812274368231
1152,0.6380952380952379,YDR076W,0.7555555555555555
1155,0.8609777537358848,YDR077W,0.8829350535112154
1163,0.7079889807162535,YDR079W,0.7038123167155426
1164,0.7555555555555555,YDR080W,0.7023809523809523
1165,0.6197183098591549,YDR082W,0.594059405940594
1166,0.8361581920903954,YDR083W,0.8333333333333334
1173,0.8111888111888111,YDR089W,0.6923076923076923
1175,0.4290697674418605,YDR092W,0.44613821138211385
1177,0.9076923076923076,YDR093W,0.8857979502196194
1179,0.4444444444444444,YDR096W,
1181,0.75,YDR096W,0.6470588235294118
1185,0.41040079496522025,YDR099W,0.38347964884277735
1190,0.8488464598249801,YDR100W,0.8160753077480087
1192,0.7839080459770115,YDR103W,0.8148148148148148
1197,0.514018691588785,YDR108W,0.5673076923076923
1198,0.75625,YDR110W,0.7671232876712328
1199,0.6485545106234761,YDR115W,0.6237661351556568
1202,0.7414018284719199,YDR119W,0.7446692181519956
1204,0.4795918367346938,YDR121W,0.3818181818181817
1205,0.6772486772486772,YDR122W,0.652542372881356
1206,0.6857142857142857,YDR124W,0.5853658536585366
1210,0.7218543046357616,YDR126W,0.7424242424242424
1215,0.5467680608365019,YDR127W,0.5369261477045908
1216,0.5852534562211982,YDR128W,0.5588235294117647
1225,0.871900826446281,YDR137W,0.8571428571428571
1226,0.5246478873239436,YDR138W,0.5120967741935484
1229,0.820362473347548,YDR140W,0.8115038115038115
1234,0.5777414075286416,YDR145W,0.6238003838771593
1238,0.7619047619047619,YDR147W,0.7431192660550459
1240,0.6981519507186859,YDR150W,0.6970588235294117
1242,0.714867617107943,YDR152W,0.7315716272600834
1244,0.7833089311859444,YDR156W,0.7836314152410575
1245,0.9716572912159238,YDR158W,0.9678714859437751
1248,0.6555023923444976,YDR159W,0.7300613496932515
1249,0.7965116279069767,YDR160W,
1250,0.7480916030534351,YDR161W,0.8009868421052632
1254,0.5911330049261084,YDR163W,0.5298507462686567
1257,0.6075851393188855,YDR165W,0.6270627062706271
1259,0.725975975975976,YDR167W,0.7217573221757322
1261,0.7472972972972973,YDR168W,0.7302977232924693
1265,0.5614035087719298,YDR171W,0.5969387755102041
1268,0.5431918008784773,YDR172W,0.5533854166666666
1270,0.9599400973418196,YDR174W,0.9550664832645576
1273,0.6771300448430493,YDR176W,0.66875
1274,0.7274447949526814,YDR177W,0.7236514522821577
1276,0.4624045034177724,YDR178W,0.4924731182795699
1278,0.8518518518518519,YDR180W,
1279,0.567741935483871,YDR182W,0.5436893203883495
1280,0.8224043715846995,YDR183W,0.8193146417445483
1284,0.6866883116883117,YDR188W,0.6541391569324531
1286,0.6044568245125348,YDR189W,0.6179401993355482
1293,0.6763285024154589,YDR197W,0.630057803468208
1294,0.8112840466926071,YDR201W,0.7443037974683544
1295,0.437984496124031,YDR204W,0.5119617224880383
1296,0.5098335854765507,YDR205W,0.535064935064935
1297,0.6271604938271605,YDR206W,0.6896551724137931
1299,0.8882783882783882,YDR208W,0.8957219251336899
1301,0.8733108108108109,YDR210W,0.8187657079028204
1303,0.815,YDR211W,0.8111298482293423
1307,0.7618673989799921,YDR212W,0.7565445026178008
1310,0.9028626568028304,YDR214W,0.8968147151188874
1318,0.6267806267806267,YDR221W,0.6625766871165644
1319,0.8094302554027505,YDR222W,0.7587064676616916
1322,0.8442709711563906,YDR225W,0.8417960687180465
1323,0.7693014705882353,YDR226W,0.7531740908112761
1328,0.6544230180593817,YDR232W,0.6629874908020603
1329,0.5673758865248227,YDR232W,0.5483870967741935
1335,0.7646528403967539,YDR234W,0.7567276641550054
1340,0.5405405405405406,YDR235W,0.5234657039711191
1342,0.397196261682243,YDR237W,0.3875739644970414
1345,0.5352112676056338,YDR242W,0.5079365079365079
1347,0.7058823529411765,YDR244W,0.68
1348,0.6727574750830565,YDR245W,0.6630727762803235
1349,0.2537634408602151,YDR246W,0.3025477707006369
1351,0.5837837837837838,YDR247W,0.5378927911275416
1355,0.8417799752781211,YDR251W,0.8179347826086957
1357,0.8228571428571428,YDR252W,0.7559055118110236
1359,0.6705202312138728,YDR254W,0.5797101449275363
1370,0.6327985739750446,YDR262W,0.5640535372848948
1375,0.5017064846416383,YDR268W,0.4792626728110599
1377,0.7130801687763713,YDR270W,0.5916230366492147
1378,0.6296296296296297,YDR272W,0.635875402792696
1379,0.6611295681063123,YDR275W,0.6932773109243697
1381,0.7745664739884393,YDR275W,0.7661290322580645
1386,0.6763005780346821,YDR279W,0.6900369003690037
1387,0.3634920634920635,YDR280W,0.3718487394957983
1394,0.88671875,YDR287W,0.8994974874371859
1395,0.8424068767908309,YDR288W,0.8560311284046692
1396,0.8235294117647058,YDR291W,0.8099547511312217
1400,0.8622828784119106,YDR296W,0.8704318936877077
1401,0.8504090377873004,YDR297W,0.862914862914863
1403,0.8074656188605108,YDR299W,0.8585858585858586
1404,0.8019323671497585,YDR301W,0.7658227848101266
1405,0.7705357142857143,YDR302W,0.7512864493996569
1412,0.8678414096916299,YDR307W,0.9018987341772152
1415,0.8079470198675497,YDR311W,0.8067226890756303
1416,0.7616822429906542,YDR312W,0.7672955974842768
1418,0.8015267175572519,YDR316W,0.8367346938775511
1420,0.5377906976744186,YDR316W-A,0.4923076923076923
1424,0.6949152542372882,YDR320W-B,0.6555555555555556
1425,0.7069422363540011,YDR321W,0.7250793650793651
1426,0.4635658914728682,YDR322W,0.5018796992481203
1430,0.8109243697478992,YDR325W,0.8370786516853933
1431,0.7935483870967742,YDR330W,0.7692307692307693
1432,0.6615384615384615,YDR331W,0.6683804627249358
1435,0.6295081967213115,YDR334W,0.5702479338842975
1436,0.833134684147795,YDR335W,0.8060109289617486
1438,0.4887218045112782,YDR336W,0.3980582524271845
1440,0.8810526315789474,YDR337W,0.8650137741046832
1461,0.5539983511953833,YDR347W,0.5446339017051154
1466,0.7269938650306749,YDR351W,0.7245989304812834
1468,0.7427450980392157,YDR352W,0.7314725697786333
1470,0.8039391226499553,YDR353W,0.8125435540069686
1476,0.617109634551495,YDR354W,0.6345733041575492
1478,0.6884615384615385,YDR356W,0.6791443850267379
1479,0.6509433962264151,YDR358W,0.6790123456790124
1484,0.5934065934065934,YDR363W,0.5038759689922481
1487,0.7358671351006069,YDR363W-A,0.7562326869806094
1490,0.8110859728506787,YDR367W,0.7840078010726474
1491,0.4923629829290206,YDR368W,0.4788593903638152
1494,0.8878923766816144,YDR371W,0.8103448275862069
1496,0.7493304767005892,YDR373W,0.7051609606540623
1498,0.6357615894039735,YDR374W-A,0.6126126126126126
1499,0.6791044776119403,YDR376W,0.660377358490566
1501,0.6948244414044688,YDR377W,0.6876640419947506
1503,0.7263157894736842,YDR379W,0.7037037037037037
1508,0.963088384693532,YDR381W,0.956787330316742
1512,0.8761023532099612,YDR382W,0.8470926201089648
1517,0.8517445039921251,YDR385W,0.846970240229473
1526,0.8947826086956522,YDR388W,0.9129943502824859
1528,0.7894736842105263,YDR389W,0.8206388206388207
1533,0.8352272727272727,YDR392W,0.7983193277310925
1534,0.6331168831168831,YDR393W,0.5821596244131455
1536,0.8221476510067114,YDR394W,0.7976973684210527
1537,0.7541152263374485,YDR395W,0.7617765814266487
1540,0.9117647058823528,YDR398W,0.9123434704830052
1543,0.8684160486784559,YDR399W,0.8743801652892562
1546,0.6735092864125122,YDR400W,0.6915032679738562
1555,0.7202072538860104,YDR405W,0.6515151515151515
1560,0.7070707070707071,YDR409W,
1561,0.44545454545454544,YDR412W,0.41334569045412417
1565,0.6194690265486725,YDR416W,0.6463414634146342
1569,0.8829343257047293,YDR418W,0.8815770093121451
1570,0.4736842105263158,YDR419W,0.6470588235294118
1571,0.7714285714285715,YDR420W,0.751937984496124
1572,0.8169934640522876,YDR420W,0.7547169811320755
1582,0.7807017543859649,YDR425W,0.7755102040816326
1583,0.9226319595083152,YDR427W,0.9263913824057448
1584,0.7290715372907154,YDR432W,0.7544910179640718
1585,0.3742098609355247,YDR434W,0.3698630136986301
1589,0.6280487804878049,YDR437W,0.6707818930041153
1593,0.5333333333333333,YDR440W,0.5324074074074074
1594,0.6538461538461539,YDR444W,0.6703703703703704
1596,0.6188118811881188,YDR448W,0.6474358974358975
1597,0.8059263076526668,YDR450W,0.8183625789133568
1602,0.8058058058058059,YDR452W,0.833981841763943
1607,0.7403100775193798,YDR456W,0.6962162162162162
