ID,pat1_1,Assigned_gene_name,pat1_2
176,0.627906976744186,YBL049W,0.6205357142857143
178,0.5,YBL046W,0.528957528957529
180,0.6666666666666666,YBL043W,0.6666666666666666
182,0.4150943396226415,YBL041W,0.4855072463768116
183,0.7660234321157822,YBL041W,0.8045461821674403
185,0.5892255892255892,YBL039W-B,0.4839857651245552
186,0.569620253164557,YBL039W-B,0.6944444444444444
187,0.5187969924812029,YBL038W,0.5950920245398773
188,0.3127572016460905,YBL037W,0.38372093023255816
190,0.4368,YBL032W,0.4170616113744076
194,0.3551606089300022,YBL027W,0.3747739453523165
199,0.54,YBL026W,0.5543147208121827
200,0.8066037735849056,YBL025W,0.8814814814814815
201,0.7385003150598614,YBL024W,0.7609907120743034
203,0.4897229669347632,YBL020W,0.6083254493850521
205,0.4339622641509434,YBL019W,0.4745762711864407
208,0.7747489239598279,YBL016W,0.7744945567651633
210,0.7947882736156352,YBL015W,0.8293269230769231
213,0.4482758620689655,YBL013W,
215,0.5717054263565892,YBL011W,0.5796387520525451
218,0.4977168949771689,YBL008W,0.5967741935483871
222,0.4684684684684685,YBL005W,0.4854368932038835
224,0.2434210526315789,YBL005W-A,0.3461538461538461
225,0.3333333333333333,YBL005W-A,0.4268292682926829
229,0.5160944206008584,YBL004W,0.5268176400476758
230,0.6905054539867875,YBL002W,0.737392003214788
234,0.5845323741007195,YBR003W,0.6579406631762653
236,0.4852104664391354,YBR005W,0.5084745762711864
237,0.7689655172413793,YBR005W,0.7949526813880127
239,0.5986206896551725,YBR006W,0.5802469135802469
248,0.22010351402887496,YBR010W,0.2527055031084504
251,0.5267316302343956,YBR016W,0.5996150144369586
254,0.6831683168316832,YBR021W,0.7452229299363057
255,0.5661664392905866,YBR022W,0.604306864064603
258,0.4409090909090909,YBR024W,0.4539007092198582
259,0.4246575342465753,YBR030W,0.575
260,0.5046728971962616,YBR030W,0.581081081081081
261,0.5709081773646527,YBR031W,0.5926630722063643
273,0.5060240963855421,YBR038W,0.5279069767441861
276,0.6351902173913043,YBR039W,0.6748040988547318
278,0.5391566265060241,YBR041W,0.6148459383753502
286,0.6352201257861635,YBR047W,0.6818181818181818
288,0.3253012048192771,YBR048W,0.3670886075949367
289,0.7283658584663907,YBR048W,0.7568684593985958
298,0.4812030075187971,YBR054W,0.5858585858585859
299,0.44567474048442907,YBR054W,0.5038412291933418
301,0.4409722222222222,YBR056W,0.4579439252336449
305,0.3807260155574762,YBR056W-A,0.4257343814646256
313,0.3806818181818182,YBR071W,0.4162870159453303
318,0.4967405475880052,YBR072W,0.5688439129101502
320,0.6771894093686355,YBR073W,0.7202216066481995
321,0.4617691154422789,YBR074W,0.5092198581560283
324,0.4035659040950908,YBR078W,0.4144910281486521
331,0.2413087934560328,YBR083W,0.3006263048016701
333,0.583739837398374,YBR084W,0.6060991105463787
334,0.4259818731117825,YBR085W,0.5666666666666667
339,0.7632311977715878,YBR087W,0.7630769230769231
344,0.6258503401360545,YBR094W,0.6428571428571429
345,0.12822349570200572,YBR096W,0.15034744156664562
346,0.7094594594594594,YBR097W,0.7005988023952096
347,0.5362318840579711,YBR098W,0.7398373983739838
348,0.26666666666666666,YBR103W,0.19827586206896552
350,0.6127864897466827,YBR104W,0.7004889975550123
352,0.4675885911840968,YBR106W,0.5267105744603
356,0.5609756097560976,YBR108W,0.5426829268292683
357,0.39130434782608703,YBR110W,0.4629258517034068
358,0.5822368421052632,YBR110W,0.6347554630593132
360,0.5378304466727438,YBR111W-A,0.5939044481054365
362,0.7015706806282722,YBR114W,0.7303921568627451
366,0.4845360824742268,YBR118W,0.7282608695652174
367,0.5326234935010963,YBR118W,0.5750366078021552
369,0.35294117647058826,YBR119W,0.3630573248407643
373,0.7114716106604867,YBR126W-A,0.7211804488164771
376,0.5428571428571428,YBR131W,0.6263736263736264
378,0.5319516407599311,YBR135W,0.5908607863974495
379,0.3739130434782609,YBR136W,0.4433962264150944
381,0.8531504065040649,YBR137W,0.8538175046554934
384,0.5905490303195848,YBR139W,0.6577111857401189
385,0.6844919786096256,YBR141W-A,0.7135135135135136
386,0.4127659574468085,YBR142W,0.4568421052631579
388,0.2493765586034913,YBR145W,0.327217125382263
390,0.2473572938689217,YBR146W,0.27892976588628765
392,0.5370370370370371,YBR147W,0.6190476190476191
393,0.44603033006244425,YBR149W,0.4647809206877426
394,0.5629955947136563,YBR151W,0.5945347119645494
398,0.5904255319148937,YBR153W,0.6619718309859155
400,0.5964912280701754,YBR155W,0.7027027027027027
407,0.767491926803014,YBR158W,0.7926829268292683
408,0.6788617886178862,YBR159W,0.6889632107023411
409,0.2914653784219002,YBR160W,0.3984126984126984
410,0.39375,YBR161W,0.5076923076923077
412,0.68,YBR162W-A,
413,0.39226519337016574,YBR162W-A,0.6235294117647059
414,0.804162072767365,YBR162W-A,0.8375368929433861
415,0.4241245136186769,YBR163W,0.5064516129032258
418,0.6579634464751958,YBR165W,0.7427184466019418
424,0.660377358490566,YBR168W,0.6771653543307087
426,0.4553706505295008,YBR171W,0.4833456698741673
429,0.5241545893719807,YBR175W,0.5668934240362812
431,0.6067415730337079,YBR176W,0.6666666666666666
436,0.7577969475779694,YBR183W,0.7950760318609703
440,0.4997974888618874,YBR187W,0.5416248746238717
441,0.5006811989100818,YBR189W,0.5105855520848828
444,0.4293172528228581,YBR191W,0.4283806343906511
446,0.7647058823529411,YBR192W,0.7639751552795031
447,0.3653250773993808,YBR194W,0.4708860759493671
454,0.5997248968363136,YBR199W,0.6371069182389937
455,0.5028571428571429,YBR200W,0.5415472779369628
456,0.4119496855345912,YBR201W,0.4229390681003584
458,0.4828897338403042,YBR202W,0.5340501792114696
460,0.6231884057971014,YBR203W,0.7228915662650602
461,0.4520547945205479,YBR203W,0.5138888888888888
464,0.7808471454880295,YBR205W,0.7815726767275616
465,0.25304136253041365,YBR207W,0.2879640044994376
468,0.5617021276595745,YBR210W,0.5610687022900763
469,0.7226720647773279,YBR210W,0.7641791044776121
471,0.5821428571428572,YBR212W,0.6348684210526315
473,0.7328629032258065,YBR214W,0.7794253938832252
474,0.6666666666666666,YBR215W,0.7303370786516854
476,0.8982300884955752,YBR217W,
478,0.6216216216216216,YBR225W,0.7037037037037037
480,0.4133333333333333,YBR228W,0.48
482,0.060431654676259,YBR230W-A,0.0763888888888889
483,0.7747747747747747,YBR233W,0.6952380952380952
484,0.2988298829882988,YBR233W-A,0.3646770237121831
485,0.6727605118829981,YBR235W,0.6995305164319249
486,0.12669683257918551,YBR237W,0.21052631578947367
491,0.4146341463414634,YBR242W,0.4627092846270928
494,0.6041979010494752,YBR244W,0.6265060240963856
495,0.31746031746031744,YBR246W,0.3927272727272727
499,0.6123348017621145,YBR251W,0.6301075268817204
500,0.8128087508821453,YBR252W,0.8267276422764228
502,0.4096573208722741,YBR253W,0.5078236130867709
503,0.2222222222222222,YBR255W,0.2782258064516129
507,0.7342657342657343,YBR257W,0.7033639143730887
508,0.38333333333333336,YBR259W,0.4864864864864865
509,0.5765877957658779,YBR263W,0.6313131313131313
510,0.4419642857142857,YBR265W,0.4991334488734835
511,0.44711538461538464,YBR267W,0.5114155251141552
513,0.3363572923935799,YBR268W,0.3505282784338098
516,0.5238095238095238,YBR271W,0.5272727272727272
517,0.2328767123287671,YBR271W,0.2323232323232323
518,0.6379310344827587,YBR274W,0.6968325791855203
519,0.5164644714038128,YBR278W,0.5105932203389829
522,0.4784240150093809,YBR279W,0.5867158671586716
526,0.14516129032258066,YBR282W,0.16940451745379878
531,0.6630434782608695,YBR285W,0.7209302325581395
532,0.3624641833810888,YBR286W,0.4008264462809917
535,0.6946407030846115,YBR287W,0.7388453833545803
540,0.6470588235294118,YBR289W,0.6612903225806451
542,0.52,YBR290W,0.5620860927152318
546,0.6129032258064516,YBR293W,0.6530612244897959
553,0.476923076923077,YBR295W,0.5127388535031847
557,0.6495327102803738,YBR297W,0.6800766283524904
565,0.3155339805825243,YCL063W,0.3799126637554585
566,0.8460291734197731,YCL058W-A,0.8663257852447042
569,0.2887453874538745,YCL057W,0.3114186851211073
570,0.4140845070422535,YCL055W,0.4771573604060914
576,0.3764705882352941,YCL054W-A,0.36046511627906974
577,0.35526315789473684,YCL054W-A,0.3744769874476988
578,0.6546463245492372,YCL054W,0.6960651289009498
579,0.6045627376425855,YCL051W,0.5671232876712329
585,0.6908602150537635,YCL048W-A,0.7090395480225988
593,0.5428571428571428,YCL042W,0.5684210526315789
594,0.588663967611336,YCL040W,0.6062251176257691
598,0.8491803278688524,YCL039W,0.8421052631578947
602,0.2905982905982906,YCL036W,0.38333333333333336
605,0.5227765726681128,YCL034W,0.5344506517690876
606,0.5880551301684533,YCL032W,0.6041958041958042
610,0.7588235294117647,YCL028W,0.7704609595484478
612,0.4408602150537633,YCL027W,0.4700854700854701
615,0.6206896551724138,YCL024W,0.5851393188854489
619,0.6494252873563219,YCL019W,0.8455882352941176
623,0.7039473684210527,YCL018W,0.6986754966887417
626,0.25925925925925924,YCL014W,0.38461538461538464
628,0.7683458464519254,YCL005W-A,0.7524271844660194
630,0.4124668435013263,YCL005W,0.44397759103641454
632,0.8291139240506329,YCL004W,0.8342857142857143
634,0.5115577889447236,YCL001W,0.5650199782055939
640,0.4488491048593351,YCR003W,0.4640943193997856
650,0.5824561403508772,YCR008W,0.606
655,0.3625901048492792,YCR012W,0.4272989100006557
662,0.3359375,YCR016W,0.4163636363636364
667,0.5016835016835017,YCR019W,0.5875
669,0.16241610738255033,YCR020W-B,0.2022551092318534
683,0.3678160919540229,YCR032W,0.4329896907216495
684,0.33573141486810554,YCR033W,0.4844444444444445
685,0.8545400238948626,YCR034W,0.859980462390101
686,0.4491315136476427,YCR036W,0.5383734249713631
696,0.3951149425287357,YCR048W,0.4792560801144492
699,0.6733561058923997,YCR051W,0.7054133445237096
700,0.5207253886010362,YCR052W,0.5445783132530121
702,0.1782048482201354,YCR053W,0.1954487452148022
706,0.4749903063202792,YCR060W,0.5243996901626646
707,0.6785714285714286,YCR061W,0.7066381156316917
713,0.5039370078740157,YCR063W,0.6025641025641025
714,0.5308641975308642,YCR065W,0.625
715,0.359375,YCR065W,
717,0.7064220183486238,YCR066W,0.7222222222222222
720,0.3093333333333333,YCR068W,0.3942857142857143
721,0.43605546995377503,YCR069W,0.4896449704142012
723,0.8137347130761995,YCR073W-A,0.8142470694319206
727,0.8112244897959183,YCR075W-A,0.8628640776699029
728,0.6344537815126049,YCR079W,0.7167381974248928
729,0.5020080321285141,YCR079W,0.5733333333333334
731,0.5483870967741935,YCR081W,0.6535087719298246
732,0.5429173249078463,YCR082W,0.5502927088877062
733,0.5676795580110497,YCR083W,0.5885850178359097
736,0.30666666666666664,YCR086W,0.3146551724137931
739,0.11780455153949128,YCR088W,0.13746223564954682
741,0.3902439024390244,YCR089W,0.4598540145985402
745,0.4086021505376344,YCR091W,0.5431034482758621
747,0.14571244358478402,YCR093W,0.15888382687927108
750,0.6283783783783784,YCR094W,0.7131242740998839
754,0.17037037037037034,YCR097W,0.20021528525296012
770,0.5062761506276151,YCR106W,0.5546218487394958
782,0.4262295081967213,YDL241W,0.3411764705882353
784,0.4265060240963856,YDL241W,0.5228519195612431
786,0.6961325966850829,YDL240W,0.7341772151898734
788,0.2258064516129032,YDL237W,0.3067993366500829
790,0.4725274725274725,YDL236W,0.484984984984985
793,0.3287037037037037,YDL233W,0.3980582524271845
794,0.6005873715124816,YDL232W,0.6595829991980754
796,0.4055201698513801,YDL230W,0.4707070707070707
797,0.595676119053199,YDL229W,0.6150420583869372
806,0.5824175824175825,YDL225W,0.6648936170212766
810,0.4141004862236629,YDL219W,0.4300922640170334
818,0.5393273305084746,YDL212W,0.6092106509997157
822,0.7040000000000001,YDL210W,0.7142857142857143
826,0.3911890936632164,YDL208W,0.4433147262094631
827,0.55,YDL207W,0.607981220657277
828,0.5569620253164557,YDL206W,0.6521739130434783
829,0.6587301587301587,YDL204W,0.6916666666666667
830,0.3683148335015136,YDL204W,0.4335971855760774
831,0.616551724137931,YDL202W,0.6821106821106822
832,0.527599486521181,YDL201W,0.5892053973013494
836,0.527603513174404,YDL195W,0.5735397607318791
839,0.5505617977528089,YDL194W,0.5098039215686274
840,0.22033898305084745,YDL193W,0.2555994729907773
841,0.6716417910447762,YDL193W,0.6301369863013698
842,0.5421003717472119,YDL192W,0.5295101068949795
845,0.28872048878870565,YDL191W,0.3048629087643299
847,0.29927007299270075,YDL189W,0.3160762942779292
849,0.43004587155963303,YDL185W,0.4733656174334141
852,0.41646489104116224,YDL182W,0.4444444444444444
854,0.6489908256880734,YDL181W,0.6507520111927247
855,0.4772727272727273,YDL180W,0.5
857,0.32515337423312884,YDL179W,0.3888888888888889
858,0.4631901840490798,YDL178W,0.5364583333333334
861,0.2023809523809524,YDL176W,0.19230769230769232
862,0.5174672489082971,YDL173W,0.5161904761904762
863,0.4538152610441767,YDL170W,0.4908424908424908
864,0.3220338983050847,YDL168W,0.3666666666666665
866,0.2205188679245283,YDL165W,0.25561097256857856
868,0.4893203883495146,YDL161W,0.5139300533491404
871,0.17410714285714285,YDL159W,0.1808118081180812
873,0.6483516483516484,YDL155W,0.7681940700808625
875,0.32222222222222224,YDL150W,0.3917748917748918
877,0.5047838997030683,YDL147W,0.5248203242520475
880,0.6410256410256411,YDL146W,0.6375
882,0.3331938049393052,YDL143W,0.4081799591002045
883,0.4552845528455284,YDL141W,0.4691119691119691
887,0.5620437956204379,YDL138W,0.5952380952380952
889,0.28218366483283963,YDL137W,0.3305579900671925
891,0.2580994546525548,YDL136W,0.27175582153600203
897,0.5822784810126582,YDL133W,0.6174863387978142
898,0.5538461538461539,YDL133W,0.6333333333333333
900,0.31419939577039274,YDL132W,0.3879781420765027
901,0.696165191740413,YDL131W,0.75251677852349
902,0.8239006113192664,YDL130W-A,0.8293333333333334
904,0.698423861332892,YDL130W,0.7078647372663417
906,0.4024390243902439,YDL129W,0.38392857142857145
907,0.4867743043627619,YDL128W,0.5048613611811307
910,0.4076086956521739,YDL127W,0.42105263157894735
914,0.1983578219533276,YDL124W,0.2147985347985348
918,0.5482832618025751,YDL123W,0.5836206896551724
920,0.456140350877193,YDL122W,0.4705882352941176
921,0.3495798319327731,YDL122W,0.37949640287769787
922,0.2756410256410257,YDL122W,0.3689839572192513
923,0.5327510917030568,YDL120W,0.6045400238948626
925,0.6060606060606061,YDL117W,0.5852272727272727
926,0.5392156862745098,YDL117W,0.5837320574162679
927,0.55,YDL116W,0.5340314136125655
929,0.2072072072072072,YDL112W,0.24444444444444444
931,0.5739130434782609,YDL108W,0.6612576064908722
932,0.6586826347305389,YDL107W,0.6688741721854304
938,0.6785714285714286,YDL105W,0.6455696202531646
940,0.755700325732899,YDL102W,0.6880733944954128
941,0.3808049535603715,YDL099W,0.4118086696562033
942,0.5060483870967742,YDL095W,0.5477031802120141
943,0.2679738562091503,YDL093W,0.15384615384615385
946,0.12164383561643835,YDL092W,0.1459227467811159
949,0.30601092896174864,YDL089W,0.36585365853658536
951,0.7026279391424619,YDL086W,0.7296157450796626
954,0.5373563218390804,YDL084W,0.5558412931667891
956,0.7076088779560574,YDL082W,0.7842010182295943
969,0.6994063167893612,YDL075W,0.7297930636671713
971,0.3917525773195876,YDL073W,0.3856655290102389
972,0.6455696202531646,YDL070W,0.6333333333333333
973,0.670516717325228,YDL070W,0.6734578381437465
976,0.6748145650708024,YDL066W,0.7165706973768394
978,0.5704697986577181,YDL064W,0.6560069144338807
979,0.4318181818181818,YDL060W,0.4534606205250597
980,0.3116883116883117,YDL058W,0.3308550185873606
981,0.26582278481012656,YDL057W,
984,0.6060606060606061,YDL056W,0.646551724137931
987,0.3111111111111111,YDL051W,0.32798573975044565
991,0.748395378690629,YDL047W,0.7363304981773997
992,0.3163725122042809,YDL046W,0.3876501919980181
993,0.49414111194215904,YDL045W-A,0.5348492338111716
1003,0.5070422535211268,YDL031W,0.5107913669064749
1005,0.6078431372549019,YDL030W,0.6259541984732825
1007,0.7091968911917098,YDL029W,0.7386519944979367
1010,0.4642857142857143,YDL026W,0.6176470588235294
1015,0.6569767441860465,YDL021W,0.7267080745341615
1017,0.6084905660377359,YDL017W,0.7312775330396476
1019,0.2989916703200351,YDL014W,0.352549889135255
1021,0.2825278810408922,YDL013W,0.3781818181818182
1023,0.31703470031545744,YDL010W,0.34252539912917274
1026,0.4212788823213326,YDL008W,0.4833989870568374
1028,0.5113447703375761,YDL007W,0.5653206650831354
1030,0.53,YDL006W,0.5093167701863354
1033,0.3146549084450977,YDL004W,0.35900980145765266
1035,0.6268221574344023,YDL003W,0.6666666666666666
1036,0.3392857142857143,YDL001W,0.35185185185185186
1039,0.4310853229335109,YDR002W,0.4281298299845441
1041,0.5423171733771569,YDR003W,0.56973293768546
1045,0.4055299539170507,YDR004W,0.5388349514563107
1047,0.7130434782608696,YDR007W,0.696078431372549
1048,0.5037037037037037,YDR007W,0.5393939393939394
1054,0.6983957219251337,YDR011W,0.7051705170517052
1060,0.6357307016357983,YDR012W,0.6721115537848605
1063,0.6131687242798354,YDR013W,0.5650557620817844
1064,0.4055299539170507,YDR014W,0.4844961240310077
1065,0.5785123966942148,YDR014W-A,0.568
1074,0.6164383561643836,YDR021W,0.5751633986928104
1075,0.6081999029597283,YDR023W,0.6662862360191737
1077,0.3693972179289026,YDR025W,0.4363445895982253
1080,0.7536394176931691,YDR031W,0.8044627128596594
1084,0.23447864649325484,YDR033W,0.2686265360087105
1090,0.50682261208577,YDR034W-B,0.5095320623916811
1091,0.30585683297180044,YDR035W,0.3586626139817629
1094,0.33650329188002925,YDR037W,0.4111659469463294
1096,0.3222748815165877,YDR041W,0.3203703703703704
1104,0.4521276595744681,YDR044W,0.4803149606299213
1105,0.7246049661399548,YDR044W,0.7232704402515723
1107,0.7455919395465995,YDR047W,0.7321428571428571
1108,0.6688654353562006,YDR047W,0.7041420118343196
1110,0.582089552238806,YDR049W,0.5069444444444444
1116,0.6410086264100863,YDR055W,0.6724346076458753
1120,0.5524861878453039,YDR057W,0.5783783783783784
1122,0.4636222910216719,YDR060W,0.4842578710644678
1123,0.325503355704698,YDR061W,0.3771428571428572
1125,0.6910046728971962,YDR062W,0.7030093734583128
1127,0.29872389791183296,YDR063W,0.3404856013551666
1128,0.922817539834994,YDR064W,0.9282008042547673
1133,0.45689655172413796,YDR065W,0.5314685314685315
1139,0.4763860369609856,YDR068W,0.5961904761904762
1145,0.5250431778929189,YDR073W,0.5396578538102644
1148,0.2522441651705565,YDR074W,0.2982905982905983
1150,0.6243386243386243,YDR075W,0.6267281105990783
1152,0.4672131147540984,YDR076W,0.4273504273504273
1154,0.5909090909090909,YDR077W,0.625
1155,0.7166827412173499,YDR077W,0.7339259316144143
1163,0.6397306397306397,YDR079W,0.5582655826558266
1164,0.4,YDR080W,0.4943820224719101
1165,0.29245283018867924,YDR082W,0.35
1166,0.474609375,YDR083W,0.5851063829787234
1172,0.6086956521739131,YDR089W,0.6901408450704225
1173,0.7068965517241379,YDR089W,0.7288135593220338
1175,0.2727272727272727,YDR092W,0.30603060306030605
1177,0.7698744769874477,YDR093W,0.7490196078431373
1179,0.3257575757575757,YDR096W,0.4260869565217391
1180,0.44642857142857145,YDR096W,0.5504587155963303
1181,0.4696969696969697,YDR096W,0.4166666666666667
1185,0.1883233532934132,YDR099W,0.22304358908998206
1190,0.6428203808543489,YDR100W,0.6923459244532804
1191,0.3902439024390244,YDR103W,0.5057471264367817
1192,0.5880829015544041,YDR103W,0.6748329621380846
1197,0.330188679245283,YDR108W,0.3333333333333333
1198,0.4880952380952381,YDR110W,0.5984251968503937
1199,0.4597396335583414,YDR115W,0.5058772311710927
1202,0.5426621160409556,YDR119W,0.5850214855739717
1203,0.9150246305418721,YDR119W-A,0.9040178571428572
1204,0.2072072072072072,YDR121W,0.33093525179856115
1205,0.3899782135076253,YDR122W,0.3572815533980582
1206,0.3581081081081081,YDR124W,0.4962962962962963
1209,0.20192307692307693,YDR124W,0.2543859649122807
1210,0.4496124031007752,YDR126W,0.631578947368421
1214,0.3429844097995546,YDR127W,0.3522504892367906
1215,0.3320274240940255,YDR127W,0.3618201997780244
1216,0.3780487804878049,YDR128W,0.4893617021276596
1225,0.6850152905198776,YDR137W,0.6821192052980133
1226,0.3915343915343915,YDR138W,0.39814814814814814
1229,0.5007581501137225,YDR140W,0.582089552238806
1234,0.3666666666666665,YDR145W,0.4277456647398844
1238,0.5961538461538461,YDR147W,0.6523605150214592
1240,0.3470031545741325,YDR150W,0.5274390243902439
1242,0.4797238999137187,YDR152W,0.5522501906941266
1244,0.6525214729143635,YDR156W,0.678574276373495
1245,0.9537982565379826,YDR158W,0.9519385180087176
1248,0.3926940639269406,YDR159W,0.5269709543568465
1249,0.7837837837837838,YDR160W,0.5353535353535354
1250,0.6662484316185696,YDR161W,0.6650124069478908
1254,0.2975206611570248,YDR163W,0.2876106194690265
1257,0.4665523156089194,YDR165W,0.4739803094233474
1259,0.4215471343564046,YDR167W,0.4901162790697674
1261,0.5480274442538593,YDR168W,0.5788655788655789
1265,0.3896551724137931,YDR171W,0.4556962025316456
1268,0.32359274069517074,YDR172W,0.3861447654551103
1270,0.901458019105078,YDR174W,0.9171136031204292
1273,0.4020618556701031,YDR176W,0.4153846153846154
1274,0.5707434052757794,YDR177W,0.6175986842105263
1276,0.2665406427221172,YDR178W,0.2904593639575972
1277,0.7299270072992701,YDR179W-A,0.7218045112781954
1278,0.6710526315789473,YDR180W,0.7017543859649122
1279,0.27710843373493976,YDR182W,0.3706070287539936
1280,0.6931106471816284,YDR183W,0.7389558232931727
1284,0.4713615023474178,YDR188W,0.5470404984423676
1286,0.4188034188034188,YDR189W,0.5323383084577115
1287,0.5737704918032787,YDR191W,0.6567164179104478
1289,0.6451612903225806,YDR195W,0.6621621621621622
1293,0.4223300970873786,YDR197W,0.4715025906735752
1294,0.6339712918660287,YDR201W,0.621683967704729
1295,0.3896103896103896,YDR204W,0.4074941451990632
1296,0.2963302752293578,YDR205W,0.33847850055126794
1297,0.34674922600619207,YDR206W,0.39349112426035504
1299,0.7450331125827815,YDR208W,0.7839771101573677
1301,0.5994997220678154,YDR210W,0.6385767790262172
1303,0.6413373860182371,YDR211W,0.6867305061559508
1307,0.4785178449647648,YDR212W,0.5283687943262412
1308,0.5588235294117647,YDR213W,0.5578947368421052
1310,0.7607610729881472,YDR214W,0.7732634338138925
1313,0.4531722054380665,YDR216W,0.4985590778097983
1314,0.6293103448275862,YDR216W,0.6718146718146718
1318,0.398406374501992,YDR221W,0.39923954372623577
1319,0.4734299516908213,YDR222W,0.5128205128205128
1322,0.7067565879855127,YDR225W,0.7348181920101649
1323,0.6405889145496536,YDR226W,0.663491649269311
1326,0.6701030927835051,YDR229W,0.7894736842105263
1328,0.4579799537393986,YDR232W,0.4985580389329488
1329,0.3423076923076923,YDR232W,0.3654618473895582
1333,0.5319148936170213,YDR234W,0.6593406593406593
1335,0.5220708446866485,YDR234W,0.5735687533440342
1340,0.4602076124567474,YDR235W,0.4262295081967213
1342,0.23828125,YDR237W,0.2551594746716698
1345,0.5875299760191847,YDR242W,0.5809018567639257
1347,0.3956043956043956,YDR244W,0.4871794871794872
1348,0.5091412742382272,YDR245W,0.5705589374654123
1349,0.16023391812865498,YDR246W,0.18614718614718606
1351,0.35856573705179284,YDR247W,0.41935483870967744
1355,0.5925233644859813,YDR251W,0.6463022508038585
1357,0.5882352941176471,YDR252W,0.6842105263157895
1359,0.3982300884955752,YDR254W,0.4669421487603306
1370,0.4780316344463972,YDR262W,0.537117903930131
1372,0.6363636363636364,YDR265W,0.6206896551724138
1375,0.3908045977011495,YDR268W,0.4245283018867925
1377,0.3488372093023256,YDR270W,0.4327485380116959
1378,0.43367623172712505,YDR272W,0.4607458292443572
1379,0.4855967078189301,YDR275W,0.5470852017937221
1381,0.5699481865284974,YDR275W,0.6177777777777778
1386,0.4293478260869565,YDR279W,0.4663212435233161
1387,0.23655913978494625,YDR280W,0.2387425658453696
1394,0.7170418006430869,YDR287W,0.7638190954773869
1395,0.5974842767295597,YDR288W,0.6996805111821086
1396,0.7966804979253111,YDR291W,0.7165354330708661
1400,0.7651245551601423,YDR296W,0.7761194029850746
1401,0.8250513347022588,YDR297W,0.8504137492043284
