ID,dhh1_1,Assigned_gene_name,dhh1_2
14,0.5454545454545454,YAL062W,0.3490566037735849
15,0.3875968992248062,YAL062W,0.2875536480686695
19,0.5977011494252874,YAL061W,0.4938271604938271
23,0.4212880143112701,YAL060W,0.2992788461538461
25,0.2831086439333862,YAL059W,0.2081117021276596
27,0.7843137254901961,YAL058W,
28,0.25396825396825395,YAL056W,0.17567567567567569
29,0.7288888888888889,YAL055W,0.43089430894308944
33,0.3898509867096255,YAL053W,0.3223443223443224
36,0.27876106194690264,YAL051W,0.2307692307692308
41,0.2939550949913644,YAL044W-A,0.1816976127320955
42,0.7566874312935141,YAL042W,0.6726326065733811
46,0.1448087431693989,YAL041W,0.08143322475570032
52,0.8845155231466136,YAL038W,0.8172749051357826
59,0.4027777777777778,YAL037W,
61,0.6525900045571927,YAL035W,0.5523772204806687
64,0.2123076923076923,YAL034W-A,0.1328976034858388
66,0.6712328767123288,YAL033W,0.5218818380743983
67,0.4501661129568105,YAL030W,0.3663366336633663
69,0.5909090909090909,YAL028W,0.3097345132743363
70,0.4575342465753425,YAL027W,0.4078341013824885
74,0.510353227771011,YAL019W,0.3662597114317425
75,0.7821576763485477,YAL017W,0.7175257731958763
76,0.5483870967741935,YAL017W,0.35714285714285715
78,0.4367903103709311,YAL016W,0.28853481122272256
79,0.33471933471933474,YAL013W,0.2252873563218391
81,0.6175141897370555,YAL012W,0.4731539693076653
84,0.5603112840466926,YAL011W,0.4822134387351778
86,0.4343891402714932,YAL009W,0.3103448275862069
87,0.4460028050490884,YAL008W,0.3230337078651685
92,0.62278514240714,YAL003W,0.5911335911930973
96,0.2163265306122449,YAL002W,0.16736401673640167
98,0.3924731182795699,YAR002W,0.29743589743589743
99,0.4803149606299213,YAR003W,0.3070866141732284
100,0.3448275862068966,YAR008W,0.23094170403587444
102,0.4667458432304038,YAR015W,0.37886178861788616
110,0.6883116883116883,YAR027W,0.5089285714285714
111,0.459016393442623,YAR027W,0.34307992202729043
114,0.4058721934369603,YAR028W,0.2880844645550528
120,0.4772727272727273,YAR033W,0.2927215189873418
126,0.6156156156156156,YAR042W,0.5068493150684932
130,0.23703703703703705,YBL102W,0.12037037037037035
133,0.41019456504261137,YBL099W,0.3061676576891687
135,0.7252747252747253,YBL098W,0.7142857142857143
138,0.6642335766423357,YBL097W,0.564625850340136
140,0.5869565217391305,YBL095W,0.5236051502145923
141,0.48751677852348996,YBL092W,0.3890394133159929
146,0.2083843329253366,YBL090W,0.13313521545319465
147,0.33513513513513515,YBL089W,0.2021505376344086
148,0.10615989515072084,YBL085W,0.08881578947368421
149,0.6519246519246519,YBL081W,0.5165847665847666
154,0.4263888888888889,YBL079W,0.31421121251629724
156,0.6067270375161707,YBL071W-A,0.4774566473988439
157,0.5883668903803132,YBL069W,0.3783151326053042
159,0.4817320703653586,YBL068W,0.4223331253898939
160,0.28846153846153844,YBL063W,0.18503937007874016
162,0.4177215189873418,YBL060W,0.4383561643835616
164,0.5345429169574321,YBL058W,0.3796423658872077
165,0.6025641025641025,YBL056W,0.4746268656716418
169,0.16030534351145034,YBL054W,0.14426229508196722
174,0.3142701525054466,YBL050W,0.1947549441100602
175,0.9042904290429042,YBL049W,0.8239700374531835
176,0.6277777777777778,YBL049W,0.4830508474576271
178,0.4966216216216216,YBL046W,0.33053221288515405
180,0.6266233766233766,YBL043W,0.4498977505112474
182,0.4392523364485981,YBL041W,0.3184713375796178
183,0.7174707602339181,YBL041W,0.6103383458646616
185,0.5145631067961165,YBL039W-B,0.3907284768211921
187,0.5463182897862233,YBL038W,0.43639427127211455
188,0.3223880597014925,YBL037W,0.25806451612903225
190,0.37712519319938176,YBL032W,0.22053675612602106
194,0.3110133046633517,YBL027W,0.2287407661913761
199,0.5040485829959515,YBL026W,0.35443037974683544
200,0.7894736842105263,YBL025W,0.725
201,0.7464373464373464,YBL024W,0.6640946502057613
203,0.5067155067155067,YBL020W,0.3792325056433409
208,0.7317686504610227,YBL016W,0.553453947368421
210,0.7911547911547911,YBL015W,0.6673346693386774
213,0.5576923076923077,YBL013W,
215,0.589018302828619,YBL011W,0.4899845916795069
218,0.515625,YBL008W,0.3363914373088685
222,0.35714285714285715,YBL005W,0.4299065420560748
224,0.2018348623853211,YBL005W-A,0.2251655629139073
225,0.3216783216783217,YBL005W-A,0.2535211267605634
229,0.5621890547263682,YBL004W,0.4705119896305898
230,0.7165417131918966,YBL002W,0.6508448540706605
234,0.5362595419847328,YBR003W,0.3958333333333333
236,0.5297891842346472,YBR005W,0.340036563071298
237,0.8041775456919059,YBR005W,0.7259713701431493
239,0.5491949910554562,YBR006W,0.4050279329608937
248,0.20547607301430687,YBR010W,0.12020625201417982
251,0.5129418313387142,YBR016W,0.4350232455169361
254,0.5476190476190477,YBR021W,0.48760330578512395
255,0.583969465648855,YBR022W,0.4787878787878788
258,0.4438202247191011,YBR024W,0.3928571428571429
260,0.4,YBR030W,0.25073746312684364
261,0.5463092899242211,YBR031W,0.40381915192361695
273,0.4715489989462592,YBR038W,0.33668341708542715
276,0.6535546734031036,YBR039W,0.580197409006786
278,0.5654008438818565,YBR041W,0.4375
286,0.55,YBR047W,0.3674418604651163
289,0.7378673271303299,YBR048W,0.6393101761252447
299,0.4071072319201995,YBR054W,0.2354474370112945
301,0.4235807860262009,YBR056W,0.29542097488921715
305,0.3998257839721254,YBR056W-A,0.29276773296244785
313,0.3377831715210356,YBR071W,0.2370565045992116
318,0.5161596958174905,YBR072W,0.3947084233261339
320,0.6550819672131147,YBR073W,0.4907975460122699
321,0.4464,YBR074W,0.3414985590778098
324,0.3501003792103502,YBR078W,0.2703815536645622
331,0.2496894409937888,YBR083W,0.17936117936117935
333,0.6060606060606061,YBR084W,0.3929024081115336
334,0.4578313253012048,YBR085W,
339,0.751101321585903,YBR087W,0.6731234866828087
344,0.55,YBR094W,0.4770642201834863
345,0.12323727774371553,YBR096W,0.0627177700348432
346,0.6442048517520216,YBR097W,0.47
347,0.5670731707317073,YBR098W,0.4025974025974026
348,0.304,YBR103W,0.2411764705882353
350,0.6229885057471264,YBR104W,0.4987531172069826
352,0.4381528312259483,YBR106W,0.2702633597545385
356,0.582995951417004,YBR108W,0.4291497975708502
357,0.3150684931506849,YBR110W,0.20869565217391306
358,0.4957426679280984,YBR110W,0.3515003061849357
360,0.5086206896551724,YBR111W-A,0.4172297297297297
362,0.6611842105263158,YBR114W,0.5123152709359606
367,0.4839812587058376,YBR118W,0.32444772073336026
369,0.2183908045977012,YBR119W,0.18490566037735848
373,0.6696242171189979,YBR126W-A,0.6940203562340967
376,0.4712643678160919,YBR131W,0.3478260869565217
378,0.4594017094017094,YBR135W,0.3442340791738382
379,0.5108695652173914,YBR136W,0.39880952380952384
381,0.8550859266140269,YBR137W,0.7708542713567841
384,0.57953543075566,YBR139W,0.4234916933838531
385,0.6090909090909091,YBR141W-A,0.5876288659793815
386,0.3539823008849557,YBR142W,0.3490566037735849
388,0.2222222222222222,YBR145W,0.11694510739856802
390,0.2345013477088949,YBR146W,0.18452666987025468
392,0.5862068965517241,YBR147W,0.3779527559055118
393,0.4393523600439078,YBR149W,0.3875545851528384
394,0.5777063236870311,YBR151W,0.5309734513274337
398,0.6016713091922006,YBR153W,0.44469525959367945
400,0.511002444987775,YBR155W,0.4087912087912088
407,0.7659574468085106,YBR158W,0.7133105802047781
408,0.6628989361702128,YBR159W,0.6076826196473551
409,0.33640552995391704,YBR160W,0.21354933726067746
410,0.4693396226415094,YBR161W,0.4
413,0.4782608695652174,YBR162W-A,0.2621359223300971
414,0.7659123055162659,YBR162W-A,0.6617540817800895
415,0.4214285714285714,YBR163W,0.325
418,0.7011308562197092,YBR165W,0.605191256830601
424,0.6266666666666667,YBR168W,0.5086206896551724
426,0.4691629955947136,YBR171W,0.34990253411306044
429,0.5546666666666666,YBR175W,0.40599455040871935
431,0.627906976744186,YBR176W,0.4903846153846154
436,0.7400749063670412,YBR183W,0.6094137076796037
440,0.5131578947368421,YBR187W,0.3871173469387755
441,0.4681238615664845,YBR189W,0.3655796607086005
444,0.3988311164852882,YBR191W,0.3129563593139752
446,0.8224852071005917,YBR192W,0.6013986013986014
447,0.3854166666666667,YBR194W,0.35714285714285715
454,0.5620188195038495,YBR199W,0.4682010902483344
455,0.5070422535211268,YBR200W,0.2830188679245283
456,0.3347280334728033,YBR201W,0.2517482517482518
458,0.4532967032967033,YBR202W,0.4745762711864407
460,0.6818181818181818,YBR203W,0.7014925373134329
461,0.3461538461538461,YBR203W,0.4177215189873418
464,0.7836363636363637,YBR205W,0.6666666666666666
465,0.23515981735159816,YBR207W,0.15621436716077536
468,0.5657894736842105,YBR210W,0.4189189189189189
469,0.6875871687587168,YBR210W,0.6169014084507042
471,0.5717761557177615,YBR212W,0.5364431486880467
472,0.6666666666666666,YBR213W,0.41
473,0.6695992179863147,YBR214W,0.49272030651341
474,0.6741573033707865,YBR215W,0.5421245421245421
478,0.6352941176470588,YBR225W,0.4545454545454545
482,0.051070840197693576,YBR230W-A,0.03943661971830986
483,0.6814814814814815,YBR233W,0.5696969696969697
484,0.34133790737564323,YBR233W-A,0.21578947368421053
485,0.6565836298932385,YBR235W,0.5693641618497111
486,0.10572687224669604,YBR237W,0.07575757575757576
491,0.39054726368159204,YBR242W,0.3022222222222222
494,0.6254071661237784,YBR244W,0.5308641975308642
495,0.4,YBR246W,0.1598639455782313
499,0.6232558139534884,YBR251W,0.5495495495495496
500,0.8142541784925891,YBR252W,0.7845134997452878
502,0.4492753623188406,YBR253W,0.3778501628664495
503,0.22380952380952385,YBR255W,0.1700404858299595
507,0.6245847176079734,YBR257W,0.549520766773163
509,0.6142668428005285,YBR263W,0.42778541953232463
510,0.37573385518590996,YBR265W,0.2975871313672922
511,0.4088888888888889,YBR267W,0.29887218045112784
513,0.322253000923361,YBR268W,0.2763578274760383
517,0.2408376963350785,YBR271W,0.10256410256410256
518,0.6384615384615384,YBR274W,0.6271186440677966
519,0.4391891891891892,YBR278W,0.3338171262699565
522,0.4778067885117494,YBR279W,0.31366906474820144
526,0.1684931506849315,YBR282W,0.10891089108910892
531,0.5688073394495413,YBR285W,0.5277777777777778
532,0.344294003868472,YBR286W,0.25225225225225223
535,0.7380326144134666,YBR287W,0.5937049495434887
540,0.5126903553299492,YBR289W,0.5365853658536586
542,0.4532544378698225,YBR290W,0.3815384615384616
546,0.6119402985074627,YBR293W,0.5625
553,0.5303030303030303,YBR295W,0.3732876712328767
557,0.6644951140065146,YBR297W,0.5775862068965517
565,0.3278236914600551,YCL063W,0.2462908011869437
566,0.8165304268846503,YCL058W-A,0.7056768558951965
569,0.3057377049180328,YCL057W,0.22263109475620976
570,0.4024767801857585,YCL055W,0.335243553008596
577,0.3864229765013055,YCL054W-A,0.2223719676549865
578,0.6053370786516854,YCL054W,0.4576856649395509
579,0.4924924924924925,YCL051W,0.39166666666666666
585,0.6683250414593698,YCL048W-A,0.6309341500765697
593,0.4945054945054945,YCL042W,0.4220183486238532
594,0.6018607635547001,YCL040W,0.5721129601613717
598,0.8963165075034106,YCL039W,0.8755924170616114
602,0.3551912568306011,YCL036W,0.2769230769230769
605,0.5251908396946565,YCL034W,0.4104046242774567
606,0.5712098009188361,YCL032W,0.4860788863109049
610,0.7238010657193605,YCL028W,0.7186544342507645
612,0.3614457831325301,YCL027W,0.2875
615,0.6728624535315985,YCL024W,0.4942084942084942
619,0.6296928327645052,YCL019W,0.5304136253041363
623,0.5675675675675675,YCL018W,0.5461538461538461
626,0.3054393305439331,YCL014W,0.2727272727272727
628,0.7423887587822015,YCL005W-A,0.6660345554150864
630,0.4091816367265469,YCL005W,0.2730696798493409
634,0.5040971168437026,YCL001W,0.3665785997357992
640,0.4132029339853301,YCR003W,0.27942631058358064
650,0.5511288180610889,YCR008W,0.41260162601626016
655,0.3317028894155615,YCR012W,0.20792513606575586
662,0.3360323886639676,YCR016W,0.2158590308370044
667,0.5028735632183908,YCR019W,0.4205607476635514
669,0.13518886679920478,YCR020W-B,0.08661417322834647
683,0.41975308641975306,YCR032W,0.3475609756097561
684,0.3567774936061381,YCR033W,0.27994227994227994
685,0.8595158993830091,YCR034W,0.8090581574884199
686,0.4261838440111421,YCR036W,0.2841191066997519
696,0.4062968515742129,YCR048W,0.3283062645011601
699,0.6544754571703562,YCR051W,0.5718879191548002
700,0.5173553719008265,YCR052W,0.5104438642297651
702,0.1537503890445067,YCR053W,0.09063690800217747
706,0.4698697068403909,YCR060W,0.3512820512820513
707,0.6798905608755129,YCR061W,0.558465855940131
713,0.5508982035928144,YCR063W,0.4812030075187971
714,0.4247787610619469,YCR065W,0.37152209492635024
715,0.3882352941176471,YCR065W,0.23673469387755106
717,0.8127853881278538,YCR066W,0.7810218978102191
720,0.3784615384615385,YCR068W,0.3131067961165049
721,0.4148061104582844,YCR069W,0.3010752688172043
723,0.7706255666364461,YCR073W-A,0.7116920842411039
727,0.8331539289558665,YCR075W-A,0.7787091366303437
729,0.5017667844522968,YCR079W,0.3236994219653179
731,0.5918367346938775,YCR081W,0.5446009389671361
732,0.5555555555555556,YCR082W,0.5034129692832765
733,0.5264227642276422,YCR083W,0.4105691056910569
736,0.19494584837545129,YCR086W,0.15422885572139305
739,0.1125,YCR088W,0.08792965627498002
741,0.4301075268817205,YCR089W,0.3263157894736842
745,0.4774193548387097,YCR091W,0.4588235294117647
747,0.1643429249480866,YCR093W,0.09364283830123978
750,0.6304604486422668,YCR094W,0.4757396449704142
754,0.1724709784411277,YCR097W,0.1168091168091168
770,0.42857142857142855,YCR106W,0.3333333333333333
784,0.5058139534883721,YDL241W,0.3774509803921569
786,0.6312056737588653,YDL240W,0.4753521126760563
788,0.23759791122715404,YDL237W,0.16095890410958905
790,0.5015873015873016,YDL236W,0.3811659192825112
793,0.3174061433447099,YDL233W,0.28363636363636363
794,0.5891276864728192,YDL232W,0.4686192468619247
796,0.3597122302158273,YDL230W,0.2158894645941278
797,0.5394442893046635,YDL229W,0.4192901544014437
806,0.6093457943925233,YDL225W,0.5176715176715176
810,0.3923739237392374,YDL219W,0.3463035019455253
818,0.5313681027966742,YDL212W,0.4034182151869695
826,0.3543315074051532,YDL208W,0.2308309271735643
827,0.5731462925851704,YDL207W,0.42236024844720493
828,0.56,YDL206W,0.5555555555555556
829,0.6086956521739131,YDL204W,0.4818181818181818
830,0.3568215892053973,YDL204W,0.2288904396371249
831,0.6008344923504868,YDL202W,0.43018867924528303
832,0.5155482815057283,YDL201W,0.3961538461538461
836,0.5224963715529753,YDL195W,0.389076848719188
839,0.4766355140186916,YDL194W,0.3603603603603603
840,0.1895910780669145,YDL193W,0.12416851441241684
841,0.5945945945945946,YDL193W,0.5164835164835165
842,0.4731671374186418,YDL192W,0.3510065669070944
845,0.2553980785693903,YDL191W,0.214978229317852
847,0.2658536585365854,YDL189W,0.13602015113350127
849,0.4227642276422765,YDL185W,0.3150684931506849
852,0.4128233970753656,YDL182W,0.3113342898134864
854,0.649777117384844,YDL181W,0.580826363749844
855,0.5813953488372093,YDL180W,0.5615384615384615
856,0.3076923076923077,YDL179W,
857,0.3923444976076555,YDL179W,0.28311258278145696
858,0.4857142857142857,YDL178W,0.32222222222222224
861,0.1851851851851852,YDL176W,
862,0.444015444015444,YDL173W,0.3176470588235294
863,0.4682926829268293,YDL170W,0.35648148148148145
864,0.30180180180180183,YDL168W,0.2363636363636364
866,0.1931330472103004,YDL165W,0.12954545454545455
868,0.4426605504587156,YDL161W,0.31089494163424125
871,0.1809954751131221,YDL159W,0.16037735849056606
873,0.6772046589018302,YDL155W,0.4672435105067985
875,0.27706422018348625,YDL150W,0.15031315240083507
876,0.4220183486238532,YDL149W,0.33707865168539325
877,0.5150130548302873,YDL147W,0.4286699779249448
882,0.33933274802458296,YDL143W,0.2175824175824176
883,0.4266365688487585,YDL141W,0.3556085918854415
887,0.485981308411215,YDL138W,0.3692307692307693
889,0.27896871378910776,YDL137W,0.20640044915432665
891,0.21497092151807665,YDL136W,0.13355699907202512
897,0.4494949494949495,YDL133W,0.3088235294117647
898,0.6867469879518072,YDL133W,0.5057471264367817
900,0.3264462809917356,YDL132W,0.2259259259259259
901,0.6497252747252747,YDL131W,0.5389133627019089
902,0.8138415245737212,YDL130W-A,0.7549295774647887
904,0.6635507909530658,YDL130W,0.5247787610619469
906,0.3546099290780142,YDL129W,0.30612244897959184
907,0.4565112926477655,YDL128W,0.3823691460055096
910,0.4926686217008798,YDL127W,0.4095238095238095
914,0.19237918215613384,YDL124W,0.13492586490939046
918,0.5213567839195979,YDL123W,0.4471111111111111
920,0.5,YDL122W,
921,0.3141263940520446,YDL122W,0.21151271753681392
922,0.2843601895734597,YDL122W,0.17094017094017094
923,0.5162200282087447,YDL120W,0.4288288288288288
925,0.5310344827586206,YDL117W,0.38011695906432746
926,0.5580865603644647,YDL117W,0.4116424116424117
927,0.5272727272727272,YDL116W,0.3908918406072106
929,0.2789473684210526,YDL112W,0.2843137254901961
931,0.5883495145631068,YDL108W,0.4965156794425087
932,0.6074766355140186,YDL107W,0.5488721804511278
938,0.5691056910569106,YDL105W,0.48
940,0.6875,YDL102W,0.565410199556541
941,0.3361522198731501,YDL099W,0.2696629213483146
942,0.5463659147869674,YDL095W,0.40625
946,0.08934337997847147,YDL092W,0.055041280960720536
949,0.3445378151260504,YDL089W,0.2254901960784313
951,0.6715404699738904,YDL086W,0.5022461814914645
