ID,wt1,Assigned_gene_name,wt2,dcp2_1,dcp2_2,dhh1_1,dhh1_2,pat1_1,pat1_2,xrn1_1,xrn1_2
6659,0.6920289855072463,YPL066W,0.7289719626168224,0.5677966101694916,0.5496728138013087,0.41596638655462187,0.3800904977375565,0.5023923444976076,0.5183823529411765,0.6594911937377691,0.6296992481203008
6660,0.6386554621848739,YPL066W,0.5916230366492147,0.5130674002751031,0.4615384615384616,0.4119241192411924,0.32657657657657657,0.4681647940074906,0.5087108013937283,0.625,0.5915492957746479
6662,0.785,YPL065W,0.7557251908396947,0.6059322033898306,0.5416666666666666,0.5302325581395348,0.45,0.5527638190954773,0.6119402985074627,0.6810810810810811,0.6487804878048781
6663,0.3771353482260184,YPL063W,0.3831932773109244,0.2665639445300462,0.2521994134897361,0.22570532915360506,0.1758139534883721,0.2884990253411306,0.2825719120135364,0.3727272727272728,0.3026775320139697
6664,0.5063971340839304,YPL061W,0.5064984709480123,0.34115001606167683,0.2736377025036819,0.2413291292747999,0.1406222840257257,0.2705175865027166,0.3234229576008273,0.40741736092448266,0.40278142219889795
6672,0.4701553556827474,YPL059W,0.5031496062992126,0.3481659651232712,0.3065830721003135,0.2852760736196319,0.2217573221757322,0.3211476168440537,0.3735199138858989,0.446371519853948,0.4487234963219385
6680,0.6697674418604651,YPL052W,0.7280701754385965,0.6051829268292683,0.5818759936406995,0.5170876671619614,0.4522292993630573,0.6087420042643923,0.6083254493850521,0.7078464106844741,0.6341880341880342
6681,0.8927613941018767,YPL051W,0.9074733096085408,0.8164705882352942,0.8111888111888111,0.8263665594855305,0.8108108108108109,0.7813163481953291,0.8200371057513914,0.8373101952277657,0.8
6685,0.8066869300911854,YPL048W,0.8160237388724035,0.6810380912515697,0.6388765046812305,0.656640625,0.5880944235374616,0.6666666666666666,0.7086247086247086,0.7553719008264462,0.7363636363636363
6688,0.7554112554112554,YPL047W,0.771978021978022,0.6092964824120602,0.5517676767676768,0.5248618784530387,0.40415335463258784,0.6042267050912584,0.6158301158301158,0.7087017217310377,0.6810463515374025
6689,0.8618784530386742,YPL045W,0.8852459016393442,0.7688442211055276,0.6815286624203821,0.7454545454545455,0.5533333333333333,0.8,0.7328767123287672,0.7704918032786885,0.8093023255813954
6690,0.4962279966471082,YPL043W,0.508833922261484,0.30355515041020964,0.2452006980802792,0.19603267211201866,0.12612163509471586,0.23242349048800665,0.26518063028439665,0.4114114114114114,0.3640661938534279
6692,0.47297297297297297,YPL039W,0.5178571428571429,0.35545023696682465,0.2532188841201717,0.2422360248447205,0.14285714285714285,0.24647887323943665,0.2647058823529412,0.4,0.3961038961038961
6693,0.7871939736346516,YPL038W,0.7604166666666666,0.6636363636363637,0.6273809523809524,0.612141652613828,0.4427480916030535,0.5935483870967742,0.6348773841961853,0.7126436781609196,0.6495535714285714
