ID,cap,uncap,dhh1_1,Assigned_gene_name
1014,1,1321,0.0007564296520423602,YDL022W
1015,106,44,0.7066666666666667,YDL021W
1017,222,97,0.6959247648902821,YDL017W
1019,900,2052,0.3048780487804878,YDL014W
1021,156,423,0.2694300518134715,YDL013W
1022,28,7,0.8,YDL010W
1023,185,429,0.30130293159609123,YDL010W
1026,672,1066,0.3866513233601841,YDL008W
1028,1266,1598,0.4420391061452514,YDL007W
1030,190,150,0.5588235294117647,YDL006W
1032,1,4,0.2,YDL004W
1033,3501,7576,0.31606030513676986,YDL004W
1034,3,6,0.3333333333333333,YDL003W
1035,406,219,0.6496,YDL003W
1036,82,232,0.2611464968152866,YDL001W
1038,2,4,0.3333333333333333,YDR002W
1039,4060,6273,0.39291590051291975,YDR002W
1041,574,591,0.4927038626609442,YDR003W
1042,3,44,0.06382978723404255,YDR003W-A
1043,4,4,0.5,YDR003W-A
1044,1,4,0.2,YDR004W
1045,50,61,0.4504504504504505,YDR004W
1047,44,32,0.5789473684210527,YDR007W
1048,81,84,0.4909090909090909,YDR007W
1050,33,38,0.4647887323943662,YDR009W
1051,1,0,1.0,YDR009W
1054,905,403,0.6918960244648318,YDR011W
1055,16,17,0.4848484848484849,YDR011W
1056,7,18,0.28,YDR011W
1058,10,19,0.3448275862068966,YDR012W
1059,8,1,0.8888888888888888,YDR012W
1060,10472,5169,0.6695224090531295,YDR012W
1062,1,26,0.037037037037037035,YDR013W
1063,95,75,0.5588235294117647,YDR013W
1064,103,115,0.4724770642201835,YDR014W
1065,35,33,0.5147058823529411,YDR014W-A
1073,9,0,1.0,YDR021W
1074,70,83,0.457516339869281,YDR021W
1075,2853,1970,0.5915405349367614,YDR023W
1076,7,6,0.5384615384615384,YDR025W
1077,5433,9624,0.3608288503685993,YDR025W
1080,689,294,0.7009155645981688,YDR031W
1083,28,1,0.9655172413793104,YDR033W
1084,4061,15455,0.20808567329370767,YDR033W
1089,0,546,0.0,YDR034W-B
1090,244,241,0.5030927835051546,YDR034W-B
1091,209,565,0.27002583979328165,YDR035W
1093,2,1,0.6666666666666666,YDR037W
1094,2546,4424,0.3652797704447633,YDR037W
1096,458,1067,0.300327868852459,YDR041W
1104,79,91,0.4647058823529412,YDR044W
1105,229,112,0.6715542521994134,YDR044W
1106,5,1,0.8333333333333334,YDR047W
1107,181,71,0.7182539682539683,YDR047W
1108,501,344,0.5928994082840237,YDR047W
1110,70,65,0.5185185185185185,YDR049W
1115,1,7,0.125,YDR055W
1116,3004,1715,0.6365755456664548,YDR055W
1120,92,124,0.4259259259259259,YDR057W
1121,2,10,0.16666666666666666,YDR060W
1122,654,753,0.464818763326226,YDR060W
1123,160,401,0.28520499108734404,YDR061W
1125,1134,537,0.6786355475763016,YDR062W
1126,5,30,0.14285714285714285,YDR062W
1127,342,1087,0.2393282015395381,YDR063W
1128,46191,4520,0.9108674646526396,YDR064W
1133,34,61,0.3578947368421053,YDR065W
1138,2,1,0.6666666666666666,YDR068W
1139,230,251,0.4781704781704782,YDR068W
1144,14,6,0.7,YDR073W
1145,164,224,0.42268041237113396,YDR073W
1147,1,5,0.16666666666666666,YDR074W
1148,678,2161,0.23881648467770344,YDR074W
1150,114,85,0.5728643216080402,YDR075W
1151,9,1,0.9,YDR075W
1152,27,49,0.35526315789473684,YDR076W
1154,11,5,0.6875,YDR077W
1155,79173,38121,0.6749961634866234,YDR077W
1161,4,4,0.5,YDR079W
1162,0,1,0.0,YDR079W
1163,135,104,0.5648535564853556,YDR079W
1164,76,91,0.4550898203592814,YDR080W
1165,23,48,0.323943661971831,YDR082W
1166,333,334,0.4992503748125937,YDR083W
1172,20,11,0.6451612903225806,YDR089W
1173,137,100,0.5780590717299579,YDR089W
1175,189,549,0.25609756097560976,YDR092W
1177,557,122,0.8203240058910162,YDR093W
1179,33,58,0.3626373626373626,YDR096W
1180,29,45,0.3918918918918919,YDR096W
1181,77,80,0.4904458598726114,YDR096W
1182,33,15,0.6875,YDR096W
1185,546,2570,0.17522464698331194,YDR099W
1190,1661,828,0.6673362796303737,YDR100W
1191,5,9,0.35714285714285715,YDR103W
1192,451,231,0.6612903225806451,YDR103W
1194,17,24,0.4146341463414634,YDR106W
1197,34,77,0.3063063063063063,YDR108W
1198,223,318,0.4121996303142329,YDR110W
1199,1004,1425,0.4133388225607246,YDR115W
1201,13,21,0.38235294117647056,YDR118W
1202,916,839,0.5219373219373219,YDR119W
1203,770,93,0.8922363847045192,YDR119W-A
1204,40,144,0.21739130434782608,YDR121W
1205,361,628,0.36501516683518703,YDR122W
1206,45,79,0.3629032258064516,YDR124W
1207,1,7,0.125,YDR124W
1208,5,7,0.4166666666666667,YDR124W
1209,33,111,0.22916666666666666,YDR124W
1210,40,37,0.5194805194805194,YDR126W
1214,68,148,0.3148148148148148,YDR127W
1215,411,657,0.3848314606741573,YDR127W
1216,104,153,0.4046692607003891,YDR128W
1225,310,89,0.7769423558897243,YDR137W
1226,79,153,0.34051724137931033,YDR138W
1228,9,37,0.1956521739130435,YDR140W
1229,867,1052,0.4517978113600834,YDR140W
1233,6,1,0.8571428571428571,YDR145W
1234,412,587,0.4124124124124124,YDR145W
1235,3,1,0.75,YDR145W
1237,68,15,0.8192771084337349,YDR147W
1238,146,141,0.5087108013937283,YDR147W
1239,7,2,0.7777777777777778,YDR150W
1240,352,372,0.4861878453038674,YDR150W
1241,0,4,0.0,YDR152W
1242,472,488,0.4916666666666666,YDR152W
1243,8,9,0.4705882352941176,YDR156W
1244,4978,3302,0.601207729468599,YDR156W
1245,4074,292,0.9331195602382044,YDR158W
1248,126,150,0.4565217391304348,YDR159W
1249,75,27,0.7352941176470589,YDR160W
1250,436,246,0.6392961876832844,YDR161W
1253,2,3,0.4,YDR163W
1254,117,382,0.2344689378757515,YDR163W
1256,3,1,0.75,YDR165W
1257,327,298,0.5232,YDR165W
1259,839,1200,0.41147621383030897,YDR167W
1261,607,563,0.5188034188034188,YDR168W
1265,336,556,0.37668161434977576,YDR171W
1268,1337,2752,0.3269748104671069,YDR172W
1269,2,18,0.1,YDR174W
1270,1610,205,0.8870523415977961,YDR174W
1273,137,232,0.3712737127371274,YDR176W
1274,956,755,0.5587375803623612,YDR177W
1276,896,2909,0.2354796320630749,YDR178W
