ID,cap,uncap,dcp2_1,Assigned_gene_name
620,55,13,0.8088235294117647,YCL019W
621,15,9,0.625,YCL019W
622,48,19,0.7164179104477612,YCL020W
623,1727,777,0.6896964856230032,YCL018W
625,46,5,0.9019607843137256,YCL014W
626,204,249,0.4503311258278146,YCL014W
628,7994,2023,0.7980433263452131,YCL005W-A
629,17,23,0.425,YCL005W
630,1416,1437,0.4963196635120926,YCL005W
632,470,100,0.8245614035087719,YCL004W
634,4659,2843,0.6210343908291123,YCL001W
640,1756,1295,0.5755490003277614,YCR003W
650,1409,767,0.6475183823529411,YCR008W
651,1,25,0.038461538461538464,YCR008W
654,23,2,0.92,YCR012W
655,169721,193381,0.4674196231361986,YCR012W
662,475,435,0.521978021978022,YCR016W
666,11,18,0.3793103448275862,YCR019W
667,496,368,0.5740740740740741,YCR019W
668,15,19,0.4411764705882353,YCR019W
669,1413,4766,0.2286777795759832,YCR020W-B
682,35,48,0.42168674698795183,YCR032W
683,284,245,0.5368620037807184,YCR032W
684,505,403,0.5561674008810573,YCR033W
685,3897,624,0.8619774386197744,YCR034W
686,1013,1021,0.4980334316617502,YCR036W
691,143,118,0.5478927203065134,YCR045W-A
692,248,159,0.6093366093366094,YCR045W-A
695,31,6,0.8378378378378378,YCR047W-A
696,676,642,0.5128983308042488,YCR048W
699,3180,1264,0.7155715571557155,YCR051W
700,352,230,0.6048109965635738,YCR052W
702,1707,6272,0.2139365835317709,YCR053W
705,26,52,0.3333333333333333,YCR060W
706,2147,1212,0.6391783268830009,YCR060W
707,521,296,0.6376988984088128,YCR061W
713,483,332,0.5926380368098161,YCR063W
714,81,90,0.4736842105263158,YCR065W
715,93,107,0.465,YCR065W
717,303,84,0.7829457364341085,YCR066W
718,21,4,0.84,YCR068W
719,278,183,0.6030368763557483,YCR068W
720,591,1020,0.36685288640595903,YCR068W
721,911,864,0.5132394366197183,YCR069W
723,1929,378,0.8361508452535761,YCR073W-A
726,17,5,0.7727272727272727,YCR075W-A
727,2172,408,0.8418604651162791,YCR075W-A
728,0,1,0.0,YCR079W
729,598,396,0.6016096579476862,YCR079W
731,562,266,0.6787439613526569,YCR081W
732,2675,1890,0.5859802847754655,YCR082W
733,609,352,0.6337148803329865,YCR083W
734,27,11,0.7105263157894737,YCR085W
735,22,4,0.8461538461538461,YCR086W
736,251,317,0.44190140845070425,YCR086W
737,21,12,0.6363636363636364,YCR087W
738,330,104,0.7603686635944701,YCR088W
739,139,709,0.16391509433962265,YCR088W
741,689,661,0.5103703703703704,YCR089W
742,84,44,0.65625,YCR089W
743,60,4,0.9375,YCR089W
745,205,153,0.5726256983240223,YCR091W
747,858,2659,0.24395791868069375,YCR093W
750,1345,445,0.7513966480446927,YCR094W
751,405,404,0.5006180469715699,YCR095W-A
767,21,34,0.3818181818181817,YCR102W-A
769,82,19,0.8118811881188119,YCR106W
770,803,388,0.6742233417296389,YCR106W
771,19,14,0.5757575757575758,YCR107W
782,49,69,0.4152542372881356,YDL241W
783,8,4,0.6666666666666666,YDL241W
784,110,123,0.4721030042918455,YDL241W
785,34,6,0.85,YDL240W
786,116,52,0.6904761904761905,YDL240W
787,16,17,0.4848484848484849,YDL237W
788,185,384,0.3251318101933216,YDL237W
790,441,319,0.5802631578947368,YDL236W
793,98,121,0.4474885844748858,YDL233W
794,2081,920,0.6934355214928357,YDL232W
795,0,2,0.0,YDL230W
796,203,218,0.4821852731591449,YDL230W
797,10234,5356,0.6564464400256574,YDL229W
806,208,81,0.7197231833910035,YDL225W
809,30,19,0.6122448979591837,YDL221W
810,542,486,0.5272373540856031,YDL219W
811,5,2,0.7142857142857143,YDL218W
818,8784,4341,0.6692571428571429,YDL212W
826,4125,4323,0.48828125,YDL208W
827,281,154,0.6459770114942529,YDL207W
828,64,24,0.7272727272727273,YDL206W
829,344,141,0.7092783505154641,YDL204W
830,203,236,0.4624145785876993,YDL204W
831,549,272,0.6686967113276492,YDL202W
832,334,227,0.5953654188948306,YDL201W
835,18,50,0.2647058823529412,YDL196W
836,955,632,0.6017643352236925,YDL195W
839,76,58,0.5671641791044776,YDL194W
840,241,643,0.27262443438914025,YDL193W
841,36,3,0.9230769230769232,YDL193W
842,8866,7614,0.5379854368932039,YDL192W
845,22287,42398,0.3445466491458607,YDL191W
847,178,341,0.3429672447013488,YDL189W
849,582,615,0.4862155388471178,YDL185W
852,504,616,0.45,YDL182W
854,2699,1180,0.6957978860531064,YDL181W
855,86,64,0.5733333333333334,YDL180W
856,73,128,0.3631840796019901,YDL179W
857,173,178,0.4928774928774929,YDL179W
858,248,178,0.5821596244131455,YDL178W
861,71,302,0.1903485254691689,YDL176W
862,240,173,0.5811138014527845,YDL173W
863,201,245,0.4506726457399104,YDL170W
864,325,501,0.3934624697336562,YDL168W
865,7,17,0.2916666666666667,YDL165W
866,139,336,0.2926315789473684,YDL165W
867,4,22,0.15384615384615385,YDL161W
868,551,441,0.5554435483870968,YDL161W
871,57,163,0.2590909090909091,YDL159W
872,14,18,0.4375,YDL156W
873,399,82,0.8295218295218295,YDL155W
875,185,291,0.388655462184874,YDL150W
876,38,39,0.4935064935064935,YDL149W
877,2307,1597,0.5909323770491803,YDL147W
880,61,26,0.7011494252873564,YDL146W
882,1055,1145,0.4795454545454546,YDL143W
883,401,288,0.5820029027576198,YDL141W
884,7,11,0.3888888888888889,YDL141W
887,158,67,0.7022222222222222,YDL138W
888,14,15,0.4827586206896552,YDL138W
889,2967,6237,0.3223598435462842,YDL137W
891,7327,17036,0.3007429298526454,YDL136W
896,3,36,0.07692307692307693,YDL133W
897,163,98,0.6245210727969349,YDL133W
898,216,66,0.7659574468085106,YDL133W
900,152,218,0.4108108108108108,YDL132W
901,738,263,0.7372627372627373,YDL131W
902,2227,427,0.8391107761868877,YDL130W-A
904,17758,6775,0.7238413565401703,YDL130W
906,41,47,0.4659090909090909,YDL129W
907,989,755,0.5670871559633027,YDL128W
909,8,11,0.42105263157894735,YDL127W
910,92,119,0.4360189573459716,YDL127W
913,34,9,0.7906976744186046,YDL124W
914,1689,5203,0.2450667440510737,YDL124W
917,8,84,0.08695652173913042,YDL123W
918,1033,659,0.6105200945626478,YDL123W
920,13,3,0.8125,YDL122W
921,267,400,0.4002998500749625,YDL122W
922,76,96,0.4418604651162791,YDL122W
923,517,313,0.6228915662650603,YDL120W
925,156,74,0.6782608695652174,YDL117W
926,172,98,0.6370370370370371,YDL117W
927,235,186,0.5581947743467933,YDL116W
928,22,16,0.5789473684210527,YDL114W-A
929,50,170,0.2272727272727273,YDL112W
931,440,300,0.5945945945945946,YDL108W
932,88,42,0.676923076923077,YDL107W
937,28,11,0.7179487179487181,YDL105W
938,61,23,0.7261904761904762,YDL105W
940,262,86,0.7528735632183908,YDL102W
941,400,352,0.5319148936170213,YDL099W
942,228,194,0.5402843601895735,YDL095W
943,17,73,0.18888888888888888,YDL093W
946,399,1807,0.18087035358114234,YDL092W
949,75,111,0.4032258064516129,YDL089W
950,25,57,0.3048780487804878,YDL089W
951,2322,771,0.7507274490785645,YDL086W
953,5,6,0.4545454545454545,YDL085W
954,1471,1018,0.5910004017677782,YDL084W
955,6,14,0.3,YDL084W
956,12971,3377,0.7934303890384145,YDL082W
967,14,66,0.175,YDL075W
968,5,8,0.38461538461538464,YDL075W
969,19476,6346,0.7542405700565409,YDL075W
971,220,228,0.4910714285714286,YDL073W
972,96,29,0.768,YDL070W
973,401,112,0.7816764132553606,YDL070W
975,49,58,0.4579439252336449,YDL066W
976,2008,674,0.7486950037285608,YDL066W
978,664,366,0.6446601941747573,YDL064W
979,231,223,0.5088105726872246,YDL060W
980,115,157,0.4227941176470588,YDL058W
981,23,45,0.3382352941176471,YDL057W
984,184,69,0.7272727272727273,YDL056W
987,668,1183,0.3608860075634792,YDL051W
990,11,7,0.6111111111111112,YDL047W
991,1023,298,0.7744133232399697,YDL047W
992,5891,7014,0.45648973266175896,YDL046W
993,2032,1556,0.5663322185061316,YDL045W-A
1003,71,56,0.5590551181102362,YDL031W
1005,88,53,0.6241134751773051,YDL030W
1007,1112,402,0.7344782034346103,YDL029W
1010,47,22,0.6811594202898551,YDL026W
1011,7,17,0.2916666666666667,YDL025W-A
1014,3,2003,0.0014955134596211367,YDL022W
1015,57,40,0.5876288659793815,YDL021W
1017,210,92,0.6953642384105961,YDL017W
1019,1172,1687,0.4099335431969221,YDL014W
1021,158,250,0.3872549019607843,YDL013W
1022,147,38,0.7945945945945946,YDL010W
1023,269,428,0.38593974175035867,YDL010W
1026,1166,857,0.5763717251606525,YDL008W
1028,888,601,0.5963734049697784,YDL007W
1030,271,162,0.6258660508083139,YDL006W
1032,20,10,0.6666666666666666,YDL004W
1033,4358,7174,0.3779049601109955,YDL004W
1034,12,12,0.5,YDL003W
1035,334,104,0.7625570776255708,YDL003W
1036,91,127,0.4174311926605505,YDL001W
1038,2,2,0.5,YDR002W
1039,2301,2857,0.4461031407522296,YDR002W
1041,1025,701,0.5938586326767091,YDR003W
1042,21,112,0.15789473684210525,YDR003W-A
1043,7,20,0.25925925925925924,YDR003W-A
1044,1,9,0.1,YDR004W
1045,159,224,0.4151436031331593,YDR004W
1047,428,128,0.7697841726618705,YDR007W
1048,499,386,0.5638418079096045,YDR007W
1050,36,17,0.6792452830188679,YDR009W
1051,21,12,0.6363636363636364,YDR009W
1054,1211,310,0.7961867192636424,YDR011W
1055,6,5,0.5454545454545454,YDR011W
1056,33,32,0.5076923076923077,YDR011W
1058,76,60,0.5588235294117647,YDR012W
1059,16,4,0.8,YDR012W
1060,9245,4297,0.6826908876089204,YDR012W
1062,0,27,0.0,YDR013W
1063,380,220,0.6333333333333333,YDR013W
1064,208,149,0.5826330532212886,YDR014W
1065,8,5,0.6153846153846154,YDR014W-A
1073,16,2,0.8888888888888888,YDR021W
1074,63,53,0.5431034482758621,YDR021W
1075,2168,1087,0.6660522273425499,YDR023W
1076,22,8,0.7333333333333333,YDR025W
1077,9708,10192,0.4878391959798995,YDR025W
1080,859,179,0.8275529865125241,YDR031W
1083,182,11,0.9430051813471504,YDR033W
1084,2551,7687,0.2491697597186951,YDR033W
1089,0,391,0.0,YDR034W-B
1090,146,115,0.5593869731800766,YDR034W-B
1091,310,464,0.4005167958656331,YDR035W
1093,67,67,0.5,YDR037W
1094,2667,3272,0.4490654992422967,YDR037W
1096,440,803,0.3539823008849557,YDR041W
1104,91,70,0.5652173913043478,YDR044W
1105,424,178,0.7043189368770764,YDR044W
1106,18,15,0.5454545454545454,YDR047W
1107,1492,530,0.7378832838773491,YDR047W
1108,858,314,0.7320819112627986,YDR047W
1110,100,90,0.5263157894736842,YDR049W
1115,16,15,0.5161290322580645,YDR055W
1116,3015,1235,0.7094117647058824,YDR055W
1120,105,62,0.6287425149700598,YDR057W
1121,45,30,0.6,YDR060W
1122,599,563,0.5154905335628227,YDR060W
1123,152,210,0.4198895027624309,YDR061W
1125,1523,499,0.7532146389713156,YDR062W
1126,12,38,0.24,YDR062W
1127,706,938,0.4294403892944039,YDR063W
1128,72399,5816,0.9256408617272902,YDR064W
1133,103,97,0.515,YDR065W
1138,9,19,0.32142857142857145,YDR068W
1139,156,140,0.527027027027027,YDR068W
1144,12,9,0.5714285714285714,YDR073W
1145,875,809,0.5195961995249406,YDR073W
1147,4,2,0.6666666666666666,YDR074W
1148,540,1203,0.3098106712564544,YDR074W
1150,171,79,0.684,YDR075W
1151,1,2,0.3333333333333333,YDR075W
1152,141,89,0.6130434782608696,YDR076W
1154,14,10,0.5833333333333334,YDR077W
1155,62511,22041,0.7393201816633551,YDR077W
1161,6,10,0.375,YDR079W
1162,15,28,0.3488372093023256,YDR079W
1163,201,119,0.628125,YDR079W
1164,66,59,0.528,YDR080W
1165,204,198,0.5074626865671642,YDR082W
1166,329,194,0.6290630975143403,YDR083W
1172,5,4,0.5555555555555556,YDR089W
1173,164,72,0.6949152542372882,YDR089W
1175,381,764,0.3327510917030568,YDR092W
1177,649,113,0.8517060367454068,YDR093W
1179,52,71,0.4227642276422765,YDR096W
1180,45,37,0.5487804878048781,YDR096W
1181,76,81,0.4840764331210191,YDR096W
1182,24,22,0.5217391304347826,YDR096W
1185,640,1779,0.2645721372467962,YDR099W
1190,2202,911,0.7073562479922904,YDR100W
1191,42,21,0.6666666666666666,YDR103W
1192,432,168,0.72,YDR103W
1194,20,25,0.4444444444444444,YDR106W
1197,51,67,0.4322033898305085,YDR108W
1198,285,204,0.5828220858895705,YDR110W
1199,2047,2158,0.4868014268727705,YDR115W
1201,26,19,0.5777777777777777,YDR118W
1202,961,593,0.6184041184041184,YDR119W
1203,967,113,0.8953703703703704,YDR119W-A
1204,44,94,0.3188405797101449,YDR121W
1205,371,367,0.502710027100271,YDR122W
1206,351,328,0.5169366715758469,YDR124W
1207,29,21,0.58,YDR124W
1208,14,2,0.875,YDR124W
1209,48,77,0.384,YDR124W
1210,234,173,0.5749385749385749,YDR126W
1214,5,12,0.29411764705882354,YDR127W
1215,666,1074,0.3827586206896552,YDR127W
1216,143,152,0.4847457627118644,YDR128W
1225,281,108,0.7223650385604113,YDR137W
1226,172,190,0.4751381215469613,YDR138W
1228,64,178,0.2644628099173554,YDR140W
1229,1888,1156,0.6202365308804205,YDR140W
1233,22,5,0.8148148148148148,YDR145W
1234,445,438,0.5039637599093998,YDR145W
1235,3,3,0.5,YDR145W
1237,644,86,0.8821917808219178,YDR147W
1238,125,59,0.6793478260869565,YDR147W
1239,51,30,0.6296296296296297,YDR150W
1240,206,134,0.6058823529411764,YDR150W
1241,11,17,0.3928571428571429,YDR152W
1242,534,345,0.6075085324232082,YDR152W
1243,11,12,0.4782608695652174,YDR156W
1244,6719,3046,0.6880696364567332,YDR156W
1245,9396,466,0.9527479213141352,YDR158W
1248,134,104,0.5630252100840336,YDR159W
1249,236,75,0.7588424437299035,YDR160W
1250,384,166,0.6981818181818182,YDR161W
1253,18,5,0.7826086956521741,YDR163W
1254,79,165,0.3237704918032787,YDR163W
1256,19,16,0.5428571428571428,YDR165W
1257,546,436,0.5560081466395111,YDR165W
1259,840,682,0.5519053876478318,YDR167W
1261,401,229,0.6365079365079365,YDR168W
1265,304,299,0.5041459369817579,YDR171W
1268,1003,1452,0.4085539714867617,YDR172W
1269,2,9,0.18181818181818185,YDR174W
1270,1778,150,0.9221991701244814,YDR174W
