ID,wt_a,pat_a,m/w,log
157,0.8643622260526964,0.6535196213162315,0.76,-0.3959286763311392
159,0.7487327162707562,0.5989700573161579,0.8,-0.3219280948873623
160,0.6220238095238095,0.27573529411764697,0.44,-1.1844245711374275
162,0.6568627450980392,0.3871502209131075,0.59,-0.7612131404128835
164,0.8084890444101204,0.6163484662721335,0.76,-0.3959286763311392
165,0.7287599551692657,0.5580593427258527,0.77,-0.3770696490798233
169,0.23990683229813664,0.175140231531209,0.73,-0.4540316308947075
174,0.6129692418000413,0.3863758101665864,0.63,-0.6665762662748083
178,0.6615188361741396,0.5144787644787645,0.78,-0.3584539709124763
182,0.6652298850574713,0.4503007929997265,0.68,-0.5563933485243852
183,0.8896489772254882,0.7852848071416112,0.88,-0.18442457113742744
