ID,wt_a,dhh_a
1075,0.7231629149791647,0.5293801420130995
1077,0.6937728740896101,0.2924841344414819
1080,0.8837478559176672,0.6288727979403774
1084,0.380630253685603,0.18892048305873177
1091,0.5231312498443228,0.26628479854308185
1094,0.5908334511694087,0.30323270893533016
1096,0.532017593751185,0.260518157859472
1104,0.6628179384203481,0.42981670929241256
1105,0.7674283154121864,0.6544905763921044
1107,0.8856951494641849,0.7114759774155748
1108,0.8101935646053293,0.5524497041420118
1110,0.6752265162721893,0.44973544973544965
1116,0.8045138528587734,0.5899946766875264
1120,0.6732961435847684,0.38096296296296295
1122,0.6745071429447542,0.4122500679376228
1123,0.4485833501581532,0.25710631233756515
1125,0.8083703782711162,0.6405643111842727
1127,0.44142608928094096,0.2132811220463648
1128,0.9498892897462687,0.892041671666195
1133,0.6895841298160656,0.34983344437041974
1139,0.7437503633509679,0.37626217745502044
1145,0.679199244822457,0.3822803771257379
1148,0.41601144849820704,0.21013655454367397
1150,0.716175934819329,0.5355487685778717
1152,0.6968253968253968,0.35526315789473684
1155,0.8719564036235501,0.6196891703974229
1163,0.7059006487158981,0.5586364556620327
1164,0.7289682539682539,0.40962583503513195
1165,0.6068888578998745,0.323943661971831
1166,0.8347457627118644,0.39363103535951327
1173,0.7517482517482517,0.5353709992796131
1175,0.4376039894119872,0.20371927857209607
1177,0.8967451289559635,0.7733198976823502
1179,0.4444444444444444,0.2986656200941915
1181,0.6985294117647058,0.41118931649092755
1185,0.3969402219039988,0.13968174939285757
1190,0.8324608837864944,0.6148152954334285
1192,0.7993614303959131,0.6166185591137808
1197,0.5406631919482386,0.2997048772910842
1198,0.7616866438356165,0.3478264338621524
1199,0.6361603228895665,0.3793556415286693
1202,0.7430355233119578,0.4565546579245209
1204,0.43070500927643773,0.1944620755315773
1205,0.6648955250650166,0.3001546422411229
1206,0.6355400696864111,0.3481182795698925
1210,0.7321392735300021,0.4511465097402597
1215,0.5418471042705464,0.3518061751476223
1216,0.5720384928164814,0.34422652224208644
1225,0.864521841794569,0.7351234457634366
1226,0.518372330758746,0.2829346770276833
1229,0.8159331424256797,0.35032198260311864
1234,0.6007708957029004,0.3721827417479591
1238,0.7525120139799039,0.46685540069686415
1240,0.6976053871240488,0.4589669385249496
1242,0.7232196221840133,0.42749423298731254
1244,0.783470173213501,0.531224806292741
1245,0.9697643885798495,0.9158006593395871
1248,0.6927818710188746,0.44644268774703555
1249,0.7965116279069767,0.6478194726166329
1250,0.7745392225793492,0.6052635848513241
1254,0.5604918755973826,0.19489404340596084
1257,0.6173239227947562,0.4794819444444445
1259,0.7238666490758541,0.3625646751808371
1261,0.7387975102948834,0.46906740707612804
1265,0.579171142141067,0.3306097916213655
1268,0.548288608772572,0.2871584835585697
1270,0.9575032903031886,0.8573192742471739
1273,0.6729400224215246,0.3228400225954766
1274,0.7255481236174195,0.49305594101916944
1276,0.4774388108486711,0.18767395008810467
1278,0.8518518518518519,0.6585632183908046
1279,0.5557156279361102,0.2212066095320303
1280,0.8208595066646238,0.6296627648697246
1284,0.6704137343103824,0.3742116996417027
1286,0.6111985119240415,0.39028261181286095
1293,0.6531931529418336,0.2771929824561403
1294,0.7777939220804808,0.5532053005053219
1295,0.47497310930603465,0.28346128170894525
1296,0.5224492602707429,0.24120468677458878
1297,0.6584078331204768,0.22923691215616682
1299,0.892000156706039,0.6510866526904262
1301,0.8460382593568156,0.4734904002764261
1303,0.8130649241146711,0.5227196169485816
1307,0.7592059507988964,0.3887573708217023
1310,0.8998386859608589,0.6869240465790826
1318,0.6446786569485956,0.3296167721734395
1319,0.784068361532221,0.419367568136378
1322,0.8430335199372185,0.6165764378802507
1323,0.7612377806997557,0.5977242410739233
1328,0.658705254430721,0.3948591208955282
1329,0.5578814916495081,0.2844218887908208
1335,0.7606902522758796,0.49573318810420897
1340,0.5320031222558299,0.4257249164863618
1342,0.3923851130896422,0.17864744876239128
1345,0.5215738877710708,0.5358738828202582
1347,0.6929411764705883,0.343045843045843
1348,0.66791512568169,0.4258383103553418
1349,0.278155605780426,0.15033384968751667
1351,0.5608382874556628,0.32659682721617667
1355,0.8298573789434084,0.5201203944440541
1357,0.7893813273340833,0.5294976755667091
1359,0.6251151880707045,0.305480542369027
1370,0.5984260556299696,0.5028953333126339
1375,0.4904845787263491,0.3737733978559667
1377,0.6523516027127929,0.386711319986678
1378,0.6327525162111629,0.36594738095764506
1379,0.677203439515341,0.4638154128020153
1381,0.7703477531232519,0.561998489568583
1386,0.6831687392018428,0.33621700879765404
1387,0.3676704014939309,0.17081233698817455
1394,0.893108118718593,0.665706616804391
1395,0.8492190025977501,0.5600308816329604
1396,0.8167420814479638,0.7064264910725593
1400,0.8663573860498092,0.7037556096139399
1401,0.8566619503510817,0.7709865539817524
1403,0.8330257387231847,0.5858958218906176
1404,0.7838775759799426,0.7238235428362774
1405,0.7609110818426856,0.42782821043690605
1412,0.8848700719344226,0.7723874842373604
1415,0.8073348544715899,0.5755859572253168
1416,0.7644889202374655,0.5329197684036394
1418,0.8191307057174015,0.5267357003004953
1420,0.5150491949910554,0.2668165917041479
1424,0.6752354048964219,0.3459090909090909
1425,0.7160108007166831,0.4007232821596431
1426,0.48272279536049423,0.2794832559448431
1430,0.8240015107166463,0.42543001809640446
1431,0.7813895781637717,0.5900543400543401
1432,0.6649594621316987,0.549227363848981
1435,0.5998780653028045,0.4119436931399066
1436,0.8195728065547718,0.494201526130874
1438,0.44339002846923137,
1440,0.8730332028418153,0.6671020533906724
1461,0.5493161264502493,0.24296469845665633
1466,0.7257963977559792,0.3611750491523692
1468,0.7371088339089245,0.5844297173837963
1470,0.8082413383284619,0.6613284864720295
1476,0.6258414693545221,0.4266598077939535
1478,0.6838029617441381,0.4553366252667287
1479,0.6649778709527137,0.28493819449010455
1484,0.5486412811994208,0.298743961352657
1487,0.7460499110406081,0.4446246948823084
1490,0.7975468869616631,0.6592263464708272
1491,0.4856111866464179,0.2666685892500838
1494,0.8491186021339105,0.6035375396784981
1496,0.7272457186773258,0.31413111817344047
1498,0.6241871010082931,0.3372884037335865
1499,0.6697409180512531,0.42096579843353754
1501,0.6912442416996096,0.36416107263462794
1503,0.715009746588694,0.6078787878787879
1508,0.9599378575051369,0.8054701387355836
1512,0.861597486659463,0.6498487812831173
1517,0.849357372110799,0.6438310915089107
1526,0.903888479489069,0.6152492278375306
1528,0.8050562524246735,0.6506868131868131
1533,0.8167733002291826,0.6073273942093541
1534,0.6076382537650142,0.36751644736842104
1536,0.809922509713882,0.5662168670456703
1537,0.7579459038820486,0.5183312750849027
1540,0.9120540881826791,0.6788229517396184
1543,0.8713981069838561,0.6440444819210511
1546,0.6825062771931842,0.5128756358517346
1555,0.6858612027005809,0.4758134412088647
1560,0.7070707070707071,0.42523305618543705
1561,0.4294001179543348,0.25021362971402655
1565,0.6329052449816533,0.2893153358269637
1569,0.8822556675084372,0.6881146409515551
1570,0.5603715170278638,0.3188405797101449
1571,0.7616832779623477,0.6229508196721312
1572,0.7858552225921815,0.5912547783515525
1582,0.7781059792337988,0.5707725082070266
1583,0.92451167095703,0.791692002948222
1584,0.7417812776273935,0.3662938781172742
1585,0.3720364373170774,0.1439185400712059
1589,0.6494153367459601,0.37685245427600667
1593,0.5328703703703703,0.2765376984126984
1594,0.6621082621082621,0.39378293807641634
1596,0.6331238893120081,0.5315539739027284
1597,0.8121444432830118,0.6820962230103477
1602,0.8198938237848744,0.5590447446584267
1607,0.718263146867798,0.3883556891766883
1608,0.7192271957774496,0.4675664700350517
1612,0.6776664908560541,0.30139119317440793
1613,0.7503500658380704,0.42264054830045383
1614,0.4493741646962064,0.3836958072894369
1617,0.357967032967033,0.2315783736647046
1618,0.700725944869458,0.4472890495799235
1619,0.4035714285714285,
1620,0.6973790959304031,0.4991720704863617
1622,0.16161616161616166,
1623,0.7306322934031912,0.3944379732090857
1629,0.7901036512584039,0.4700765552338335
1631,0.669130272489735,0.5272035601492966
1633,0.6150568181818181,0.35695721711315476
1634,0.4727767695099819,0.4373579186663299
1635,0.8028667171214514,0.599391445197754
1636,0.7874510044096031,0.4436761229314421
1638,0.6476800277633177,0.2783953094346353
1639,0.6219711016331269,0.32153828174563426
1641,0.4752201276591521,0.25200739188263827
1642,0.8780145077720207,0.618555012508367
1646,0.7710018382352941,0.3243987076702166
1654,0.4802521839281584,0.2808491277556418
1655,0.6690452285523811,0.3130979760048863
1656,0.46180831065184297,0.19958374958374958
1657,0.7272528433945757,0.4912919896640827
1661,0.5933542662630948,0.213693523178618
1665,0.4296860087803016,0.2295517676210968
1666,0.5078756808415681,0.16697048549696092
1668,0.8246530457166756,0.36406061548923496
1670,0.5753860629877677,0.3819528237159013
1673,0.7995170923878511,0.5197097172191877
1674,0.795187714371574,0.4444197173695338
1682,0.4189138576779026,0.27902043446738806
1683,0.5926442416046879,0.35074017575145566
1684,0.6448688271604939,0.3123070283191129
1702,0.7559344351057677,0.4210021820162124
1705,0.7468748910352523,0.43060069658957634
1706,0.6952748709862384,0.37636069733180555
1709,0.8583333333333333,0.7137727325379358
1712,0.6114585791833844,0.26884278644842025
1716,0.8994146757498458,0.6455236515276039
1721,0.6370793787748059,0.4686155913978495
1722,0.8785289794423938,0.679104339318414
1723,0.7732097142117165,0.4932221009407973
1731,0.42861383877597625,
1733,0.6100879420491299,0.37604390360295875
1737,0.6512096774193549,0.38098752282410225
1739,0.67914653784219,0.3373038332904553
1740,0.8693188525557785,0.6798248040207359
1741,0.5430111229003849,0.2773516298367871
1742,0.7645484418062327,0.46846917698709695
1744,0.7831525676926994,0.560510665531586
1745,0.7829086566644339,0.4085686192060961
1751,0.6541760991302276,0.46838624338624335
1752,0.9131964224678135,0.828553726323243
1758,0.3043478260869565,
1759,0.724024221184157,0.4624491669946216
1762,0.5569596378725009,0.24991755111830666
1765,0.8447204968944101,0.5609129285898429
1766,0.8085714285714286,0.6257081707163541
1768,0.8047707211250748,0.6350036913990402
1769,0.666973394510832,0.4221747920227997
1772,0.5689611017841392,0.39058319957196364
1773,0.5581035384559243,0.3018298434257687
1780,0.5633368882569025,0.29839867109634555
1781,0.5789473684210527,0.3141891891891892
1783,0.6762087053733639,0.49901449181705093
1785,0.6950768775872265,
1791,0.5742410674872933,0.2192914067914068
1794,0.6559899578242412,0.2958479763169604
1796,0.8531934390818923,0.5403373927934614
1813,0.4628045923149016,
1814,0.7655919894366197,0.44595549275874247
1815,0.5916005291005291,
1816,0.6120543293718166,0.4330929487179487
1818,0.806836130801734,0.3988180318966378
1822,0.7492063492063492,0.48027777777777775
1823,0.8142596995295666,0.608666960563411
1825,0.8572840203274985,0.6197842022897619
1827,0.6781299840510366,0.49934352187385117
1831,0.6053646721090876,0.33232796820949706
1836,0.6708810307590864,0.28215382833178876
1837,0.8757606287622985,0.8808332792340385
1839,0.5192307692307693,0.39272030651341
1840,0.7440547574177864,0.41159057846033864
1843,0.6510254749568221,0.3004912920939237
1848,0.3308308308308308,0.09215916413513761
1855,0.7715611589182833,0.6142076413104451
1858,0.4026977316555568,0.2624028360901749
1861,0.5983278485972401,0.2289811383172748
1867,0.45611691772584506,0.22179296710495533
1868,0.5846646192643479,0.3294101103845883
1871,0.634223553657552,0.4007080822200325
1875,0.6959293394777266,0.49377018920166127
1876,0.8176141215106731,0.49357220950141306
1879,0.8048063973063972,0.5177179305457122
1881,0.7863260994814673,0.4487847037549197
1882,0.7050435840795757,0.5469582136636277
1884,0.7610062893081762,0.5356974248927039
1885,0.7434725485174752,0.4861058051987329
1888,0.7809152127333945,0.5390191897654585
1889,0.7273229809466387,0.3905082571749239
1890,0.8256613756613757,0.5592436974789916
1896,0.6297760210803689,0.3659734779987944
1898,0.6623132360116575,0.4439927689560736
1899,0.7918834200346805,0.3807941424950718
1900,0.6273021403683425,0.2679103510817463
1902,0.7461682242990655,0.5861041839844833
1903,0.5696759776536313,0.16633404609170827
1904,0.6011562418410354,0.28963852813852814
1906,0.5932017543859649,0.4687009419152276
1907,0.8209728867623605,0.4408146490707338
1912,0.509090909090909,0.20179211469534047
1917,0.6890946593767953,0.4510197578075206
1919,0.5464345346289592,0.4237268639548259
1920,0.7942789968652038,0.5244991143826045
1921,0.8018867924528302,0.4816677588466579
1927,0.7843137254901961,0.6130050505050505
1934,0.6972052862835927,0.4529250060702764
1936,0.47035973653099133,0.18189162616139487
1968,0.5689371150265006,0.3148148148148149
1969,0.7778243476710454,0.40365018907275846
1975,0.9317501947700524,0.7914501721492412
1976,0.6067033661970371,0.3562422930329018
1980,0.7457912457912459,0.45881213931355674
1984,0.6856161963891102,0.3572854122621565
1986,0.6282322097779875,0.329696272143833
1989,0.6205492044218982,0.4157989188231124
1990,0.5918596801859127,0.3263231818167725
1996,0.667141671278362,0.3457415603059296
1998,0.3645351920600045,0.16763392857142856
1999,0.5166894576041026,0.24271197057447638
2002,0.8257604581929541,0.619905564285359
2007,0.6787402406990227,0.2680160326870566
2009,0.6574407342968163,0.3521936116692046
2012,0.8845498599227682,0.8163178733031675
2013,0.7521043827801477,0.4026135244671436
2017,0.7128889369057909,0.43859649122807015
2021,0.2939997647747448,0.15269033757799128
2023,0.8267245286563645,0.5456543144819792
2025,0.8068060367154717,0.40869549510881503
2026,0.8590625000000001,0.6290178892808294
2027,0.7710155231448147,0.5245603708109641
2028,0.6758276232116995,0.3951293582255348
2030,0.6784674265745901,0.42200932869946955
2031,0.7844827586206897,0.6603260869565217
2032,0.5244105205567196,0.23844046376235217
2035,0.8721230434379921,0.8057615044591373
2036,0.6764069861251703,0.5070551074387392
2037,0.785502628999198,0.5357769357939541
2045,0.6264349489795918,0.32914403750638255
2046,0.7688242553307378,0.43573576403464437
