ID,wt_a,dhh_a,m/w,log
2055,0.772284188339313,0.4692548477466161,0.61,-0.7131188522118385
2057,0.5361508619924364,0.3290572687527362,0.61,-0.7131188522118385
2059,0.5849282296650717,0.3701160541586074,0.63,-0.6665762662748083
2060,0.7548865265169613,0.4607939612004887,0.61,-0.7131188522118385
2061,0.4697365150385284,0.2531645569620253,0.54,-0.888968687611256
2062,0.7054756931810644,0.4675030298464229,0.66,-0.5994620704162712
2068,0.7133518784684587,0.5182087480287088,0.73,-0.4540316308947075
2072,0.6535558630162694,0.4578778719364586,0.7,-0.5145731728297583
2073,0.7051282051282052,0.5452461607949413,0.77,-0.3770696490798233
2074,0.8099173553719008,0.4013947937644514,0.5,-1.0
2080,0.6971207279799944,0.42128707202564986,0.6,-0.7369655941662062
2082,0.7265077964107091,0.4714285714285714,0.65,-0.6214883767462702
2083,0.7831062393747938,0.6084181443556445,0.78,-0.3584539709124763
2086,0.6675312439082501,0.3238159777125217,0.49,-1.0291463456595165
2087,0.5150132116262311,0.2890835639675029,0.56,-0.8365012677171204
2088,0.9021739130434784,0.7340771634133059,0.81,-0.3040061868900999
2089,0.8037758488160633,0.6192698223084963,0.77,-0.3770696490798233
2093,0.2909798146763055,0.11828104977262105,0.41,-1.286304185156641
2098,0.32459429975825205,0.1986642698424587,0.61,-0.7131188522118385
2100,0.6819577499385899,0.3480009153617314,0.51,-0.9714308478032291
2101,0.7411764705882353,0.4561372479660418,0.62,-0.6896598793878495
2102,0.6664338484665163,0.40343764485079503,0.61,-0.7131188522118385
2104,0.6320589705147426,0.5045999608401378,0.8,-0.3219280948873623
2107,0.867996263225358,0.493839380632365,0.57,-0.8109661756099832
2109,0.4067649876082498,0.2199031584277486,0.54,-0.888968687611256
2115,0.7534013605442177,0.3829831932773109,0.51,-0.9714308478032291
2117,0.8126686454398273,0.5542788811479671,0.68,-0.5563933485243852
2119,0.5917790404517629,0.3656244058818516,0.62,-0.6896598793878495
2120,0.5987190197716513,0.2569045780811656,0.43,-1.217591435072627
2121,0.7614678899082569,0.5467265943012212,0.72,-0.47393118833241243
2135,0.6517922008248482,0.4957174532784289,0.76,-0.3959286763311392
2136,0.8794258373205741,0.8370504599944243,0.95,-0.07400058144377693
2137,0.8901910023191488,0.6166172906005924,0.69,-0.5353317329965557
2144,0.6549413915474782,0.4015590288797207,0.61,-0.7131188522118385
2152,0.7561373873873873,0.5172413793103448,0.68,-0.5563933485243852
2153,0.4458991143627262,0.2660900612515005,0.6,-0.7369655941662062
2154,0.3036664670146317,0.15774847386126573,0.52,-0.9434164716336325
2157,0.6787610877684407,0.4329529587365785,0.64,-0.6438561897747246
2158,0.5964285714285715,0.32150900900900903,0.54,-0.888968687611256
2159,0.6817280383080093,0.4058181715935581,0.6,-0.7369655941662062
2161,0.6189415156240328,0.3461063192493629,0.56,-0.8365012677171204
2164,0.7635645036578838,0.5735527822092612,0.75,-0.4150374992788438
2165,0.8679123705852834,0.5927710121756699,0.68,-0.5563933485243852
2168,0.7046305264608665,0.4260977061698717,0.6,-0.7369655941662062
2175,0.7971014492753623,0.6293749538506977,0.79,-0.3400754415976217
2177,0.4909578335150855,0.2283312227381455,0.47,-1.0892673380970874
2178,0.5825245998389428,0.3020015750180601,0.52,-0.9434164716336325
2179,0.7107053347654851,0.3191247276305616,0.45,-1.15200309344505
2181,0.6769002128794535,0.43025875237899,0.64,-0.6438561897747246
2182,0.6532019704433498,0.4592244418331375,0.7,-0.5145731728297583
2188,0.8259271048862009,0.6720180257803636,0.81,-0.3040061868900999
2189,0.3994921805171568,0.21485257175014985,0.54,-0.888968687611256
2192,0.7992991209313376,0.570340590750106,0.71,-0.49410907027004275
2193,0.7604166666666666,0.6663863779693084,0.88,-0.18442457113742744
2197,0.7092331118493909,0.4505297334244702,0.64,-0.6438561897747246
2198,0.7333554444331054,0.4736935868432548,0.65,-0.6214883767462702
2203,0.8602817386111725,0.7135267813092313,0.83,-0.2688167584278
2208,0.5261311972288374,0.3229941291585127,0.61,-0.7131188522118385
2212,0.7810782143884432,0.3939109687467924,0.5,-1.0
2213,0.7538329010876098,0.34355081493146833,0.46,-1.1202942337177118
2218,0.3547880988858424,0.22140212123825806,0.62,-0.6896598793878495
2221,0.4474125981290184,0.18186761552413888,0.41,-1.286304185156641
2222,0.5572737941343336,0.349238390059534,0.63,-0.6665762662748083
2223,0.5451559934318555,0.2805228765921112,0.51,-0.9714308478032291
2224,0.6837695091194853,0.3894628099173554,0.57,-0.8109661756099832
2225,0.8868191986533478,0.6021101071889556,0.68,-0.5563933485243852
2227,0.7997304648193837,0.6186871034997854,0.77,-0.3770696490798233
2234,0.7878936304332194,0.5971845633306683,0.76,-0.3959286763311392
2239,0.7139675915757621,0.4437940955059786,0.62,-0.6896598793878495
2246,0.8322492552135055,0.6266093229744728,0.75,-0.4150374992788438
2248,0.7687516428895742,0.4857543125839977,0.63,-0.6665762662748083
2251,0.7705527994330261,0.6019470725353078,0.78,-0.3584539709124763
2255,0.8549181266460552,0.6475503663003663,0.76,-0.3959286763311392
2256,0.9054399129465004,0.7490792346061441,0.83,-0.2688167584278
2258,0.8046892438368722,0.62777147172878,0.78,-0.3584539709124763
2260,0.6058673469387755,0.375,0.62,-0.6896598793878495
2265,0.7126302648719063,0.3856067118795173,0.54,-0.888968687611256
2271,0.8823529411764706,0.634469696969697,0.72,-0.47393118833241243
2280,0.6700772088703123,0.3718693808843119,0.55,-0.862496476250065
2282,0.9841762266217072,0.9311979151588636,0.95,-0.07400058144377693
2287,0.7461541730409655,0.5237134793554519,0.7,-0.5145731728297583
2289,0.5633255633255634,0.21167401711334768,0.38,-1.3959286763311392
2290,0.6441459774793108,0.4072145399381528,0.63,-0.6665762662748083
2292,0.5705938697318007,0.3252408912978019,0.57,-0.8109661756099832
2294,0.7032421361774481,0.5008047901107392,0.71,-0.49410907027004275
2298,0.4955402952087774,0.25,0.5,-1.0
2303,0.8327956182472989,0.5938000561454497,0.71,-0.49410907027004275
2306,0.7577921811501687,0.3653837060669479,0.48,-1.0588936890535685
2310,0.6712634545386134,0.3741711759439611,0.56,-0.8365012677171204
2314,0.7556285067659956,0.5148250906720596,0.68,-0.5563933485243852
2337,0.7130054806695305,0.3943204530313125,0.55,-0.862496476250065
2338,0.9503474364386142,0.747645493462918,0.79,-0.3400754415976217
2339,0.8249506903353057,0.7072769084838557,0.86,-0.2175914350726268
2341,0.8056966452750995,0.5624083264682835,0.7,-0.5145731728297583
2343,0.8103807754491221,0.560790136482761,0.69,-0.5353317329965557
2344,0.7095720692610434,0.41915377132533865,0.59,-0.7612131404128835
2346,0.7636975700355981,0.5984284076882385,0.78,-0.3584539709124763
2350,0.6892174916004555,0.2991351303164244,0.43,-1.217591435072627
2368,0.6800426470634786,0.42319561118275856,0.62,-0.6896598793878495
2376,0.8685560053981107,0.7721493181447516,0.89,-0.16812275880832692
2378,0.5959306335599566,0.32535761340109165,0.55,-0.862496476250065
2379,0.8580923974209,0.6591016357389963,0.77,-0.3770696490798233
2387,0.7522333193498768,0.5649253731343283,0.75,-0.4150374992788438
2391,0.3355107390495517,0.12594075822399936,0.38,-1.3959286763311392
2396,0.4845633039945836,0.20655153508771928,0.43,-1.217591435072627
2397,0.8529411764705882,0.6814798470138276,0.8,-0.3219280948873623
2398,0.5489603966064047,0.22661738297810605,0.41,-1.286304185156641
2400,0.6522790168050363,0.4872339800685086,0.75,-0.4150374992788438
2404,0.7997674823521025,0.6348956674100033,0.79,-0.3400754415976217
2408,0.8828355459491324,0.5996719767460743,0.68,-0.5563933485243852
2409,0.5443329121292577,0.2627347625797307,0.48,-1.0588936890535685
2411,0.8115064440098292,0.6309259294456104,0.78,-0.3584539709124763
2413,0.6553724504877327,0.3365629937476561,0.51,-0.9714308478032291
2414,0.6499703226768774,0.2628676865487748,0.4,-1.3219280948873622
2417,0.5192026540710751,0.4208333333333332,0.81,-0.3040061868900999
2419,0.8212465414300276,0.4490196078431372,0.55,-0.862496476250065
2422,0.7400537634408602,0.5713234028720576,0.77,-0.3770696490798233
2423,0.4651215901215901,0.33223251133698906,0.71,-0.49410907027004275
2424,0.5334907044697657,0.2340142592137317,0.44,-1.1844245711374275
2425,0.7090504227053139,0.5227019012733298,0.74,-0.4344028241457749
2428,0.5971347134713472,0.20333145645645645,0.34,-1.5563933485243853
2431,0.6739130434782609,0.4074100513992005,0.6,-0.7369655941662062
2433,0.4157805823313128,0.12716785301027386,0.31,-1.6896598793878495
2434,0.6872631578947368,0.3774286048689138,0.55,-0.862496476250065
2435,0.5958964230853632,0.4490710560625815,0.75,-0.4150374992788438
2440,0.4272510435301133,0.392301603008114,0.92,-0.12029423371771177
2442,0.9491509218266092,0.8921568627450981,0.94,-0.08926733809708741
2449,0.6155614377263863,0.300783794266812,0.49,-1.0291463456595165
2451,0.6643712506296653,0.4452379705743757,0.67,-0.5777669993169522
2452,0.7396885666787987,0.424437424873508,0.57,-0.8109661756099832
2454,0.6391648058314725,0.3246822356017758,0.51,-0.9714308478032291
2456,0.6894213578685737,0.3948980895789406,0.57,-0.8109661756099832
2457,0.8136242710407159,0.5518942587908104,0.68,-0.5563933485243852
2458,0.836187891363148,0.6537323727468811,0.78,-0.3584539709124763
2460,0.8126045433688747,0.5555059675518175,0.68,-0.5563933485243852
2468,0.5369288164158255,0.2494333557405588,0.46,-1.1202942337177118
2475,0.7776243447129523,0.3783967391304348,0.49,-1.0291463456595165
2476,0.7120623941276115,0.4887218045112782,0.69,-0.5353317329965557
2481,0.7774003596913617,0.3573772084341541,0.46,-1.1202942337177118
