ID,wt1,Assigned_gene_name,wt2,pat1_1,pat1_2
255,0.7250922509225092,YBR022W,0.7102803738317757,0.5661664392905866,0.604306864064603
258,0.4861111111111111,YBR024W,0.5575221238938053,0.4409090909090909,0.4539007092198582
260,0.7402234636871509,YBR030W,0.7660256410256411,0.5046728971962616,0.581081081081081
261,0.7769854132901135,YBR031W,0.7683556108175319,0.5709081773646527,0.5926630722063643
273,0.6156126482213439,YBR038W,0.6441495778045838,0.5060240963855421,0.5279069767441861
276,0.7727965843244892,YBR039W,0.7454398054316984,0.6351902173913043,0.6748040988547318
278,0.7912578055307761,YBR041W,0.8261363636363637,0.5391566265060241,0.6148459383753502
288,0.5657894736842105,YBR048W,0.589041095890411,0.3253012048192771,0.3670886075949367
289,0.8398686016050564,YBR048W,0.8265978950303199,0.7283658584663907,0.7568684593985958
298,0.6585365853658537,YBR054W,0.6711409395973155,0.4812030075187971,0.5858585858585859
299,0.6404241645244216,YBR054W,0.6280417149478563,0.44567474048442907,0.5038412291933418
301,0.6231155778894473,YBR056W,0.5920000000000001,0.4409722222222222,0.4579439252336449
305,0.6356589147286822,YBR056W-A,0.6304700162074555,0.3807260155574762,0.4257343814646256
313,0.6654888103651354,YBR071W,0.6764199655765921,0.3806818181818182,0.4162870159453303
318,0.7042253521126759,YBR072W,0.7717391304347826,0.4967405475880052,0.5688439129101502
320,0.8168812589413448,YBR073W,0.8487229862475442,0.6771894093686355,0.7202216066481995
321,0.6807187284035936,YBR074W,0.6598984771573604,0.4617691154422789,0.5092198581560283
324,0.4984150387025433,YBR078W,0.4905814237951562,0.4035659040950908,0.4144910281486521
331,0.4051724137931034,YBR083W,0.4063926940639269,0.2413087934560328,0.3006263048016701
333,0.7553571428571428,YBR084W,0.7622884770346495,0.583739837398374,0.6060991105463787
334,0.7675438596491229,YBR085W,0.6685082872928176,0.4259818731117825,0.5666666666666667
339,0.8792710706150342,YBR087W,0.8512820512820513,0.7632311977715878,0.7630769230769231
344,0.7567567567567568,YBR094W,0.7452830188679245,0.6258503401360545,0.6428571428571429
345,0.3422025129342203,YBR096W,0.30300807043286865,0.12822349570200572,0.15034744156664562
346,0.8116591928251121,YBR097W,0.845,0.7094594594594594,0.7005988023952096
348,0.5414012738853503,YBR103W,0.6489361702127661,0.26666666666666666,0.19827586206896552
350,0.6865671641791045,YBR104W,0.7055476529160741,0.6127864897466827,0.7004889975550123
352,0.7428035043804756,YBR106W,0.7220230232119268,0.4675885911840968,0.5267105744603
356,0.6388888888888888,YBR108W,,0.5609756097560976,0.5426829268292683
357,0.6512968299711815,YBR110W,0.6956521739130435,0.39130434782608703,0.4629258517034068
358,0.7784090909090909,YBR110W,0.8012139605462822,0.5822368421052632,0.6347554630593132
360,0.7986013986013986,YBR111W-A,0.7660550458715596,0.5378304466727438,0.5939044481054365
362,0.8608247422680413,YBR114W,,0.7015706806282722,0.7303921568627451
367,0.7615281224152192,YBR118W,0.7599498106894427,0.5326234935010963,0.5750366078021552
369,0.5886524822695035,YBR119W,0.5555555555555556,0.35294117647058826,0.3630573248407643
373,0.8220151998038735,YBR126W-A,0.8169432747089422,0.7114716106604867,0.7211804488164771
376,0.7666666666666667,YBR131W,0.7352941176470589,0.5428571428571428,0.6263736263736264
378,0.6679352997145576,YBR135W,0.6659167604049494,0.5319516407599311,0.5908607863974495
379,0.6733668341708543,YBR136W,0.6666666666666666,0.3739130434782609,0.4433962264150944
381,0.9432558139534885,YBR137W,0.9372026641294006,0.8531504065040649,0.8538175046554934
384,0.8987479586281981,YBR139W,0.8872901678657075,0.5905490303195848,0.6577111857401189
385,0.775,YBR141W-A,,0.6844919786096256,0.7135135135135136
386,0.4223744292237443,YBR142W,0.4108761329305136,0.4127659574468085,0.4568421052631579
388,0.5724907063197026,YBR145W,0.5905172413793104,0.2493765586034913,0.327217125382263
390,0.3952180028129395,YBR146W,0.3848288621646623,0.2473572938689217,0.27892976588628765
393,0.5703764320785597,YBR149W,0.5630712979890311,0.44603033006244425,0.4647809206877426
394,0.7138339920948616,YBR151W,0.7341389728096677,0.5629955947136563,0.5945347119645494
398,0.7524271844660194,YBR153W,0.8097345132743363,0.5904255319148937,0.6619718309859155
400,0.7423780487804879,YBR155W,0.718804920913884,0.5964912280701754,0.7027027027027027
407,0.8873994638069705,YBR158W,0.8748874887488749,0.767491926803014,0.7926829268292683
408,0.7116747482282729,YBR159W,0.7057156353330184,0.6788617886178862,0.6889632107023411
409,0.5209003215434084,YBR160W,0.5257009345794392,0.2914653784219002,0.3984126984126984
410,0.6612244897959184,YBR161W,0.6885245901639344,0.39375,0.5076923076923077
413,0.6912751677852349,YBR162W-A,0.6386554621848739,0.39226519337016574,0.6235294117647059
414,0.9013329247740156,YBR162W-A,0.9017642341619888,0.804162072767365,0.8375368929433861
415,0.5289256198347108,YBR163W,0.61,0.4241245136186769,0.5064516129032258
418,0.8074534161490683,YBR165W,0.8315018315018315,0.6579634464751958,0.7427184466019418
424,0.7480916030534351,YBR168W,0.7941176470588235,0.660377358490566,0.6771653543307087
426,0.543369890329013,YBR171W,0.5754614549402823,0.4553706505295008,0.4833456698741673
429,0.6882129277566539,YBR175W,0.6695652173913044,0.5241545893719807,0.5668934240362812
431,0.816793893129771,YBR176W,0.7448275862068966,0.6067415730337079,0.6666666666666666
436,0.8835227272727273,YBR183W,0.8756218905472637,0.7577969475779694,0.7950760318609703
440,0.7409349060725208,YBR187W,0.683153588694682,0.4997974888618874,0.5416248746238717
441,0.6239699084043989,YBR189W,0.6329531927965288,0.5006811989100818,0.5105855520848828
444,0.624777997665804,YBR191W,0.619638521715673,0.4293172528228581,0.4283806343906511
446,0.8743961352657005,YBR192W,0.8762886597938144,0.7647058823529411,0.7639751552795031
447,0.5299539170506913,YBR194W,0.5053763440860215,0.3653250773993808,0.4708860759493671
454,0.7328308207705193,YBR199W,0.7554038680318543,0.5997248968363136,0.6371069182389937
455,0.6531165311653117,YBR200W,0.6458333333333334,0.5028571428571429,0.5415472779369628
456,0.5555555555555556,YBR201W,0.4816753926701571,0.4119496855345912,0.4229390681003584
458,0.5736196319018405,YBR202W,0.6484375,0.4828897338403042,0.5340501792114696
464,0.8872062663185378,YBR205W,0.8789808917197452,0.7808471454880295,0.7815726767275616
465,0.4821958456973294,YBR207W,0.4991394148020654,0.25304136253041365,0.2879640044994376
468,0.7285067873303167,YBR210W,0.6428571428571429,0.5617021276595745,0.5610687022900763
469,0.8421599169262719,YBR210W,0.856156501726122,0.7226720647773279,0.7641791044776121
471,0.7311827956989247,YBR212W,0.7610062893081762,0.5821428571428572,0.6348684210526315
472,0.7317073170731707,YBR213W,,,0.7263157894736842
473,0.8758434547908233,YBR214W,0.8914027149321267,0.7328629032258065,0.7794253938832252
480,0.5319148936170213,YBR228W,0.573170731707317,0.4133333333333333,0.48
482,0.11052631578947368,YBR230W-A,0.17142857142857146,0.060431654676259,0.0763888888888889
484,0.5075431034482759,YBR233W-A,0.4985915492957746,0.2988298829882988,0.3646770237121831
485,0.8175487465181058,YBR235W,0.7905844155844156,0.6727605118829981,0.6995305164319249
486,0.2362204724409449,YBR237W,0.2727272727272727,0.12669683257918551,0.21052631578947367
491,0.5156037991858887,YBR242W,0.4809384164222874,0.4146341463414634,0.4627092846270928
494,0.7392197125256673,YBR244W,0.7611940298507462,0.6041979010494752,0.6265060240963856
495,0.5738636363636364,YBR246W,0.5604026845637584,0.31746031746031744,0.3927272727272727
499,0.7473118279569892,YBR251W,0.73,0.6123348017621145,0.6301075268817204
500,0.9136256235232344,YBR252W,0.8978149100257069,0.8128087508821453,0.8267276422764228
502,0.7332382310984308,YBR253W,0.6824224519940916,0.4096573208722741,0.5078236130867709
503,0.4478527607361963,YBR255W,0.4391891891891892,0.2222222222222222,0.2782258064516129
507,0.8501872659176031,YBR257W,0.8317307692307693,0.7342657342657343,0.7033639143730887
508,0.5443037974683544,YBR259W,0.6103896103896104,0.38333333333333336,0.4864864864864865
509,0.7227027027027026,YBR263W,0.7541100786275912,0.5765877957658779,0.6313131313131313
510,0.6971235194585449,YBR265W,0.6933045356371489,0.4419642857142857,0.4991334488734835
511,0.5784615384615385,YBR267W,0.5882352941176471,0.44711538461538464,0.5114155251141552
513,0.4946043165467626,YBR268W,0.4800301431801055,0.3363572923935799,0.3505282784338098
517,0.4681818181818182,YBR271W,0.477124183006536,0.2328767123287671,0.2323232323232323
518,0.8830645161290323,YBR274W,0.8258706467661692,0.6379310344827587,0.6968325791855203
519,0.6530612244897959,YBR278W,0.6010928961748634,0.5164644714038128,0.5105932203389829
522,0.7477477477477478,YBR279W,0.7925531914893617,0.4784240150093809,0.5867158671586716
526,0.42830540037243947,YBR282W,0.3820224719101124,0.14516129032258066,0.16940451745379878
532,0.572407883461868,YBR286W,0.5723830734966593,0.3624641833810888,0.4008264462809917
535,0.8005186946185433,YBR287W,0.7918297455968689,0.6946407030846115,0.7388453833545803
542,0.7208121827411168,YBR290W,0.7504725897920604,0.52,0.5620860927152318
546,0.7391304347826086,YBR293W,,0.6129032258064516,0.6530612244897959
553,0.6883116883116883,YBR295W,0.6194029850746269,0.476923076923077,0.5127388535031847
557,0.7617021276595745,YBR297W,0.8313953488372093,0.6495327102803738,0.6800766283524904
565,0.5717821782178217,YCL063W,0.6267806267806267,0.3155339805825243,0.3799126637554585
566,0.922509225092251,YCL058W-A,0.9466882067851372,0.8460291734197731,0.8663257852447042
569,0.5793918918918919,YCL057W,0.536663124335813,0.2887453874538745,0.3114186851211073
570,0.6238532110091743,YCL055W,0.6575342465753424,0.4140845070422535,0.4771573604060914
577,0.6343126967471143,YCL054W-A,0.6240126382306477,0.35526315789473684,0.3744769874476988
578,0.8901515151515151,YCL054W,0.8585526315789473,0.6546463245492372,0.6960651289009498
579,0.6424242424242425,YCL051W,0.6323529411764706,0.6045627376425855,0.5671232876712329
593,0.7093023255813954,YCL042W,0.6865671641791045,0.5428571428571428,0.5684210526315789
594,0.6770583533173461,YCL040W,0.6607773851590106,0.588663967611336,0.6062251176257691
598,0.9248554913294798,YCL039W,,0.8491803278688524,0.8421052631578947
602,0.4732142857142857,YCL036W,0.5123674911660777,0.2905982905982906,0.38333333333333336
605,0.6674259681093394,YCL034W,0.7009345794392523,0.5227765726681128,0.5344506517690876
606,0.7918781725888325,YCL032W,0.760797342192691,0.5880551301684533,0.6041958041958042
610,0.7869700103412617,YCL028W,0.7844243792325056,0.7588235294117647,0.7704609595484478
612,0.4788732394366197,YCL027W,0.5555555555555556,0.4408602150537633,0.4700854700854701
615,0.8296703296703297,YCL024W,0.7875,0.6206896551724138,0.5851393188854489
619,0.84375,YCL019W,0.8549450549450549,0.6494252873563219,0.8455882352941176
623,0.836627140974967,YCL018W,0.8149659863945579,0.7039473684210527,0.6986754966887417
626,0.5286885245901639,YCL014W,0.4336734693877551,0.25925925925925924,0.38461538461538464
628,0.8582507942440666,YCL005W-A,0.851609719995066,0.7683458464519254,0.7524271844660194
630,0.6259124087591241,YCL005W,0.6167315175097277,0.4124668435013263,0.44397759103641454
632,0.8294573643410853,YCL004W,,0.8291139240506329,0.8342857142857143
634,0.7367545076282941,YCL001W,0.728072837632777,0.5115577889447236,0.5650199782055939
640,0.7719298245614035,YCR003W,0.7535287730727471,0.4488491048593351,0.4640943193997856
650,0.7660961695191524,YCR008W,0.7650453421269581,0.5824561403508772,0.606
655,0.6742255325205181,YCR012W,0.6613303978612989,0.3625901048492792,0.4272989100006557
662,0.6871165644171779,YCR016W,0.6351351351351351,0.3359375,0.4163636363636364
667,0.690677966101695,YCR019W,0.6666666666666666,0.5016835016835017,0.5875
669,0.3781925343811395,YCR020W-B,0.33981693363844395,0.16241610738255033,0.2022551092318534
683,0.6896551724137931,YCR032W,0.6415094339622641,0.3678160919540229,0.4329896907216495
684,0.7706855791962175,YCR033W,0.7474048442906575,0.33573141486810554,0.4844444444444445
685,0.8863232682060391,YCR034W,0.8828534031413613,0.8545400238948626,0.859980462390101
686,0.6316872427983539,YCR036W,0.6372795969773299,0.4491315136476427,0.5383734249713631
696,0.6470588235294118,YCR048W,0.6230769230769231,0.3951149425287357,0.4792560801144492
699,0.7984790874524715,YCR051W,0.7809452363090773,0.6733561058923997,0.7054133445237096
700,0.7037974683544304,YCR052W,0.7416107382550335,0.5207253886010362,0.5445783132530121
702,0.3420647149460709,YCR053W,0.33277870216306155,0.1782048482201354,0.1954487452148022
705,0.56,YCR060W,0.5280898876404494,,
706,0.7720075997466751,YCR060W,0.7551020408163265,0.4749903063202792,0.5243996901626646
707,0.8049180327868852,YCR061W,0.8204081632653061,0.6785714285714286,0.7066381156316917
713,0.6592592592592592,YCR063W,0.5982905982905983,0.5039370078740157,0.6025641025641025
720,0.4985994397759104,YCR068W,0.4812286689419795,0.3093333333333333,0.3942857142857143
721,0.6893874029335634,YCR069W,0.6544622425629291,0.43605546995377503,0.4896449704142012
723,0.9292035398230089,YCR073W-A,0.8963815789473685,0.8137347130761995,0.8142470694319206
727,0.8878695208970439,YCR075W-A,0.914580265095729,0.8112244897959183,0.8628640776699029
729,0.7409836065573772,YCR079W,0.7227272727272728,0.5020080321285141,0.5733333333333334
731,0.8181818181818182,YCR081W,0.8086124401913876,0.5483870967741935,0.6535087719298246
732,0.674934036939314,YCR082W,0.6783707865168539,0.5429173249078463,0.5502927088877062
733,0.7709790209790209,YCR083W,0.7494456762749445,0.5676795580110497,0.5885850178359097
736,0.5547945205479452,YCR086W,0.4678899082568808,0.30666666666666664,0.3146551724137931
739,0.26,YCR088W,0.2552083333333333,0.11780455153949128,0.13746223564954682
741,0.6666666666666666,YCR089W,0.6307692307692307,0.3902439024390244,0.4598540145985402
747,0.3924812030075188,YCR093W,0.4027415143603133,0.14571244358478402,0.15888382687927108
750,0.8553092182030338,YCR094W,0.8773722627737226,0.6283783783783784,0.7131242740998839
754,0.33240997229916897,YCR097W,0.3209509658246657,0.17037037037037034,0.20021528525296006
770,0.760797342192691,YCR106W,0.7393617021276596,0.5062761506276151,0.5546218487394958
782,0.41975308641975306,YDL241W,0.5507246376811594,0.4262295081967213,0.3411764705882353
784,0.696969696969697,YDL241W,0.625,0.4265060240963856,0.5228519195612431
786,0.8021978021978022,YDL240W,0.7913669064748201,0.6961325966850829,0.7341772151898734
788,0.4294554455445545,YDL237W,0.38836477987421386,0.2258064516129032,0.3067993366500829
790,0.6349397590361445,YDL236W,0.6632782719186785,0.4725274725274725,0.484984984984985
793,0.5780346820809249,YDL233W,0.6099290780141844,0.3287037037037037,0.3980582524271845
794,0.8343984440122256,YDL232W,0.8531605810757754,0.6005873715124816,0.6595829991980754
796,0.6188524590163934,YDL230W,0.6170212765957447,0.4055201698513801,0.4707070707070707
797,0.7927068554351435,YDL229W,0.8000521376433786,0.595676119053199,0.6150420583869372
806,0.7018072289156626,YDL225W,0.7446043165467626,0.5824175824175825,0.6648936170212766
810,0.6189697465249386,YDL219W,0.6019945602901179,0.4141004862236629,0.4300922640170334
818,0.8518919984233346,YDL212W,0.8440763052208835,0.5393273305084746,0.6092106509997157
826,0.6075965287385234,YDL208W,0.5925861468847894,0.3911890936632164,0.4433147262094631
827,0.7963525835866262,YDL207W,0.7666666666666667,0.55,0.607981220657277
828,0.71,YDL206W,0.7578947368421053,0.5569620253164557,0.6521739130434783
829,0.8164556962025317,YDL204W,0.7669902912621359,0.6587301587301587,0.6916666666666667
830,0.5192307692307693,YDL204W,,0.3683148335015136,0.4335971855760774
831,0.8131868131868132,YDL202W,0.7861915367483296,0.616551724137931,0.6821106821106822
832,0.7253613666228647,YDL201W,0.7159277504105089,0.527599486521181,0.5892053973013494
836,0.6762028608582574,YDL195W,0.6974865350089766,0.527603513174404,0.5735397607318791
839,0.6506024096385542,YDL194W,,0.5505617977528089,0.5098039215686274
840,0.4608985024958402,YDL193W,0.4772234273318872,0.22033898305084745,0.2555994729907773
841,0.5166666666666667,YDL193W,,0.6716417910447762,0.6301369863013698
842,0.6562762384550798,YDL192W,0.6399906944282889,0.5421003717472119,0.5295101068949795
845,0.3928548027781418,YDL191W,0.3981187745413404,0.28872048878870565,0.3048629087643299
847,0.3962264150943397,YDL189W,0.4405594405594406,0.29927007299270075,0.3160762942779292
849,0.7096378146101903,YDL185W,0.705837173579109,0.430045871559633,0.4733656174334141
852,0.5187319884726225,YDL182W,0.5028376844494892,0.41646489104116224,0.4444444444444444
854,0.7434008594229589,YDL181W,0.7233614060783595,0.6489908256880734,0.6507520111927247
855,0.6068376068376068,YDL180W,0.6923076923076923,0.4772727272727273,0.5
856,0.5142857142857142,YDL179W,0.4489795918367347,,0.3291139240506329
857,0.5964912280701754,YDL179W,0.635,0.32515337423312884,0.3888888888888889
858,0.6502732240437158,YDL178W,0.6067708333333334,0.4631901840490798,0.5364583333333334
861,0.3538461538461539,YDL176W,0.30612244897959184,0.2023809523809524,0.19230769230769232
862,0.7306590257879656,YDL173W,0.7894736842105263,0.5174672489082971,0.5161904761904762
863,0.6368159203980099,YDL170W,0.6356589147286822,0.4538152610441767,0.4908424908424908
864,0.5233333333333333,YDL168W,0.5526838966202783,0.3220338983050847,0.3666666666666665
866,0.3934065934065934,YDL165W,0.43699731903485256,0.2205188679245283,0.25561097256857856
868,0.6989708404802745,YDL161W,0.7105561861520999,0.4893203883495146,0.5139300533491404
871,0.4,YDL159W,0.3972602739726027,0.17410714285714285,0.1808118081180812
873,0.9009287925696594,YDL155W,,0.6483516483516484,0.7681940700808625
875,0.4355179704016913,YDL150W,0.5162907268170426,0.32222222222222224,0.3917748917748918
876,0.6721311475409836,YDL149W,,,0.40384615384615385
877,0.738352464550979,YDL147W,0.7491150442477876,0.5047838997030683,0.5248203242520475
880,0.8561151079136691,YDL146W,0.8150684931506851,0.6410256410256411,0.6375
882,0.686046511627907,YDL143W,0.6660470879801735,0.3331938049393052,0.4081799591002045
883,0.6416510318949343,YDL141W,0.6814404432132964,0.4552845528455284,0.4691119691119691
887,0.8148148148148148,YDL138W,0.7640449438202247,0.5620437956204379,0.5952380952380952
889,0.3839651639344263,YDL137W,0.3794950267788829,0.28218366483283963,0.3305579900671925
891,0.4427193204511574,YDL136W,0.4446541117862399,0.2580994546525548,0.27175582153600203
897,0.6976744186046512,YDL133W,0.6869565217391305,0.5822784810126582,0.6174863387978142
900,0.6221498371335505,YDL132W,0.6036363636363636,0.31419939577039274,0.3879781420765027
901,0.8047619047619048,YDL131W,0.8150887573964497,0.696165191740413,0.75251677852349
902,0.9151376146788992,YDL130W-A,0.8936507936507937,0.8239006113192664,0.8293333333333334
904,0.8190128339656146,YDL130W,0.804849650703655,0.698423861332892,0.7078647372663417
906,0.5729166666666666,YDL129W,0.6602564102564102,0.4024390243902439,0.38392857142857145
907,0.7078606158833063,YDL128W,0.6856571714142928,0.4867743043627619,0.5048613611811307
910,0.6153846153846154,YDL127W,0.6226415094339622,0.4076086956521739,0.42105263157894735
914,0.32408759124087594,YDL124W,0.30491803278688523,0.1983578219533276,0.2147985347985348
917,0.3703703703703704,YDL123W,,,
918,0.7303754266211604,YDL123W,0.7546511627906977,0.5482832618025751,0.5836206896551724
921,0.5737226277372263,YDL122W,0.5578446909667195,0.3495798319327731,0.37949640287769787
922,0.5100671140939598,YDL122W,0.5178571428571429,0.2756410256410257,0.3689839572192513
923,0.7070524412296564,YDL120W,0.7179930795847751,0.5327510917030568,0.6045400238948626
925,0.7978723404255319,YDL117W,0.7786259541984732,0.6060606060606061,0.5852272727272727
926,0.7456896551724138,YDL117W,0.7941176470588235,0.5392156862745098,0.5837320574162679
927,0.6890380313199105,YDL116W,0.6720779220779219,0.55,0.5340314136125655
929,0.37942122186495175,YDL112W,0.3442622950819672,0.2072072072072072,0.24444444444444444
931,0.7652495378927912,YDL108W,0.7857142857142857,0.5739130434782609,0.6612576064908722
940,0.8405172413793104,YDL102W,0.8152173913043478,0.755700325732899,0.6880733944954128
941,0.5813528336380256,YDL099W,0.5983606557377049,0.3808049535603715,0.4118086696562033
942,0.6614060258249641,YDL095W,0.6418786692759295,0.5060483870967742,0.5477031802120141
943,0.3553299492385787,YDL093W,0.3231707317073171,0.2679738562091503,0.15384615384615385
946,0.2925170068027211,YDL092W,0.3121693121693121,0.12164383561643835,0.1459227467811159
949,0.5573122529644269,YDL089W,0.5360824742268041,0.30601092896174864,0.36585365853658536
950,0.5094339622641509,YDL089W,0.5277777777777778,,0.3191489361702128
951,0.8503896103896104,YDL086W,0.8433515482695809,0.7026279391424619,0.7296157450796626
954,0.6631470512490343,YDL084W,0.6581532416502947,0.5373563218390804,0.5558412931667891
