ID,wt_a,xrn_a
400,0.730591484847186,0.7109539928659825
407,0.8811434762779227,0.8124263314409299
408,0.7086951917806457,0.7159793454680808
409,0.5233006280614239,0.4654877473286817
410,0.6748745399799264,0.5496934634314826
413,0.6649653149850544,0.5893723335865817
414,0.9015485794680023,0.8803563897644615
415,0.5694628099173553,0.5224390350018491
418,0.81947762382545,0.8163576105940562
424,0.7711046250561293,0.7513888888888889
426,0.5594156726346476,0.557909430764289
429,0.6788890725739791,0.5786908767069068
431,0.7808107396683338,0.7344566353187043
436,0.8795723089099955,0.8609079451485421
440,0.7120442473836014,0.6084946925301944
441,0.6284615506004638,0.5860342403129281
444,0.6222082596907386,0.5500398404708575
446,0.8753423975297574,0.8244704821991888
447,0.5176651305683564,0.47451714025685104
454,0.7441173444011868,0.6926808380930263
455,0.6494749322493225,0.6194224378258336
456,0.5186154741128564,0.48393058372774395
458,0.6110285659509203,0.5062533469953996
464,0.8830935790191415,0.8558944699576232
465,0.4906676302496974,0.4171431545903005
468,0.6856819650937298,0.5658357513408951
469,0.8491582093261969,0.7393176037423739
471,0.7460945425035505,0.6207687267962437
472,0.7317073170731707,0.791410477127398
473,0.883623084861475,0.8267284658259872
480,0.5525428126621692,0.5387767735545376
482,0.14097744360902256,0.11507926961291409
484,0.5030673263720252,0.45745898228510284
485,0.8040665810512607,0.7643401312705109
486,0.2544738725841088,0.26217858995566085
491,0.49827110780408806,0.49624257183840104
494,0.7502068711882068,0.7087668565449896
495,0.5671331604636973,0.46946521287642784
499,0.7386559139784946,0.6849214669850701
500,0.9057202667744706,0.872079704163581
502,0.7078303415462612,0.6759711520821867
503,0.4435209749626927,0.3418125575885218
507,0.8409590175741861,0.7121195060616297
508,0.5773467039289824,0.49670619235836627
509,0.7384063906651469,0.6952806550659403
510,0.6952140275478469,0.5855382037207947
511,0.5833484162895928,0.5691344301170891
513,0.48731722986343406,0.38602979341845733
517,0.4726530005941771,0.3478896253337016
518,0.8544675814476007,0.7774408537630721
519,0.6270770603323297,0.5067932598993683
522,0.7701504696185547,0.6669051724137931
526,0.40516393614127594,0.2757697815968493
532,0.5723954784792636,0.4854403593124694
535,0.7961742201077061,0.7301476710855551
542,0.7356423862665886,0.6097623318990517
546,0.7391304347826086,0.6999813537199329
553,0.6538573366931576,0.45952044987653295
557,0.7965487382483919,0.7518969126111983
565,0.5992814024992242,0.45983278807706285
566,0.9345987159386941,0.893989417989418
569,0.5580275081138524,0.46755428742273664
570,0.6406937287922584,0.5036945812807883
577,0.6291626674888811,0.5374312061996307
578,0.8743520733652312,0.8072239422084623
579,0.6373885918003566,0.6158195903735535
593,0.69793474488025,0.6866197183098592
594,0.6689178692381783,0.6566061424392093
598,0.9248554913294798,0.8724183138362243
602,0.4927908884401817,0.4218614718614719
605,0.6841802737742959,0.6294685657136945
606,0.7763377573907617,0.7418425925925927
610,0.7856971947868836,0.7634298771779492
612,0.5172143974960877,
615,0.8085851648351648,0.8027667867477706
619,0.8493475274725275,0.7944862155388471
623,0.8257965636847624,0.7453830071432719
626,0.4811809969889595,0.45726961394769616
628,0.8549302571195663,0.8226482475683754
630,0.6213219631344259,0.560679100461002
632,0.8294573643410853,0.8604051538166022
634,0.7324136726305355,0.6594698990038024
640,0.7627292988170753,0.637362437338377
650,0.7655707558230552,0.6929697589714567
655,0.6677779651909085,0.5483747793054408
662,0.6611258497761565,0.5816599659284498
667,0.6786723163841808,0.6260201970813901
669,0.3590047340097917,0.28421278610055956
683,0.6655823031880286,0.6329440900070522
684,0.7590452117434374,0.6289963924537227
685,0.8845883356737002,0.8489479624340801
686,0.634483419887842,0.5927294436556085
696,0.6350678733031674,0.5109988649973976
699,0.7897121618807744,0.7665217798729898
700,0.7227041033047319,0.5868852655485046
702,0.3374217085545662,0.2806907706210341
705,0.5440449438202247,0.3934426229508197
706,0.7635548202815008,0.6787464302301849
707,0.8126630980260956,0.7473003187288902
713,0.6287749287749287,0.6180040279838881
720,0.489914054358945,0.4762077613019347
721,0.6719248227482462,0.5731529705104454
723,0.9127925593851887,0.8540244943278068
727,0.9012248929963864,0.8618694579072304
729,0.7318554396423249,0.6516944095800498
731,0.8133971291866029,0.7305891773691828
732,0.6766524117280839,0.6375459953501219
733,0.7602123486269827,0.6893390048897867
736,0.511342214402413,0.3515837104072398
739,0.25760416666666663,0.20010752688172043
741,0.6487179487179486,0.618127659574468
747,0.39761135868391606,0.300794995725694
750,0.8663407404883783,0.80140712945591
754,0.32668046906191733,0.24245375163602978
770,0.7500795221601753,0.7288046092393918
782,0.48523886205045624,0.48927118017018134
784,0.6609848484848485,0.4605191405823972
786,0.7967823543363112,0.7590508218660994
788,0.40891011270938415,0.33849812159671316
790,0.6491090154774115,0.6167010060823237
793,0.5939818800475547,0.47577751196172247
794,0.8437795125440005,0.7587539630529889
796,0.617936867806069,0.5504526091586794
797,0.796379496539261,0.7280939469935168
806,0.7232057727312127,0.7247332077840553
810,0.6104821534075282,0.5195030213203887
818,0.8479841518221091,0.7488927716347624
826,0.6000913378116564,0.5561302877789697
827,0.7815096251266465,0.6821956474310025
828,0.7339473684210527,0.7056118618618619
829,0.7917229937323338,0.7135380146248622
830,0.5192307692307693,0.5240768021779723
831,0.7996891749675714,0.7377951593263672
832,0.7206445585166867,0.6473870613888406
836,0.686844697933617,0.6724832385209265
839,0.6506024096385542,0.5667213883677298
840,0.46906096491386373,0.36121942699273146
841,0.5166666666666667,
842,0.6481334664416843,0.5956557876251335
845,0.3954867886597411,0.3789377756863609
847,0.41839292782689014,0.4184179215860209
849,0.7077374940946497,0.6009546634005155
852,0.5107848364610559,0.5195419977783474
854,0.7333811327506592,0.7108228626357675
855,0.6495726495726495,0.5480303030303031
856,0.4816326530612245,0.4383781613809715
857,0.6157456140350877,0.4768339768339769
858,0.6285220286885246,0.5963288527193791
861,0.3299843014128729,0.20326042378673959
862,0.7600663549992459,0.6078730242884125
863,0.6362374175633461,0.5414327695813842
864,0.5380086149768057,0.45478435539961937
866,0.415201956220723,0.34101007615219503
868,0.7047635133161871,0.6313734361031591
871,0.39863013698630134,0.2617810117810118
873,0.9009287925696594,0.903562426482944
875,0.4759043486093669,0.4785611098019529
876,0.6721311475409836,0.5006578947368421
877,0.7437337543993834,0.6102501126306152
880,0.8355918005321771,0.6942511807424712
882,0.6760467998040403,0.5627143514158691
883,0.6615457375541154,0.6411953495566096
887,0.7894298793175197,0.7290220642175949
889,0.3817300953566546,0.34527266767026227
891,0.4436867161186987,0.3639769575933933
897,0.6923154701718908,0.6808671357615894
900,0.6128931003849571,0.5105891017676059
901,0.8099253310791772,0.7345655289889694
902,0.9043942041648465,0.8752920089619118
904,0.8119312423346348,0.7560924445040262
906,0.6165865384615384,0.5244406196213425
907,0.6967588936487996,0.6349899275460456
910,0.6190130624092889,0.4748852732582394
914,0.3145028120138806,0.2839780226750254
917,0.3703703703703704,
918,0.742513294705929,0.6315153076826818
921,0.565783659351973,0.479124342011666
922,0.5139621284755513,0.49242424242424243
923,0.7125227604072157,0.671916913737117
925,0.7882491473120026,0.7111198531340153
926,0.7699036511156186,0.6681134956997026
927,0.6805579766989163,0.644705311161589
929,0.36184175847345945,0.34845128469315473
931,0.7754819118035384,0.6636026829103996
940,0.8278673163418291,0.7789151122297693
941,0.5898567446878653,0.5432907526777785
942,0.6516423475504468,0.5879260833892743
943,0.3392503404729479,0.3527272727272728
946,0.3023431594860166,0.2302959028617928
949,0.5466973635956155,0.5127355076693204
950,0.5186058700209644,0.41222348269994336
951,0.8468705793295956,0.8110633984078841
954,0.6606501464496645,0.6291278283210664
956,0.897855303982306,0.8448487072201091
969,0.8338406683079886,0.8077227500739517
971,0.5005398606380373,0.4605869584609438
973,0.8658663698678539,0.8113070235150228
976,0.8371331956138217,0.7946697019920446
978,0.7882873210633947,0.7318978497378459
979,0.6549245296543191,0.5369218137031293
980,0.6591108542562982,0.49318434551781043
981,0.4810126582278481,0.41818181818181815
987,0.5400012719092787,0.4213621896339499
990,0.6617647058823529,
991,0.8245049400934873,0.7998343022840573
992,0.6814651589241072,0.5280455864656333
993,0.7366829151852456,0.6535280059552935
1003,0.6260691514177595,0.5517940100820401
1005,0.7426900584795322,0.667024145115823
1007,0.8267564308681672,0.7638894093226684
1017,0.7985664235664236,0.7227612243241048
1019,0.588929219600726,0.4905423136666016
1021,0.5695595371407242,0.456256109481916
1023,0.5582897615060769,0.45125312203944523
1026,0.7286557377049181,0.6459443947094836
1028,0.783544371570071,0.6929236426297171
1030,0.6880500531320672,0.6322455534345363
1033,0.4770094968073979,0.44117196268172926
1035,0.823446742459202,0.7565339753598279
1036,0.6137997367621748,0.4742633144092998
1039,0.5252035088713529,0.47461482464074867
1041,0.7097463220294238,0.6297616984436367
1045,0.6089806851825743,0.5181981796088682
1048,0.6442939244663382,0.6824291721238023
1054,0.8729780206817914,0.8025136869709237
1060,0.7729045847795561,0.7341918369959779
1063,0.7420303966809195,0.6448436620850413
1064,0.7299986493179056,0.6809865586594397
1074,0.5661882650907556,0.5731442577030812
1075,0.7231629149791647,0.6857284580498866
1077,0.6937728740896101,0.5579523368814594
1080,0.8837478559176672,0.8543260038240919
1084,0.380630253685603,0.3086971347267803
1091,0.5231312498443228,0.4355503923709282
1094,0.5908334511694087,0.4808656917454762
1096,0.532017593751185,0.4322844338816658
1104,0.6628179384203481,0.5819279730170819
1105,0.7674283154121864,0.7030186525372619
1107,0.8856951494641849,0.8154862693860332
1108,0.8101935646053293,0.7692651139015829
1110,0.6752265162721893,0.5920408163265306
1116,0.8045138528587734,0.7397964464378127
1120,0.6732961435847684,0.682648401826484
1122,0.6745071429447542,0.6062151367538944
1123,0.4485833501581532,0.39943612737817585
1125,0.8083703782711162,0.7949700357752716
1127,0.44142608928094096,0.46364322205698527
1128,0.9498892897462687,0.9518357232922714
1133,0.6895841298160656,0.5708335998976393
1139,0.7437503633509679,0.6235997704086356
1145,0.679199244822457,0.5841735260773546
1148,0.41601144849820704,0.3903326078632892
1150,0.716175934819329,0.6406926406926408
1152,0.6968253968253968,0.6296907623723267
1155,0.8719564036235501,0.8204001746399918
1163,0.7059006487158981,0.6199178095516
1164,0.7289682539682539,0.6309593632174277
1165,0.6068888578998745,0.4655063291139241
1166,0.8347457627118644,0.717417026642698
1173,0.7517482517482517,0.7273868193088249
1175,0.4376039894119872,0.36751827626010014
1177,0.8967451289559635,0.8285059771446627
1179,0.4444444444444444,0.3811516571811182
1181,0.6985294117647058,0.6051136363636364
1185,0.3969402219039988,0.31727360007827454
1190,0.8324608837864944,0.7705752436330997
1192,0.7993614303959131,0.7584474489463747
1197,0.5406631919482386,0.4699731303179579
1198,0.7616866438356165,0.657125433628468
1199,0.6361603228895665,0.5635565105295999
1202,0.7430355233119578,0.6582306888047512
1204,0.43070500927643773,0.351663062506436
1205,0.6648955250650166,0.5438710250488541
1206,0.6355400696864111,0.53325
1210,0.7321392735300021,0.6705306888233717
1215,0.5418471042705464,0.40539125700605155
1216,0.5720384928164814,0.6243386243386244
1225,0.864521841794569,0.7556957308634089
1226,0.518372330758746,0.48994846302861944
1229,0.8159331424256797,0.7289787497534894
1234,0.6007708957029004,0.5065998387177677
1238,0.7525120139799039,0.7694228634850167
1240,0.6976053871240488,0.5940837819362557
1242,0.7232196221840133,0.6378488788050074
1244,0.783470173213501,0.7213467578876083
1245,0.9697643885798495,0.9659596929339146
1248,0.6927818710188746,0.5778439253753982
1249,0.7965116279069767,0.8004495504495505
1250,0.7745392225793492,0.7163086350786315
1254,0.5604918755973826,0.4183833570619171
1257,0.6173239227947562,0.6095735144228998
1259,0.7238666490758541,0.6256613860693647
1261,0.7387975102948834,0.6478197674418604
1265,0.579171142141067,0.5484366464218002
1268,0.548288608772572,0.44924605619680924
1270,0.9575032903031886,0.943229289668872
1273,0.6729400224215246,0.5319525132609244
1274,0.7255481236174195,0.6810615807409459
1276,0.4774388108486711,0.3906170475742674
1278,0.8518518518518519,0.8306722689075631
1279,0.5557156279361102,0.45422334612953086
1280,0.8208595066646238,0.7591755191884391
1284,0.6704137343103824,0.6070692202173684
1286,0.6111985119240415,0.5214835826027162
1293,0.6531931529418336,0.5743316163845965
1294,0.7777939220804808,0.7210238203901733
1295,0.47497310930603465,0.41858668586685865
1296,0.5224492602707429,0.4282065316548075
1297,0.6584078331204768,0.5045610273719587
1299,0.892000156706039,0.824152790631494
1301,0.8460382593568156,0.766537951584989
1303,0.8130649241146711,0.7731500958849719
1307,0.7592059507988964,0.6766325355521332
1310,0.8998386859608589,0.8638080147381942
1318,0.6446786569485956,0.5239518075857881
1319,0.784068361532221,0.6622868739538121
1322,0.8430335199372185,0.7701400293908962
1323,0.7612377806997557,0.7370266056430117
1328,0.658705254430721,0.6001945386668228
1329,0.5578814916495081,0.47977632616741156
1335,0.7606902522758796,0.7173454321294491
1340,0.5320031222558299,0.45795981118184576
1342,0.3923851130896422,0.3226350329643743
1345,0.5215738877710708,0.39705882352941174
1347,0.6929411764705883,0.499688065381496
1348,0.66791512568169,0.6231179793254524
1349,0.278155605780426,0.24051395302148165
1351,0.5608382874556628,0.4801396630149273
1355,0.8298573789434084,0.750523598140074
1357,0.7893813273340833,0.7719949675863635
1359,0.6251151880707045,0.5501829753381066
1370,0.5984260556299696,0.5350600981885898
1375,0.4904845787263491,0.4884292960127742
1377,0.6523516027127929,0.5267188271406187
1378,0.6327525162111629,0.5423696208606623
1379,0.677203439515341,0.6196620423195545
1381,0.7703477531232519,0.7326155462184873
1386,0.6831687392018428,0.593192712402226
1387,0.3676704014939309,0.2817419141052061
1394,0.893108118718593,0.8295125093954687
1395,0.8492190025977501,0.7763301418009938
1396,0.8167420814479638,0.7654512363499435
1400,0.8663573860498092,0.8358367308013257
1401,0.8566619503510817,0.8241057695571598
1403,0.8330257387231847,0.7442261704142392
1404,0.7838775759799426,0.8174217627630741
1405,0.7609110818426856,0.6602785145888594
1412,0.8848700719344226,0.8406769743607929
1415,0.8073348544715899,0.759545923632611
1416,0.7644889202374655,0.6379166666666667
1418,0.8191307057174015,0.6946507028218563
1420,0.5150491949910554,0.43638141519497453
1424,0.6752354048964219,0.5527554842161584
1425,0.7160108007166831,0.6565120660267336
1426,0.48272279536049423,0.4297096517090099
1430,0.8240015107166463,0.7430872681593144
1431,0.7813895781637717,0.6730962343096234
1432,0.6649594621316987,0.6184151518775413
1435,0.5998780653028045,0.5825274725274725
1436,0.8195728065547718,0.7044676373150768
1438,0.44339002846923137,0.4074726868171704
1440,0.8730332028418153,0.8313000495800718
1461,0.5493161264502493,0.46476101641901385
1466,0.7257963977559792,0.6264223127236825
1468,0.7371088339089245,0.6410408424652413
1470,0.8082413383284619,0.7544587679359835
1476,0.6258414693545221,0.5887092483827034
1478,0.6838029617441381,0.6333009432620752
1479,0.6649778709527137,0.5342060451255853
1484,0.5486412811994208,0.4411897424609289
1487,0.7460499110406081,0.6682712870366544
1490,0.7975468869616631,0.7979512563742919
1491,0.4856111866464179,0.46474178068880534
1494,0.8491186021339105,0.7634287637742267
1496,0.7272457186773258,0.5882543574977637
1498,0.6241871010082931,0.5510094091160104
1499,0.6697409180512531,0.6287957182310977
1501,0.6912442416996096,0.6047619985436232
1503,0.715009746588694,0.637719298245614
1508,0.9599378575051369,0.920910039947823
1512,0.861597486659463,0.8174018743759588
1517,0.849357372110799,0.7875881514418603
1526,0.903888479489069,0.8200921923825142
1528,0.8050562524246735,0.7746781605263457
1533,0.8167733002291826,0.7078645235361654
1534,0.6076382537650142,0.525874723104433
1536,0.809922509713882,0.7488998357963875
1537,0.7579459038820486,0.7087411511234226
1540,0.9120540881826791,0.8372140882242052
1543,0.8713981069838561,0.8231866025164933
1546,0.6825062771931842,0.6610766435130426
1555,0.6858612027005809,0.5901660280970626
1560,0.7070707070707071,0.5783281733746131
1561,0.4294001179543348,0.373232545940836
1565,0.6329052449816533,0.5432143334670411
1569,0.8822556675084372,0.8350814205017512
1570,0.5603715170278638,0.47590340145675697
1571,0.7616832779623477,0.7098214285714286
1572,0.7858552225921815,0.7688384670638442
1582,0.7781059792337988,0.7697451012499318
1583,0.92451167095703,0.9146154243565898
1584,0.7417812776273935,0.6129737115114694
1585,0.3720364373170774,0.30914335100013535
1589,0.6494153367459601,0.5631560002290632
1593,0.5328703703703703,0.4118641659562376
1594,0.6621082621082621,0.6568683391492973
1596,0.6331238893120081,0.535098693355574
1597,0.8121444432830118,0.7678862392194125
1602,0.8198938237848744,0.7372757623171531
1607,0.718263146867798,0.6376703447910879
1608,0.7192271957774496,0.6184375125525774
1612,0.6776664908560541,0.5989034237645494
1613,0.7503500658380704,0.7013180897583788
1614,0.4493741646962064,0.43615368745524935
1617,0.357967032967033,0.2999688805903796
1618,0.700725944869458,0.6524304223356845
1619,0.4035714285714285,0.3554010287673842
1620,0.6973790959304031,0.602063345858108
1622,0.16161616161616166,
1623,0.7306322934031912,0.5953705763964896
1629,0.7901036512584039,0.7156090699632529
1631,0.669130272489735,0.6782236623462945
1633,0.6150568181818181,0.5569155446756426
1634,0.4727767695099819,0.3978784609852571
1635,0.8028667171214514,0.6998003928241244
1636,0.7874510044096031,0.7013204273833783
1638,0.6476800277633177,0.5551347769989887
1639,0.6219711016331269,0.5312375540381036
1641,0.4752201276591521,0.3739151474016955
1642,0.8780145077720207,0.7727395020592314
1646,0.7710018382352941,0.6032231219793234
1654,0.4802521839281584,0.4495428354265214
1655,0.6690452285523811,0.563163019385503
1656,0.46180831065184297,0.3750668872031075
1657,0.7272528433945757,0.6894790602655771
1661,0.5933542662630948,0.43403176192615406
1665,0.4296860087803016,0.3403323084200568
1666,0.5078756808415681,0.38413247387490157
1668,0.8246530457166756,0.7099259662214978
1670,0.5753860629877677,0.5161667427007299
1673,0.7995170923878511,0.7154388411792976
1674,0.795187714371574,0.7057018402175601
1682,0.4189138576779026,0.4626308453749005
1683,0.5926442416046879,0.5415873015873016
1684,0.6448688271604939,0.5476936943998119
1702,0.7559344351057677,0.6656620652990889
1705,0.7468748910352523,0.5727796716305971
1706,0.6952748709862384,0.6259516558812334
1709,0.8583333333333333,0.8945098039215686
1712,0.6114585791833844,0.4846131722749497
1716,0.8994146757498458,0.8695878007550993
1721,0.6370793787748059,0.5860428231562252
1722,0.8785289794423938,0.796223105211988
1723,0.7732097142117165,0.6694396860497711
1731,0.42861383877597625,0.3497652582159625
1733,0.6100879420491299,0.5132641291810842
1737,0.6512096774193549,0.5485034875072866
1739,0.67914653784219,0.6447090440503238
1740,0.8693188525557785,0.8367362647936111
1741,0.5430111229003849,0.4547536337199559
1742,0.7645484418062327,0.6822300676669608
1744,0.7831525676926994,0.7323437681198205
1745,0.7829086566644339,0.6976085328249175
1751,0.6541760991302276,0.5541004335260116
1752,0.9131964224678135,0.8719512195121951
1758,0.3043478260869565,
1759,0.724024221184157,0.6768884606602024
1762,0.5569596378725009,0.44339634162724073
1765,0.8447204968944101,0.7418392709196355
1766,0.8085714285714286,0.76871921182266
1768,0.8047707211250748,0.7355760438890582
1769,0.666973394510832,0.5751148288396548
1772,0.5689611017841392,0.4175632060247445
1773,0.5581035384559243,0.4672285229272763
1780,0.5633368882569025,0.5573255625708273
1781,0.5789473684210527,0.4520521087486929
1783,0.6762087053733639,0.6245486940660552
1785,0.6950768775872265,0.6889751552795031
1791,0.5742410674872933,0.43470206853967275
1794,0.6559899578242412,0.55336885072095
1796,0.8531934390818923,0.7505256176302526
1813,0.4628045923149016,0.44333333333333336
1814,0.7655919894366197,0.640071219807169
1815,0.5916005291005291,
1816,0.6120543293718166,0.5370617303317907
1818,0.806836130801734,0.7262966380858129
1822,0.7492063492063492,0.5647950871036471
1823,0.8142596995295666,0.8235134409404183
1825,0.8572840203274985,0.742236705732281
1827,0.6781299840510366,0.6503219594391286
1831,0.6053646721090876,0.45249416082749416
1836,0.6708810307590864,0.5776630992482594
1837,0.8757606287622985,0.8575757605187737
1839,0.5192307692307693,0.5833333333333334
1840,0.7440547574177864,0.6234699189474054
1843,0.6510254749568221,0.5364207997739155
1848,0.3308308308308308,0.2183905443347523
1855,0.7715611589182833,0.7128958280082929
1858,0.4026977316555568,0.31137997305041015
1861,0.5983278485972401,0.4600014170440151
1867,0.45611691772584506,0.3766547653644428
1868,0.5846646192643479,0.4500160333493667
1871,0.634223553657552,0.533609022556391
1875,0.6959293394777266,0.7032967032967034
1876,0.8176141215106731,0.7236996191434067
1879,0.8048063973063972,0.7494770655909159
1881,0.7863260994814673,0.6838902505191865
1882,0.7050435840795757,0.639039179262297
1884,0.7610062893081762,0.7342378292098963
1885,0.7434725485174752,0.6547718587119027
1888,0.7809152127333945,0.7575402557106938
1889,0.7273229809466387,0.6209097363138204
1890,0.8256613756613757,0.7254504138938485
1896,0.6297760210803689,0.502658507223114
1898,0.6623132360116575,0.574017829664647
1899,0.7918834200346805,0.755686622695755
1900,0.6273021403683425,0.5595933263816475
1902,0.7461682242990655,0.6912534840170717
1903,0.5696759776536313,0.40403788634097704
1904,0.6011562418410354,0.5410873378324902
1906,0.5932017543859649,0.5231481481481481
1907,0.8209728867623605,0.7404030356616563
1912,0.509090909090909,0.4165000666400107
1917,0.6890946593767953,0.6539907560706402
1919,0.5464345346289592,0.5126090103464316
1920,0.7942789968652038,0.704192970150417
1921,0.8018867924528302,0.7268461512862325
1927,0.7843137254901961,0.7839306698002351
1934,0.6972052862835927,0.6301658731711559
1936,0.47035973653099133,0.3624595999519369
1968,0.5689371150265006,0.5529002565662443
1969,0.7778243476710454,0.6515607943711512
1975,0.9317501947700524,0.9172091488676528
1976,0.6067033661970371,0.5264722851517012
1980,0.7457912457912459,0.6489909455098017
1984,0.6856161963891102,0.6461841678517077
1986,0.6282322097779875,0.4656911366236096
1989,0.6205492044218982,0.598378615249781
1990,0.5918596801859127,0.524640408226074
1996,0.667141671278362,0.542330243994704
1998,0.3645351920600045,0.2475085324232082
1999,0.5166894576041026,0.4336932023397294
2002,0.8257604581929541,0.7576387029147709
2007,0.6787402406990227,0.5753388045865828
2009,0.6574407342968163,0.5651801044379458
2012,0.8845498599227682,0.8949499312543346
2013,0.7521043827801477,0.6961146237725104
2017,0.7128889369057909,0.5823153899240856
2021,0.2939997647747448,0.2942704646564822
2023,0.8267245286563645,0.7494857738841232
2025,0.8068060367154717,0.6768408529962439
2026,0.8590625000000001,0.788717449379572
2027,0.7710155231448147,0.7629680989049354
2028,0.6758276232116995,0.6010897667364772
2030,0.6784674265745901,0.6241590343735866
2031,0.7844827586206897,0.7813307493540051
2032,0.5244105205567196,0.457666569682863
2035,0.8721230434379921,0.878213846963847
2036,0.6764069861251703,0.6156868702678979
2037,0.785502628999198,0.6957909469515942
