ID,wt1,Assigned_gene_name,wt2,dcp2_1,dcp2_2
12105,0.7930174563591023,YMR275C,0.8112582781456954,0.7479508196721312,0.728
12109,0.7559055118110236,YMR282C,0.7407407407407407,0.5948275862068966,0.6176470588235294
12110,0.7224880382775121,YMR283C,0.6971428571428572,0.6756756756756757,0.6153846153846154
12112,0.6358695652173914,YMR285C,0.5683453237410072,0.5192307692307693,0.4597701149425287
12113,0.6127167630057804,YMR287C,0.6466165413533834,0.456,0.5363636363636364
12116,0.8694499668654738,YMR290C,0.8843537414965986,0.7614021862042969,0.6887218045112782
12119,0.7081545064377682,YMR293C,0.5692307692307692,0.4156976744186047,0.4033613445378152
12121,0.7040079661438885,YMR295C,0.7065735154017149,0.5575447570332481,0.4653152315417519
12123,0.472520530638029,YMR296C,0.4838167297183691,0.41255006675567424,0.3947237431557989
12126,0.6681614349775785,YMR299C,0.6310679611650486,0.5925925925925926,0.5591397849462365
12128,0.7088235294117647,YMR300C,0.6829268292682927,0.5704057279236276,0.4800456100342075
12132,0.8424068767908309,YMR301C,0.7990430622009569,0.7569444444444444,0.740625
12133,0.7959558823529411,YMR302C,0.7657894736842106,0.709483793517407,0.6475054229934925
12137,0.7032705219839723,YMR305C,0.7075239398084815,0.5735870173475098,0.5096081856750686
12140,0.8282168517308949,YMR308C,0.8054662379421221,0.7378048780487805,0.6652452025586354
12143,0.6205714285714286,YMR309C,0.6324404761904762,0.5723589001447178,0.5383399209486166
12144,0.4409687184661958,YMR310C,0.4761904761904762,0.3471128608923885,0.32894736842105265
12146,0.501039501039501,YMR311C,0.5466321243523317,0.4043956043956044,0.3838383838383838
12148,0.3812154696132597,YMR313C,0.3805460750853242,0.2558782849239281,0.17598908594815826
12155,0.8118466898954704,YMR318C,0.7850719424460432,0.7363410596026491,0.6703048550997366
12157,0.6872628726287263,YMR319C,0.7017411052233157,0.6114563631450959,0.5542351453855878
12168,0.5744680851063829,YNL331C,,,
12169,0.9257503949447078,YNL330C,0.940677966101695,0.8837209302325582,0.8212634822804314
12170,0.7731958762886598,YNL329C,0.8143712574850299,0.6153846153846154,0.4504249291784703
12171,0.5403225806451613,YNL328C,0.6666666666666666,0.4352159468438537,0.4155844155844156
12177,0.8032786885245902,YNL326C,,0.7474402730375427,0.7272727272727273
12178,0.728,YNL325C,0.7723577235772358,0.6445783132530121,0.575
12180,0.7838270616493195,YNL322C,0.7819548872180451,0.6574074074074074,0.6176638176638176
12181,0.8,YNL316C,0.8663101604278075,0.7597173144876325,0.6903225806451613
12183,0.6648426812585501,YNL315C,0.6566371681415929,0.5434439178515008,0.4829192546583851
12184,0.8717712177121771,YNL313C,0.8815789473684209,0.7925840092699884,0.7126865671641791
12185,0.7926829268292683,YNL311C,0.8,0.78125,0.7614678899082569
12186,0.7001763668430335,YNL310C,0.6739130434782609,0.6024279210925645,0.5785123966942148
12189,0.8063186813186813,YNL308C,0.8129370629370629,0.7383512544802867,0.7095070422535211
12191,0.4927536231884058,YNL307C,0.4901960784313725,0.5416666666666666,0.4358974358974359
12192,0.7392569382273948,YNL307C,0.7396084741217485,0.5897062393784899,0.4965566373782949
12196,0.8141025641025641,YNL305C,0.7956852791878173,0.662608695652174,0.5747773089545242
12198,0.8422485807910648,YNL302C,0.8171929502478429,0.7409363257845029,0.6797369702873843
12199,0.6535433070866141,YNL301C,0.7003484320557491,0.4306306306306306,0.3625429553264605
12203,0.8296836982968371,YNL297C,0.8160535117056856,0.7868852459016393,0.7736263736263737
12205,0.6028037383177571,YNL294C,0.5833333333333334,0.4680451127819549,0.446
12207,0.6368421052631579,YNL291C,0.6617336152219874,0.6260434056761269,0.5603174603174603
12210,0.82319255547602,YNL284C,0.8348134991119005,0.7777777777777778,0.7615937295885042
12213,0.3192934782608696,YNL283C,0.3890675241157556,0.2725225225225225,0.24263038548752835
12216,0.6107660455486542,YNL280C,0.6033441709242917,0.4390926041019267,0.3872004675628288
12229,0.8215613382899628,YNL274C,0.852,0.8672286617492097,0.8465909090909091
12230,0.7993421052631579,YNL272C,0.7626262626262627,0.6289752650176679,0.5627240143369175
12231,0.8146551724137931,YNL271C,0.8579881656804734,0.8041002277904328,0.7530266343825666
12236,0.8272251308900523,YNL265C,0.8487394957983193,0.6984478935698448,0.6876574307304786
12237,0.6580645161290323,YNL264C,0.6544715447154471,0.5945945945945946,0.6345381526104418
12238,0.7204053431598342,YNL263C,0.6996587030716723,0.6578026592022393,0.6203830369357045
12240,0.9107049608355092,YNL259C,0.9264118653736452,0.8604992657856094,0.7788461538461539
12241,0.6182432432432432,YNL258C,0.62,0.4218181818181818,0.3765432098765432
12242,0.6382978723404256,YNL257C,0.581267217630854,0.5007256894049347,0.4191542288557214
12243,0.4766037093755318,YNL255C,0.4807297019527235,0.3446647780925401,0.2755208333333333
12245,0.7909090909090909,YNL254C,,0.8113207547169812,0.6338028169014085
12246,0.7923497267759563,YNL252C,0.8033088235294118,0.7018716577540107,0.6749654218533887
12247,0.8516819571865444,YNL251C,0.8398713826366558,0.8144912641315519,0.7932114882506528
12249,0.7017543859649122,YNL249C,0.6666666666666666,0.540268456375839,0.5067567567567568
12250,0.6718106995884774,YNL248C,0.672752808988764,0.5629860031104199,0.504950495049505
12252,0.6375838926174496,YNL245C,0.594059405940594,0.548951048951049,0.4666666666666667
12253,0.791701244813278,YNL244C,0.7780537855059941,0.6163014225297963,0.5478324049406637
12256,0.7198755002223208,YNL241C,0.7428214731585518,0.5848822800495663,0.5319402985074627
12259,0.6458635703918723,YNL240C,0.6413662239089184,0.4522946859903382,0.3647186147186147
12266,0.5832147937411095,YNL231C,0.5369718309859155,0.4533789563729683,0.4352373290426388
12267,0.4623655913978494,YNL230C,0.4262295081967213,0.3594306049822064,0.3016759776536313
12269,0.7690677966101694,YNL229C,0.7441860465116279,0.6388349514563106,0.5601023017902813
12270,0.918032786885246,YNL227C,,0.8248587570621468,0.8157894736842105
12272,0.5972222222222222,YNL225C,0.6626506024096386,0.5405405405405406,0.5284552845528455
12278,0.8013937282229965,YNL221C,0.7725321888412017,0.6805555555555556,0.6329113924050633
12279,0.5106382978723404,YNL221C,,0.2777777777777778,0.27297297297297296
12280,0.41994510521500455,YNL219C,0.3950310559006211,0.3210023866348449,0.2647058823529412
12286,0.8327868852459016,YNL213C,0.7950819672131147,0.6572769953051644,0.7531806615776081
12287,0.749611197511664,YNL211C,0.7551440329218106,0.7797147385103012,0.7514644351464436
12292,0.6666666666666666,YNL206C,0.6690140845070423,0.4550408719346049,0.4319371727748691
12295,0.8128078817733991,YNL201C,0.8421052631578947,0.7208333333333333,0.6875
12297,0.32228915662650603,YNL200C,0.38645418326693226,0.2884848484848485,0.2726190476190476
12298,0.7167832167832168,YNL199C,0.7073170731707317,0.5855572998430141,0.5448392554991539
12303,0.6593533487297921,YNL197C,0.6370757180156658,0.4819182389937106,0.4334763948497854
12311,0.6727596968345966,YNL185C,0.6457819437592501,0.451827242524917,0.38320839580209903
12312,0.5587703435804702,YNL183C,0.5779569892473119,0.4827127659574468,0.43018867924528303
