ID,wt1,Assigned_gene_name,wt2,dhh1_1,dhh1_2
3967,0.7959727568848092,YKL117W,0.8049257232212667,0.597943075819182,0.5295367615809605
3974,0.7255813953488373,YKL112W,0.6824644549763034,0.5818713450292398,0.42857142857142855
3978,0.8463911165946947,YKL109W,0.8395331874544129,0.6956308296514482,0.5907368421052631
3980,0.6578947368421053,YKL108W,0.6595744680851063,0.4225352112676056,0.3345323741007194
3984,0.7858627858627859,YKL106W,0.7728983688833124,0.5852187028657617,0.4368340943683409
3989,0.6569200779727096,YKL101W,0.7331606217616581,0.5213204951856947,0.4394409937888199
3990,0.7146282973621103,YKL098W,0.7106109324758842,0.4968354430379746,0.3817204301075269
3991,0.6608195257466019,YKL096W-A,0.6051322335689971,0.2988018753255773,0.17829777201461747
3995,0.9596444871486908,YKL096W,0.9325692963752664,0.8134898453512204,0.7111332337813174
3998,0.7835051546391752,YKL095W,0.7419354838709677,0.6296296296296297,0.4879518072289157
3999,0.8854447439353099,YKL094W,0.8865814696485623,0.8105939004815409,0.6807580174927114
4009,0.4260869565217391,YKL088W,0.5106382978723404,0.3149171270718232,0.2768361581920904
4012,0.8455497382198953,YKL085W,0.8364648573416841,0.7256486601446193,0.5743048897411314
4013,0.8435294117647059,YKL084W,0.8215297450424929,0.6996047430830039,0.5964912280701754
4015,0.7611451048951049,YKL081W,0.7514085157476679,0.454325631380978,0.31165328650275964
4019,0.7146884691288413,YKL080W,0.7164461247637051,0.5167394468704513,0.3912037037037037
4021,0.5391705069124424,YKL079W,0.56875,0.31027253668763105,0.2329246935201401
4023,0.4876237623762376,YKL078W,0.4717607973421927,0.17096774193548386,0.12411347517730495
4024,0.5665584415584416,YKL077W,0.5978142076502733,0.3815789473684211,0.2678185745140389
4025,0.6885676741130092,YKL073W,0.6751269035532995,0.4662576687116564,0.32299741602067183
4033,0.7764705882352941,YKL069W,0.7821939586645469,0.6163410301953819,0.4541387024608501
4034,0.6440489432703004,YKL068W-A,0.6120186697782963,0.26922219745932696,0.17704728950403692
4035,0.5626283367556468,YKL068W,0.6023809523809524,0.4229828850855746,0.378076062639821
4039,0.4951342934994161,YKL067W,0.4790446146913024,0.2095545811216248,0.13692777212614446
4044,0.6553911205073996,YKL064W,0.6376811594202898,0.4655172413793103,0.3681506849315068
4045,0.6826923076923077,YKL064W,0.6741573033707865,0.5827586206896552,0.4536082474226804
4050,0.6396396396396397,YKL062W,0.5775862068965517,0.4772727272727273,0.34355828220858897
4051,0.8160919540229885,YKL062W,0.7175925925925926,0.5928449744463373,0.5049019607843137
4052,0.5492700729927007,YKL061W,0.533816425120773,0.2739420935412027,0.2454394693200664
4055,0.7284768211920529,YKL058W,0.7334273624823695,0.5974289580514208,0.5190839694656488
4058,0.7028571428571428,YKL051W,0.7596899224806202,0.4943820224719101,0.2823529411764706
4059,0.7292576419213974,YKL051W,0.7173637515842839,0.5053763440860215,0.40760295670538543
4065,0.37055837563451777,YKL047W,0.35897435897435903,0.18292682926829268,
4067,0.5892116182572614,YKL045W,0.6164383561643836,0.4028436018957346,0.31556503198294245
4071,0.7095808383233533,YKL043W,0.7034596375617792,0.4232365145228216,0.3320388349514563
4072,0.6907216494845361,YKL042W,0.6984126984126984,0.4425675675675675,0.2897959183673469
4079,0.5769230769230769,YKL039W,0.5862422997946611,0.3585025380710661,0.2358793324775353
