ID,wt_a,pat_a
194,0.6330787537156158,0.36496727714115934
199,0.6933399554454014,0.5471573604060913
200,0.8705882352941177,0.8440426275331936
201,0.8899634644315495,0.7497455135670823
203,0.7339488108509848,0.5490242081599076
205,0.6689189189189189,0.454269267668692
208,0.8359978523136937,0.7746217403624955
210,0.8671346737054926,0.8120575983462792
213,0.6290322580645161,0.4482758620689655
215,0.7718264639402288,0.5756720892045671
218,0.8253061747009374,0.547245544262778
222,0.7689342403628118,0.47695268083617604
224,0.46747437092264676,0.2947874493927125
225,0.5252597786601335,0.3800813008130081
229,0.6834957075974861,0.5214560303242671
230,0.7905232845714578,0.7139487286007877
234,0.8124669029288362,0.6212365186384924
236,0.6873165328163944,0.49684252135516094
239,0.7032750030380363,0.5894338016177096
248,0.4401075552527485,0.23640450856866269
251,0.7184914072767805,0.5631733223356772
254,0.7237404378791875,0.7141956233839944
255,0.7176863123771424,0.5852366516775949
258,0.5218166175024582,0.44740490006447453
260,0.753124552356396,0.5428769891386713
261,0.7726705120538226,0.5817856247855084
273,0.6298811130129638,0.5169655365648641
276,0.7591181948780938,0.6549971581230181
278,0.8086970845835699,0.5770012824406872
288,0.5774152847873107,0.3461949062071069
289,0.8332332483176881,0.7426171589324932
298,0.6648387624815846,0.5335307966886915
299,0.634232939736139,0.4747579848388854
301,0.6075577889447237,0.44945807372793356
305,0.6330644654680688,0.4032301985110509
313,0.6709543879708637,0.39848441706357424
318,0.7379822412737292,0.5327922302490777
320,0.8328021225944444,0.6987055080084175
321,0.670308602780477,0.48549448679915364
324,0.49449823124884973,0.40902846612187144
331,0.40578255392851514,0.27096754912885146
333,0.7588228099458962,0.5949194739723763
334,0.7180260734709702,0.49632426988922457
339,0.8652765609485427,0.7631540604242555
344,0.7510198878123406,0.6343537414965987
345,0.32260529168354446,0.13928546863432567
346,0.8283295964125561,0.7050291309273344
348,0.5951687220490582,0.2324712643678161
350,0.6960574085475892,0.6566377436508475
352,0.7324132637962012,0.4971495828221984
356,0.6388888888888888,0.551829268292683
357,0.6734745019421124,0.42711509976474693
358,0.7898115257276865,0.6084961525822882
360,0.7823282222364791,0.5658674473890901
362,0.8608247422680413,0.7159814187455087
367,0.760738966552331,0.5538300506516257
369,0.5721040189125295,0.3579992506556763
373,0.8194792372564079,0.7163260297384819
376,0.7509803921568627,0.5846153846153845
378,0.6669260300597535,0.5614062135786904
379,0.6700167504187604,0.40865463494667764
381,0.9402292390414445,0.8534839555797792
384,0.8930190632469528,0.6241301080298518
385,0.775,0.6990027460615695
386,0.41662528107712893,0.4348040313549832
388,0.5815039738495065,0.28829684199287714
390,0.3900234324888009,0.2631435298776047
393,0.5667238650337953,0.45540562537509344
394,0.7239864824522646,0.578765153339103
398,0.7810808488701779,0.6261986814504046
400,0.730591484847186,0.6495969653864391
407,0.8811434762779227,0.7800874268161412
408,0.7086951917806457,0.6839124996601136
409,0.5233006280614239,0.3449390384172993
410,0.6748745399799264,0.45072115384615385
413,0.6649653149850544,0.5078973025674358
414,0.9015485794680023,0.8208494828553755
415,0.5694628099173553,0.4652880632609514
418,0.81947762382545,0.7003409465385688
424,0.7711046250561293,0.6687713564106373
426,0.5594156726346476,0.4693581602018341
429,0.6788890725739791,0.5455240067041309
431,0.7808107396683338,0.6367041198501873
436,0.8795723089099955,0.7764364897194699
440,0.7120442473836014,0.5207111817428796
441,0.6284615506004638,0.5056333754974822
444,0.6222082596907386,0.42884894360675463
446,0.8753423975297574,0.7643405188162221
447,0.5176651305683564,0.418105576674374
454,0.7441173444011868,0.6184159075376536
455,0.6494749322493225,0.5222022103970528
456,0.5186154741128564,0.4174443768174748
458,0.6110285659509203,0.5084699565258869
464,0.8830935790191415,0.7812099111077955
465,0.4906676302496974,0.2705026835149256
468,0.6856819650937298,0.5613854149748254
469,0.8491582093261969,0.74342558462747
471,0.7460945425035505,0.6085056390977444
472,0.7317073170731707,0.7263157894736842
473,0.883623084861475,0.7561441485545158
480,0.5525428126621692,0.44666666666666666
482,0.14097744360902256,0.06841027178257394
484,0.5030673263720252,0.331753453350241
485,0.8040665810512607,0.6861455141574615
486,0.2544738725841088,0.1686115741843296
491,0.49827110780408806,0.4386717154842781
494,0.7502068711882068,0.6153519625729305
495,0.5671331604636973,0.3550937950937951
499,0.7386559139784946,0.6212211643219174
500,0.9057202667744706,0.819768196579284
502,0.7078303415462612,0.45874046697952253
503,0.4435209749626927,0.25022401433691754
507,0.8409590175741861,0.7188148243194115
508,0.5773467039289824,0.43490990990990996
509,0.7384063906651469,0.6039504635395045
510,0.6952140275478469,0.47054886729388457
511,0.5833484162895928,0.4792654548647699
513,0.48731722986343406,0.3434427854136949
517,0.4726530005941771,0.23259997232599972
518,0.8544675814476007,0.6673818068341395
519,0.6270770603323297,0.5135288458713978
522,0.7701504696185547,0.5325699410840263
526,0.40516393614127594,0.15728290388818972
532,0.5723954784792636,0.38164531483104025
535,0.7961742201077061,0.7167430432195958
542,0.7356423862665886,0.5410430463576159
546,0.7391304347826086,0.6329822251481237
553,0.6538573366931576,0.49483096521313086
557,0.7965487382483919,0.6648046693164321
565,0.5992814024992242,0.3477233221689914
566,0.9345987159386941,0.8561774793322386
569,0.5580275081138524,0.3000820362874909
570,0.6406937287922584,0.44562093372417244
577,0.6291626674888811,0.36487007267121785
578,0.8743520733652312,0.6753557267250936
579,0.6373885918003566,0.5858430126569092
593,0.69793474488025,0.5556390977443608
594,0.6689178692381783,0.5974445426185526
598,0.9248554913294798,0.8456427955133736
602,0.4927908884401817,0.336965811965812
605,0.6841802737742959,0.5286136122186003
606,0.7763377573907617,0.5961254671821288
610,0.7856971947868836,0.7646422444801062
612,0.5172143974960877,0.45547284256961673
615,0.8085851648351648,0.6029144870289314
619,0.8493475274725275,0.7475067613252198
623,0.8257965636847624,0.7013114325548973
626,0.4811809969889595,0.32193732193732194
628,0.8549302571195663,0.7603865154589724
630,0.6213219631344259,0.42822221726887044
632,0.8294573643410853,0.8316998191681736
634,0.7324136726305355,0.5382888835751587
640,0.7627292988170753,0.4564717121295604
650,0.7655707558230552,0.5942280701754385
655,0.6677779651909085,0.39494450742496745
662,0.6611258497761565,0.3761505681818182
667,0.6786723163841808,0.5445917508417508
669,0.3590047340097917,0.18233560830720186
683,0.6655823031880286,0.4004028913378362
684,0.7590452117434374,0.41008792965627505
685,0.8845883356737002,0.8572602431424818
686,0.634483419887842,0.4937524693095029
696,0.6350678733031674,0.43718551132159245
699,0.7897121618807744,0.6893847252080547
700,0.7227041033047319,0.5326518509270242
702,0.3374217085545662,0.18682679671746882
705,0.5440449438202247,
706,0.7635548202815008,0.4996949982414719
707,0.8126630980260956,0.6926047721015601
713,0.6287749287749287,0.5532505552190592
720,0.489914054358945,0.3518095238095238
721,0.6719248227482462,0.46285022018398814
723,0.9127925593851887,0.8139908912540601
727,0.9012248929963864,0.8370442837329106
729,0.7318554396423249,0.5376706827309237
731,0.8133971291866029,0.600947934352009
732,0.6766524117280839,0.5466050168977763
733,0.7602123486269827,0.5781322879234797
736,0.511342214402413,0.3106609195402299
739,0.25760416666666663,0.12763339359451906
741,0.6487179487179486,0.4250489585187823
747,0.39761135868391606,0.15229813523202756
750,0.8663407404883783,0.6707513262391311
754,0.32668046906191733,0.1852928278116652
770,0.7500795221601753,0.5304489996835555
782,0.48523886205045624,0.38370298939247827
784,0.6609848484848485,0.47467897182881436
786,0.7967823543363112,0.7151549059374782
788,0.40891011270938415,0.26630289413149305
790,0.6491090154774115,0.47875622875622875
793,0.5939818800475547,0.3633809780654441
794,0.8437795125440005,0.6300851853552785
796,0.617936867806069,0.4381136202792254
797,0.796379496539261,0.605359088720068
806,0.7232057727312127,0.6236555997194295
810,0.6104821534075282,0.42209637512034814
818,0.8479841518221091,0.5742689907540952
826,0.6000913378116564,0.41725190993633976
827,0.7815096251266465,0.5789906103286385
828,0.7339473684210527,0.604567969179967
829,0.7917229937323338,0.6751984126984127
830,0.5192307692307693,0.4009560095387955
831,0.7996891749675714,0.6493312031243066
832,0.7206445585166867,0.5584024419112652
836,0.686844697933617,0.5505716369531415
839,0.6506024096385542,0.5301828596607181
840,0.46906096491386373,0.23796922802081238
841,0.5166666666666667,0.650889388673073
842,0.6481334664416843,0.5358052393210957
845,0.3954867886597411,0.2967916987765178
847,0.41839292782689014,0.307673183635315
849,0.7077374940946497,0.45170574449652356
852,0.5107848364610559,0.43045466774280333
854,0.7333811327506592,0.6498714184403991
855,0.6495726495726495,0.48863636363636365
856,0.4816326530612245,0.3291139240506329
857,0.6157456140350877,0.3570211315610089
858,0.6285220286885246,0.4998242586912066
861,0.3299843014128729,0.19734432234432236
862,0.7600663549992459,0.5168288625493866
863,0.6362374175633461,0.4723288759433337
864,0.5380086149768057,0.3443502824858756
866,0.415201956220723,0.23806492024655343
868,0.7047635133161871,0.5016252208493275
871,0.39863013698630134,0.17745947548761204
873,0.9009287925696594,0.7082728592162555
875,0.4759043486093669,0.356998556998557
876,0.6721311475409836,0.40384615384615385
877,0.7437337543993834,0.5148021119775579
880,0.8355918005321771,0.6392628205128206
882,0.6760467998040403,0.37068688201975486
883,0.6615457375541154,0.4621982609787487
887,0.7894298793175197,0.5786409454292666
889,0.3817300953566546,0.3063708274500161
891,0.4436867161186987,0.26492763809427844
897,0.6923154701718908,0.5998824099052362
900,0.6128931003849571,0.35108876892344776
901,0.8099253310791772,0.7243409851319516
902,0.9043942041648465,0.8266169723262999
904,0.8119312423346348,0.7031442992996169
906,0.6165865384615384,0.3931837979094077
907,0.6967588936487996,0.4958178327719463
910,0.6190130624092889,0.4143306636155606
914,0.3145028120138806,0.2065781783759312
917,0.3703703703703704,
918,0.742513294705929,0.5659519757288738
921,0.565783659351973,0.36453811740523545
922,0.5139621284755513,0.3223124914301385
923,0.7125227604072157,0.5686455577989598
925,0.7882491473120026,0.5956439393939394
926,0.7699036511156186,0.5614738718453889
927,0.6805579766989163,0.5420157068062827
929,0.36184175847345945,0.22582582582582583
931,0.7754819118035384,0.6175853249845665
940,0.8278673163418291,0.7218868601141559
941,0.5898567446878653,0.3963068116082874
942,0.6516423475504468,0.5268757836543942
943,0.3392503404729479,0.2109100050276521
946,0.3023431594860166,0.13378329119877713
949,0.5466973635956155,0.335932293749167
950,0.5186058700209644,0.3191489361702128
951,0.8468705793295956,0.7161218421110622
954,0.6606501464496645,0.5465988075029348
956,0.897855303982306,0.7459049480928259
969,0.8338406683079886,0.7145996902282663
971,0.5005398606380373,0.3887090531649133
973,0.8658663698678539,0.6719872777344873
976,0.8371331956138217,0.695692631223821
978,0.7882873210633947,0.6132383565457994
979,0.6549245296543191,0.44263940117162076
980,0.6591108542562982,0.3212716651378361
981,0.4810126582278481,0.26582278481012656
987,0.5400012719092787,0.3195484254307784
990,0.6617647058823529,
991,0.8245049400934873,0.7423629384340144
992,0.6814651589241072,0.35201135210114953
993,0.7366829151852456,0.5144951728766654
1003,0.6260691514177595,0.5089168102138009
1005,0.7426900584795322,0.6168986678640922
1007,0.8267564308681672,0.7239244428448233
1017,0.7985664235664236,0.6698840495386917
1019,0.588929219600726,0.325770779727645
1021,0.5695595371407242,0.3303548496113552
1023,0.5582897615060769,0.3297800497223151
1026,0.7286557377049181,0.45233893468908504
1028,0.783544371570071,0.5383327177103557
1030,0.6880500531320672,0.5196583850931678
1033,0.4770094968073979,0.3368323549513752
1035,0.823446742459202,0.6467444120505345
1036,0.6137997367621748,0.3455687830687831
1039,0.5252035088713529,0.4296075764590275
1041,0.7097463220294238,0.5560250555313084
1045,0.6089806851825743,0.4721824526866807
1048,0.6442939244663382,0.5215488215488215
1054,0.8729780206817914,0.7017831194884194
1060,0.7729045847795561,0.6539211277103294
1063,0.7420303966809195,0.5891122431808099
1064,0.7299986493179056,0.4450130389740292
1074,0.5661882650907556,0.595800877428597
1075,0.7231629149791647,0.637243069489451
1077,0.6937728740896101,0.40287090376356394
1080,0.8837478559176672,0.7790510652764142
1084,0.380630253685603,0.25155259125098267
1091,0.5231312498443228,0.3322597234767817
1094,0.5908334511694087,0.3738346194131793
1096,0.532017593751185,0.32132262594347905
1104,0.6628179384203481,0.4662213101021947
1105,0.7674283154121864,0.7239377031957636
1107,0.8856951494641849,0.7388673983447283
1108,0.8101935646053293,0.68650372359526
1110,0.6752265162721893,0.5445169983416251
1116,0.8045138528587734,0.6567216170279808
1120,0.6732961435847684,0.5654322831118411
1122,0.6745071429447542,0.47394008104306984
1123,0.4485833501581532,0.3513231064237776
1125,0.8083703782711162,0.6970070231777545
1127,0.44142608928094096,0.3196047496334998
1128,0.9498892897462687,0.9255091720448807
1133,0.6895841298160656,0.4941825415963347
1139,0.7437503633509679,0.5362882565757309
1145,0.679199244822457,0.5323505158515917
1148,0.41601144849820704,0.2752673817305774
1150,0.716175934819329,0.6255333674688512
1152,0.6968253968253968,0.44728177105226286
1155,0.8719564036235501,0.7253043364158821
1163,0.7059006487158981,0.5989981111932332
1164,0.7289682539682539,0.44719101123595506
1165,0.6068888578998745,0.3212264150943396
1166,0.8347457627118644,0.5298578789893618
1173,0.7517482517482517,0.7178550555230858
1175,0.4376039894119872,0.2893789378937894
1177,0.8967451289559635,0.7594470424152925
1179,0.4444444444444444,0.3759222661396574
1181,0.6985294117647058,0.44318181818181823
1185,0.3969402219039988,0.20568347119169764
1190,0.8324608837864944,0.6675831526538146
1192,0.7993614303959131,0.6314579318462443
1197,0.5406631919482386,0.33176100628930816
1198,0.7616866438356165,0.5432602174728159
1199,0.6361603228895665,0.48280843236471704
1202,0.7430355233119578,0.5638418008074637
1204,0.43070500927643773,0.2690712295028842
1205,0.6648955250650166,0.37362988345284176
1206,0.6355400696864111,0.4272022022022022
1210,0.7321392735300021,0.5405956752345982
1215,0.5418471042705464,0.34692381193602495
1216,0.5720384928164814,0.43370524130773225
1225,0.864521841794569,0.6835672479089454
1226,0.518372330758746,0.3948412698412698
1229,0.8159331424256797,0.5414238511762642
1234,0.6007708957029004,0.39720616570327544
1238,0.7525120139799039,0.6242571805876527
1240,0.6976053871240488,0.4372210894821882
1242,0.7232196221840133,0.5159870453039227
1244,0.783470173213501,0.6655478746439292
1245,0.9697643885798495,0.9528683872733501
1248,0.6927818710188746,0.45983250914189355
1249,0.7965116279069767,0.6595686595686596
1250,0.7745392225793492,0.6656304192832302
1254,0.5604918755973826,0.2925656403130257
1257,0.6173239227947562,0.4702663125161334
1259,0.7238666490758541,0.45583170671308604
1261,0.7387975102948834,0.5634465115597191
1265,0.579171142141067,0.42267568747271933
1268,0.548288608772572,0.35486875307514054
1270,0.9575032903031886,0.9092858111127535
1273,0.6729400224215246,0.40872323552735923
1274,0.7255481236174195,0.5941710447431529
1276,0.4774388108486711,0.2785000033398572
1278,0.8518518518518519,0.6864035087719298
1279,0.5557156279361102,0.3238577312444667
1280,0.8208595066646238,0.7160332352374006
1284,0.6704137343103824,0.5092010003948927
1286,0.6111985119240415,0.4755708636305651
1293,0.6531931529418336,0.4469163438804769
1294,0.7777939220804808,0.6278276297853789
1295,0.47497310930603465,0.3985522674047264
1296,0.5224492602707429,0.3174043878903129
1297,0.6584078331204768,0.37012017513327355
1299,0.892000156706039,0.7645051113700746
1301,0.8460382593568156,0.6190382505470163
1303,0.8130649241146711,0.6640339460870939
1307,0.7592059507988964,0.503443319645503
1310,0.8998386859608589,0.7670122534010199
1318,0.6446786569485956,0.3988229591141139
1319,0.784068361532221,0.49312523225566707
1322,0.8430335199372185,0.7207873899978388
1323,0.7612377806997557,0.6520402819094824
1328,0.658705254430721,0.4782689963361737
1329,0.5578814916495081,0.35388476984862527
1335,0.7606902522758796,0.5478197990153414
1340,0.5320031222558299,0.44321856032673435
1342,0.3923851130896422,0.2467203623358349
1345,0.5215738877710708,0.5842159163915552
1347,0.6929411764705883,0.4413919413919414
1348,0.66791512568169,0.5398501058518197
1349,0.278155605780426,0.1731905521379205
1351,0.5608382874556628,0.3889602878807351
1355,0.8298573789434084,0.6194128076449199
1357,0.7893813273340833,0.6362229102167183
1359,0.6251151880707045,0.4325861186279529
1370,0.5984260556299696,0.5075747691882642
1375,0.4904845787263491,0.40766644979397104
1377,0.6523516027127929,0.39079287365701076
1378,0.6327525162111629,0.4472110304857411
1379,0.677203439515341,0.5163409548063261
1381,0.7703477531232519,0.5938629821531376
1386,0.6831687392018428,0.4478345348051363
1387,0.3676704014939309,0.2376508528151579
1394,0.893108118718593,0.7404304480602368
1395,0.8492190025977501,0.6485823939558342
1396,0.8167420814479638,0.7566079654980886
1400,0.8663573860498092,0.7706219790726085
1401,0.8566619503510817,0.8377325419532936
1403,0.8330257387231847,0.6515772507483306
1404,0.7838775759799426,0.7023471599059915
1405,0.7609110818426856,0.5212607556211294
1412,0.8848700719344226,0.8187975099915961
1415,0.8073348544715899,0.7000716674629718
1416,0.7644889202374655,0.5986075328180591
1418,0.8191307057174015,0.5836646695715323
1420,0.5150491949910554,0.30618776671408254
1424,0.6752354048964219,0.4646124217621569
1425,0.7160108007166831,0.5510970524072437
1426,0.48272279536049423,0.35629901723060686
1430,0.8240015107166463,0.5380479735318444
1431,0.7813895781637717,0.6154854712969525
1432,0.6649594621316987,0.6382691007437458
1435,0.5998780653028045,0.4588795961422544
1436,0.8195728065547718,0.5679329479280952
1438,0.44339002846923137,0.32611674431351056
1440,0.8730332028418153,0.7088896883994494
1461,0.5493161264502493,0.37252685884480374
1466,0.7257963977559792,0.48238067936116147
1468,0.7371088339089245,0.6156308033564895
1470,0.8082413383284619,0.6996475102623594
1476,0.6258414693545221,0.4926985793501219
1478,0.6838029617441381,0.49692218350754935
1479,0.6649778709527137,0.3910937449543062
1484,0.5486412811994208,0.3356564116962817
1487,0.7460499110406081,0.5106156405038885
1490,0.7975468869616631,0.7414637184442565
1491,0.4856111866464179,0.3436496191807975
1494,0.8491186021339105,0.6751412429378532
1496,0.7272457186773258,0.40080905734780786
1498,0.6241871010082931,0.4661881545684363
1499,0.6697409180512531,0.5528033547923774
1501,0.6912442416996096,0.4581326357765544
1503,0.715009746588694,0.604200155561317
1508,0.9599378575051369,0.8687843204862973
1512,0.861597486659463,0.7363999698376767
1517,0.849357372110799,0.6824484480905892
1526,0.903888479489069,0.6775156576654106
1528,0.8050562524246735,0.6682274719363686
1533,0.8167733002291826,0.6567952827402116
1534,0.6076382537650142,0.4668272503534587
1536,0.809922509713882,0.6807395982012676
1537,0.7579459038820486,0.6704961800706482
1540,0.9120540881826791,0.7908518358453531
1543,0.8713981069838561,0.7462949422235653
1546,0.6825062771931842,0.5868299059631532
1555,0.6858612027005809,0.5205641958275847
1560,0.7070707070707071,0.5500082521868295
1561,0.4294001179543348,0.29466174742066087
1565,0.6329052449816533,0.37036693847294294
1569,0.8822556675084372,0.7827655259496766
1570,0.5603715170278638,0.3866525423728814
1571,0.7616832779623477,0.5
1572,0.7858552225921815,0.5979163549304205
1582,0.7781059792337988,0.6855085784313726
1583,0.92451167095703,0.8472967488968655
1584,0.7417812776273935,0.5262001077212721
1585,0.3720364373170774,0.17817279644510198
1589,0.6494153367459601,0.4355167873601053
1593,0.5328703703703703,0.34382812500000004
1594,0.6621082621082621,0.4847696632944458
1596,0.6331238893120081,0.4232261640798226
1597,0.8121444432830118,0.7922967028049124
1602,0.8198938237848744,0.6914174972314506
1607,0.718263146867798,0.4896169029747012
1608,0.7192271957774496,0.474490919963491
1612,0.6776664908560541,0.42210014649442346
1613,0.7503500658380704,0.5600439929441269
1614,0.4493741646962064,0.34972996172967563
1617,0.357967032967033,0.20695807314897413
1618,0.700725944869458,0.5337018549765318
1619,0.4035714285714285,0.25380933386517757
1620,0.6973790959304031,0.5231554839456181
1622,0.16161616161616166,0.10333333333333332
1623,0.7306322934031912,0.5275854442259681
1629,0.7901036512584039,0.5856400825913022
1631,0.669130272489735,0.6704598506069095
1633,0.6150568181818181,0.49493684668989546
1634,0.4727767695099819,0.41532976827094475
1635,0.8028667171214514,0.5432735814544545
1636,0.7874510044096031,0.6637463365966203
1638,0.6476800277633177,0.3483246393157573
1639,0.6219711016331269,0.3879835026068994
1641,0.4752201276591521,0.35773027128091156
1642,0.8780145077720207,0.7037467317299416
1646,0.7710018382352941,0.3761762189905903
1654,0.4802521839281584,0.3587531058858764
1655,0.6690452285523811,0.425256116432587
1656,0.46180831065184297,0.25093821642674163
1657,0.7272528433945757,0.606789233357366
1661,0.5933542662630948,0.3011956665345488
1665,0.4296860087803016,0.2374456268448035
1666,0.5078756808415681,0.25325725215200995
1668,0.8246530457166756,0.5226660702961121
1670,0.5753860629877677,0.4467804556442751
1673,0.7995170923878511,0.5935968137254902
1674,0.795187714371574,0.5930307079001966
1682,0.4189138576779026,0.3754156335108329
1683,0.5926442416046879,0.4293818967900862
1684,0.6448688271604939,0.417424578527063
1702,0.7559344351057677,0.5776292498321431
1705,0.7468748910352523,0.5090668970566425
1706,0.6952748709862384,0.4559709850209618
1709,0.8583333333333333,0.79091748572399
1712,0.6114585791833844,0.3493481409946886
1716,0.8994146757498458,0.7827786777760003
1721,0.6370793787748059,0.5508882670657903
1722,0.8785289794423938,0.7089161250877472
1723,0.7732097142117165,0.5821741854636591
1731,0.42861383877597625,0.19317686065788325
1733,0.6100879420491299,0.4546406581647868
1737,0.6512096774193549,0.38018648018648016
1739,0.67914653784219,0.4787954598576518
1740,0.8693188525557785,0.7584535963114056
1741,0.5430111229003849,0.3308879969898407
1742,0.7645484418062327,0.5504527658347944
1744,0.7831525676926994,0.6279703581922315
1745,0.7829086566644339,0.5225204171059149
1751,0.6541760991302276,0.5220189583406205
1752,0.9131964224678135,0.868571573192954
1758,0.3043478260869565,
1759,0.724024221184157,0.5575589938568727
1762,0.5569596378725009,0.3477414540983987
1765,0.8447204968944101,0.6269692734121437
1766,0.8085714285714286,0.6867221761289557
1768,0.8047707211250748,0.6876126859997828
1769,0.666973394510832,0.4868082071276109
1772,0.5689611017841392,0.44716446518604935
1773,0.5581035384559243,0.34840895402529615
1780,0.5633368882569025,0.4312153246363773
1781,0.5789473684210527,0.41697220579538735
1783,0.6762087053733639,0.5626591234371202
1785,0.6950768775872265,0.5127043747238179
1791,0.5742410674872933,0.3509346974864216
1794,0.6559899578242412,0.41505125893274564
1796,0.8531934390818923,0.6565682327041404
1813,0.4628045923149016,0.29024826353070626
1814,0.7655919894366197,0.5631071858691288
1815,0.5916005291005291,
1816,0.6120543293718166,0.46212728081886967
1818,0.806836130801734,0.5787727088054765
1822,0.7492063492063492,0.5647908182154757
1823,0.8142596995295666,0.672388113920372
1825,0.8572840203274985,0.7029398764073185
1827,0.6781299840510366,0.5595326606479023
1831,0.6053646721090876,0.3321371610845295
1836,0.6708810307590864,0.3779132024706924
1837,0.8757606287622985,0.8486067690602257
1839,0.5192307692307693,0.3557347670250896
1840,0.7440547574177864,0.5026300849315283
1843,0.6510254749568221,0.37356347944583235
1848,0.3308308308308308,0.12980173482032217
1855,0.7715611589182833,0.6625142763909283
1858,0.4026977316555568,0.27394042157750015
1861,0.5983278485972401,0.3342614226477885
1867,0.45611691772584506,0.31774694498551226
1868,0.5846646192643479,0.34443418654599556
1871,0.634223553657552,0.4354588884097769
1875,0.6959293394777266,0.5727153398609337
1876,0.8176141215106731,0.6402150759293617
1879,0.8048063973063972,0.5960253074136437
1881,0.7863260994814673,0.5446616480492148
1882,0.7050435840795757,0.5990283156472097
1884,0.7610062893081762,0.6931530494821634
1885,0.7434725485174752,0.5778245192307692
1888,0.7809152127333945,0.6412922597864769
1889,0.7273229809466387,0.46637876782187887
1890,0.8256613756613757,0.6273421235253296
1896,0.6297760210803689,0.4626418988648091
1898,0.6623132360116575,0.5089360192444145
1899,0.7918834200346805,0.5375031609251298
1900,0.6273021403683425,0.28283661063667465
1902,0.7461682242990655,0.6325884935089194
1903,0.5696759776536313,0.2781758562059752
1904,0.6011562418410354,0.4078683190345499
1906,0.5932017543859649,0.4708475734791524
1907,0.8209728867623605,0.5091560792107318
1912,0.509090909090909,
1917,0.6890946593767953,0.5107995048448372
1919,0.5464345346289592,0.4556052602384345
1920,0.7942789968652038,0.6274383742081164
1921,0.8018867924528302,0.5493517775995723
1927,0.7843137254901961,0.6327877841987599
1934,0.6972052862835927,0.5322316058083723
1936,0.47035973653099133,0.2627290797728483
1968,0.5689371150265006,0.40629800307219666
1969,0.7778243476710454,0.5369619046255873
1975,0.9317501947700524,0.8734664769256761
1976,0.6067033661970371,0.41731047802993726
1980,0.7457912457912459,0.5746116413999626
1984,0.6856161963891102,0.4955370639723454
1986,0.6282322097779875,0.4394480687584136
1989,0.6205492044218982,0.5136830445446633
1990,0.5918596801859127,0.4293590533711327
1996,0.667141671278362,0.41755675028772077
1998,0.3645351920600045,0.23165476879542093
1999,0.5166894576041026,0.3325478049196675
2002,0.8257604581929541,0.696384346597789
2007,0.6787402406990227,0.414250879883558
2009,0.6574407342968163,0.44241321791476995
2012,0.8845498599227682,0.7304218188196089
2013,0.7521043827801477,0.5572448370616667
2017,0.7128889369057909,0.4648092716248369
2021,0.2939997647747448,0.2263711627649207
2023,0.8267245286563645,0.6337381147000389
2025,0.8068060367154717,0.5407179701989204
2026,0.8590625000000001,0.618743920233463
2027,0.7710155231448147,0.6815680166147455
2028,0.6758276232116995,0.5018025798364634
2030,0.6784674265745901,0.5389854990370455
2031,0.7844827586206897,0.6629886506935687
2032,0.5244105205567196,0.3120421753607103
2035,0.8721230434379921,0.8314125773432528
