ID,wt1,Assigned_gene_name,wt2,xrn1_1,xrn1_2
126,0.6840148698884758,YAR042W,0.7192118226600985,0.6333333333333333,0.6031746031746031
130,0.5830258302583026,YBL102W,0.5537848605577689,0.5148809523809523,0.4513715710723192
133,0.6374092838559496,YBL099W,0.6467391304347826,0.5927592116538132,0.5861402540033129
135,0.8064516129032258,YBL098W,0.7898550724637681,0.75,0.7324561403508771
140,0.7777777777777778,YBL095W,0.7773109243697479,0.7300380228136882,0.7834645669291339
141,0.6391964148599031,YBL092W,0.6489291706418396,0.5925110565110565,0.6007300672430356
146,0.35787567893783945,YBL090W,0.3603603603603603,0.3166240409207161,0.30915524104378594
147,0.5886524822695035,YBL089W,0.6151515151515151,0.5384615384615384,0.4663382594417077
148,0.36930860033726814,YBL085W,0.3433874709976798,0.2822185970636215,0.2368421052631579
149,0.8268733850129198,YBL081W,0.8210151380231523,0.7766423357664234,0.7587230883444692
154,0.5777777777777777,YBL079W,0.5651658767772512,0.4843437708194537,0.4596949891067538
156,0.7717391304347826,YBL071W-A,0.7893114080164442,0.7024114930733709,0.7258635961027458
157,0.8625954198473282,YBL069W,0.8661290322580645,0.8026981450252951,0.8025078369905956
159,0.7398218829516541,YBL068W,0.7576435495898584,0.7252124645892352,0.7167656464138876
160,0.6190476190476191,YBL063W,0.625,0.4419642857142857,0.4609375
162,0.6568627450980392,YBL060W,,0.5753424657534246,0.4958677685950413
164,0.8116089613034623,YBL058W,0.8053691275167785,0.7903225806451613,0.7270659590598939
165,0.7398496240601504,YBL056W,0.717670286278381,0.6184798807749627,0.5610278372591007
169,0.2298136645962733,YBL054W,0.25,0.2891566265060241,0.21138211382113825
174,0.6151761517615176,YBL050W,0.610762331838565,0.5295554469956033,0.4982014388489209
178,0.6754966887417219,YBL046W,0.6475409836065574,0.5845410628019324,0.6728110599078341
182,0.6637931034482759,YBL041W,0.6666666666666666,0.6284153005464481,0.6774193548387096
183,0.896029471960704,YBL041W,0.8832684824902723,0.8598392170569731,0.8507945850500295
185,0.7434782608695653,YBL039W-B,0.5904761904761905,0.5392354124748491,0.5262096774193549
187,0.6569767441860465,YBL038W,0.7168141592920354,0.620889748549323,0.6187290969899666
188,0.587248322147651,YBL037W,0.5229357798165137,0.4975961538461538,0.4873949579831933
190,0.5917667238421955,YBL032W,0.5441527446300716,0.5138686131386861,0.4882005899705015
191,0.4929577464788733,YBL031W,0.4482758620689655,0.3188405797101449,0.2765957446808511
194,0.6400790760586827,YBL027W,0.6260784313725489,0.505126604850214,0.4589602351246666
199,0.6804123711340206,YBL026W,0.706267539756782,0.6746302616609784,0.6826222684703434
200,0.8705882352941177,YBL025W,,0.8694942903752039,0.8761904761904762
201,0.8910380399742102,YBL024W,0.8888888888888888,0.8552206673842842,0.8425369054127939
203,0.7227053140096619,YBL020W,0.7451923076923077,0.7443095599393019,0.7130307467057101
205,0.6216216216216216,YBL019W,0.7162162162162162,0.6666666666666666,0.5339805825242718
208,0.8593155893536122,YBL016W,0.8126801152737753,0.8183556405353728,0.7781569965870307
210,0.8859934853420195,YBL015W,0.8482758620689655,0.8519417475728155,0.8557692307692307
213,0.6290322580645161,YBL013W,,0.4912280701754386,0.5227272727272727
215,0.7656950672645741,YBL011W,0.7779578606158833,0.6695957820738138,0.7010135135135135
218,0.8078175895765473,YBL008W,0.8427947598253275,0.6890080428954424,0.6948717948717948
222,0.782312925170068,YBL005W,0.7555555555555555,0.6137931034482759,0.6490066225165563
224,0.4108108108108108,YBL005W-A,0.5241379310344828,0.5157894736842106,0.5733333333333334
225,0.4887218045112782,YBL005W-A,0.5617977528089888,0.4929577464788733,0.4301075268817205
229,0.6712887438825449,YBL004W,0.6957026713124274,0.6741071428571429,0.6433823529411765
230,0.7904732573657736,YBL002W,0.7905733117771422,0.7674494811578373,0.7458139786107808
234,0.7984031936127745,YBR003W,0.8265306122448979,0.7932692307692307,0.7571157495256167
236,0.6956521739130435,YBR005W,0.6789808917197452,0.6897767332549941,0.6432264736297828
239,0.7014218009478673,YBR006W,0.7051282051282052,0.796875,0.6650485436893204
248,0.4597927972372965,YBR010W,0.4204223132682005,0.3590347263095939,0.3339110340843443
251,0.7162454873646209,YBR016W,0.7207373271889401,0.6078042328042328,0.6193111931119312
254,0.7533632286995515,YBR021W,0.6941176470588235,0.7520435967302452,0.6884272997032641
255,0.7250922509225092,YBR022W,0.7102803738317757,0.6689734717416378,0.6763636363636364
258,0.4861111111111111,YBR024W,0.5575221238938053,0.5439560439560439,0.5323741007194245
260,0.7402234636871509,YBR030W,0.7660256410256411,0.6735074626865671,0.6537102473498233
261,0.7769854132901135,YBR031W,0.7683556108175319,0.7028903193234886,0.6850552306692658
273,0.6156126482213439,YBR038W,0.6441495778045838,0.5957446808510638,0.5766355140186916
276,0.7727965843244892,YBR039W,0.7454398054316984,0.7642479844314707,0.7502593360995851
278,0.7912578055307761,YBR041W,0.8261363636363637,0.7233502538071066,0.7200929152148664
288,0.5657894736842105,YBR048W,0.589041095890411,0.5609756097560976,0.4021739130434783
289,0.8398686016050564,YBR048W,0.8265978950303199,0.7763601023805401,0.7548181818181818
298,0.6585365853658537,YBR054W,0.6711409395973155,0.5804195804195804,0.5384615384615384
299,0.6404241645244216,YBR054W,0.6280417149478563,0.607563025210084,0.5749894381073088
301,0.6231155778894473,YBR056W,0.5920000000000001,0.5645161290322581,0.5508130081300813
305,0.6356589147286822,YBR056W-A,0.6304700162074555,0.6243455497382199,0.5829545454545455
313,0.6654888103651354,YBR071W,0.6764199655765921,0.4837037037037037,0.4739336492890995
318,0.7042253521126759,YBR072W,0.7717391304347826,0.6873065015479877,0.6578073089700996
320,0.8168812589413448,YBR073W,0.8487229862475442,0.8425480769230769,0.7775377969762419
321,0.6807187284035936,YBR074W,0.6598984771573604,0.5756240822320118,0.5428145941921072
324,0.4984150387025433,YBR078W,0.4905814237951562,0.42673095758306334,0.42808139081624696
331,0.4051724137931034,YBR083W,0.4063926940639269,0.3464566929133858,0.366742596810934
333,0.7553571428571428,YBR084W,0.7622884770346495,0.6919720767888308,0.7167736021998167
334,0.7675438596491229,YBR085W,0.6685082872928176,0.7362637362637363,0.6797752808988764
339,0.8792710706150342,YBR087W,0.8512820512820513,0.7594936708860759,0.7687861271676301
344,0.7567567567567568,YBR094W,0.7452830188679245,0.7637795275590551,0.7366666666666667
345,0.3422025129342203,YBR096W,0.30300807043286865,0.22964867180805484,0.20607857672349889
346,0.8116591928251121,YBR097W,0.845,0.7785016286644951,0.8118811881188119
348,0.5414012738853503,YBR103W,0.6489361702127661,0.4134615384615384,0.3207547169811321
350,0.6865671641791045,YBR104W,0.7055476529160741,0.6613247863247863,0.6494192185850053
352,0.7428035043804756,YBR106W,0.7220230232119268,0.6661608497723824,0.6357682619647356
356,0.6388888888888888,YBR108W,,0.6386554621848739,0.6551724137931034
357,0.6512968299711815,YBR110W,0.6956521739130435,0.6022727272727273,0.5828779599271403
358,0.7784090909090909,YBR110W,0.8012139605462822,0.7613751263902933,0.7527675276752768
360,0.7986013986013986,YBR111W-A,0.7660550458715596,0.7124248496993988,0.6670258620689655
362,0.8608247422680413,YBR114W,,0.8861386138613861,0.7932489451476793
367,0.7615281224152192,YBR118W,0.7599498106894427,0.6894025720332085,0.6658289561069854
369,0.5886524822695035,YBR119W,0.5555555555555556,0.5793103448275863,0.4632768361581921
373,0.8220151998038735,YBR126W-A,0.8169432747089422,0.8025510204081633,0.7850133809099019
376,0.7666666666666667,YBR131W,0.7352941176470589,0.6024096385542169,0.6391752577319587
378,0.6679352997145576,YBR135W,0.6659167604049494,0.6452145214521452,0.6243386243386243
379,0.6733668341708543,YBR136W,0.6666666666666666,0.5470085470085471,0.5258620689655172
381,0.9432558139534885,YBR137W,0.9372026641294006,0.9156050955414012,0.908445706174592
384,0.8987479586281981,YBR139W,0.8872901678657075,0.8354531001589826,0.7942543303760033
385,0.775,YBR141W-A,,0.7383512544802867,0.7201365187713311
386,0.4223744292237443,YBR142W,0.4108761329305136,0.38031319910514544,0.4084249084249084
388,0.5724907063197026,YBR145W,0.5905172413793104,0.4377880184331797,0.4104308390022676
390,0.3952180028129395,YBR146W,0.3848288621646623,0.3364595545134818,0.32526475037821484
393,0.5703764320785597,YBR149W,0.5630712979890311,0.5241670577193805,0.4896103896103896
394,0.7138339920948616,YBR151W,0.7341389728096677,0.6880733944954128,0.7198067632850241
398,0.7524271844660194,YBR153W,0.8097345132743363,0.7456359102244389,0.7414187643020596
400,0.7423780487804879,YBR155W,0.718804920913884,0.7061403508771931,0.7157676348547718
407,0.8873994638069705,YBR158W,0.8748874887488749,0.8274074074074074,0.7974452554744526
408,0.7116747482282729,YBR159W,0.7057156353330184,0.7071240105540897,0.724834680382072
409,0.5209003215434084,YBR160W,0.5257009345794392,0.4970674486803519,0.4339080459770115
410,0.6612244897959184,YBR161W,0.6885245901639344,0.5945945945945946,0.5047923322683706
413,0.6912751677852349,YBR162W-A,0.6386554621848739,0.5563380281690141,0.6224066390041494
414,0.9013329247740156,YBR162W-A,0.9017642341619888,0.8931965982991495,0.8675161812297735
415,0.5289256198347108,YBR163W,0.61,0.542713567839196,0.5021645021645021
418,0.8074534161490683,YBR165W,0.8315018315018315,0.8004434589800443,0.832271762208068
424,0.7480916030534351,YBR168W,0.7941176470588235,0.7420634920634921,0.7607142857142857
426,0.543369890329013,YBR171W,0.5754614549402823,0.5750551876379691,0.5407636738906089
429,0.6882129277566539,YBR175W,0.6695652173913044,0.6129032258064516,0.5444785276073619
431,0.816793893129771,YBR176W,0.7448275862068966,0.7643678160919541,0.7045454545454546
436,0.8835227272727273,YBR183W,0.8756218905472637,0.8663171690694627,0.8554987212276215
440,0.7409349060725208,YBR187W,0.683153588694682,0.6237437185929648,0.5932456664674238
441,0.6239699084043989,YBR189W,0.6329531927965288,0.5942788446718659,0.5777896359539902
444,0.624777997665804,YBR191W,0.619638521715673,0.5704570243161744,0.5296226566255408
446,0.8743961352657005,YBR192W,0.8762886597938144,0.7917981072555205,0.8571428571428571
447,0.5299539170506913,YBR194W,0.5053763440860215,0.4662756598240469,0.4827586206896552
454,0.7328308207705193,YBR199W,0.7554038680318543,0.7166392092257001,0.6687224669603524
455,0.6531165311653117,YBR200W,0.6458333333333334,0.6502890173410405,0.5885558583106267
456,0.5555555555555556,YBR201W,0.4816753926701571,0.5103448275862069,0.457516339869281
458,0.5736196319018405,YBR202W,0.6484375,0.5175983436853002,0.494908350305499
464,0.8872062663185378,YBR205W,0.8789808917197452,0.8597650513950074,0.8520238885202389
465,0.4821958456973294,YBR207W,0.4991394148020654,0.4476584022038568,0.3866279069767442
468,0.7285067873303167,YBR210W,0.6428571428571429,0.5980392156862745,0.5336322869955157
469,0.8421599169262719,YBR210W,0.856156501726122,0.7685873605947955,0.7100478468899522
471,0.7311827956989247,YBR212W,0.7610062893081762,0.631578947368421,0.6099585062240664
472,0.7317073170731707,YBR213W,,0.8130841121495327,0.7697368421052632
473,0.8758434547908233,YBR214W,0.8914027149321267,0.8414634146341463,0.8119935170178282
480,0.5319148936170213,YBR228W,0.573170731707317,0.4873096446700508,0.5902439024390244
482,0.11052631578947368,YBR230W-A,0.17142857142857146,0.1116751269035533,0.11848341232227487
484,0.5075431034482759,YBR233W-A,0.4985915492957746,0.482225656877898,0.4326923076923077
485,0.8175487465181058,YBR235W,0.7905844155844156,0.7712962962962963,0.7573839662447257
486,0.2362204724409449,YBR237W,0.2727272727272727,0.2988929889298893,0.2254641909814324
491,0.5156037991858887,YBR242W,0.4809384164222874,0.5073099415204678,0.4851752021563343
494,0.7392197125256673,YBR244W,0.7611940298507462,0.7245989304812834,0.6929347826086957
495,0.5738636363636364,YBR246W,0.5604026845637584,0.4633333333333333,0.4755970924195223
499,0.7473118279569892,YBR251W,0.73,0.6911487758945386,0.6786941580756014
500,0.9136256235232344,YBR252W,0.8978149100257069,0.8856584942503797,0.8585009140767824
502,0.7332382310984308,YBR253W,0.6824224519940916,0.6865942028985508,0.6653481012658228
503,0.4478527607361963,YBR255W,0.4391891891891892,0.3878504672897196,0.29577464788732394
507,0.8501872659176031,YBR257W,0.8317307692307693,0.7108433734939759,0.7133956386292835
508,0.5443037974683544,YBR259W,0.6103896103896104,0.5151515151515151,0.4782608695652174
509,0.7227027027027026,YBR263W,0.7541100786275912,0.7041036717062635,0.686457638425617
510,0.6971235194585449,YBR265W,0.6933045356371489,0.5915966386554622,0.5794797687861272
511,0.5784615384615385,YBR267W,0.5882352941176471,0.5664739884393064,0.5717948717948718
513,0.4946043165467626,YBR268W,0.4800301431801055,0.38609467455621294,0.3859649122807017
517,0.4681818181818182,YBR271W,0.477124183006536,0.4049295774647888,0.2908496732026144
518,0.8830645161290323,YBR274W,0.8258706467661692,0.7719869706840391,0.7828947368421053
519,0.6530612244897959,YBR278W,0.6010928961748634,0.4971751412429379,0.5164113785557987
522,0.7477477477477478,YBR279W,0.7925531914893617,0.6918103448275862,0.642
526,0.42830540037243947,YBR282W,0.3820224719101124,0.29473684210526313,0.2568027210884354
532,0.572407883461868,YBR286W,0.5723830734966593,0.5155615696887687,0.4553191489361702
535,0.8005186946185433,YBR287W,0.7918297455968689,0.7332280978689818,0.7270672443021284
542,0.7208121827411168,YBR290W,0.7504725897920604,0.6206482593037215,0.5988764044943821
546,0.7391304347826086,YBR293W,,0.7225433526011561,0.6774193548387096
553,0.6883116883116883,YBR295W,0.6194029850746269,0.465034965034965,0.4540059347181009
557,0.7617021276595745,YBR297W,0.8313953488372093,0.7602040816326531,0.7435897435897436
565,0.5717821782178217,YCL063W,0.6267806267806267,0.4910941475826972,0.42857142857142855
566,0.922509225092251,YCL058W-A,0.9466882067851372,0.8948571428571429,0.8931216931216931
569,0.5793918918918919,YCL057W,0.536663124335813,0.4807938540332906,0.4543147208121827
570,0.6238532110091743,YCL055W,0.6575342465753424,0.5073891625615764,0.5
577,0.6343126967471143,YCL054W-A,0.6240126382306477,0.5449620801733478,0.5299003322259136
578,0.8901515151515151,YCL054W,0.8585526315789473,0.8105263157894737,0.8039215686274509
579,0.6424242424242425,YCL051W,0.6323529411764706,0.6232741617357002,0.6083650190114068
593,0.7093023255813954,YCL042W,0.6865671641791045,0.7464788732394366,0.6267605633802817
594,0.6770583533173461,YCL040W,0.6607773851590106,0.6641556811048337,0.6490566037735849
598,0.9248554913294798,YCL039W,,0.8851351351351351,0.8597014925373134
602,0.4732142857142857,YCL036W,0.5123674911660777,0.42857142857142855,0.4151515151515152
605,0.6674259681093394,YCL034W,0.7009345794392523,0.6205607476635514,0.6383763837638377
606,0.7918781725888325,YCL032W,0.760797342192691,0.7476851851851852,0.736
610,0.7869700103412617,YCL028W,0.7844243792325056,0.7582222222222222,0.7686375321336761
612,0.4788732394366197,YCL027W,0.5555555555555556,,
615,0.8296703296703297,YCL024W,0.7875,0.8389830508474576,0.7665505226480837
619,0.84375,YCL019W,0.8549450549450549,0.8333333333333334,0.7556390977443609
623,0.836627140974967,YCL018W,0.8149659863945579,0.7611940298507462,0.7295719844357976
626,0.5286885245901639,YCL014W,0.4336734693877551,0.4659090909090909,0.4486301369863014
628,0.8582507942440666,YCL005W-A,0.851609719995066,0.8355698355698356,0.8097266595669151
630,0.6259124087591241,YCL005W,0.6167315175097277,0.5783664459161147,0.5429917550058893
632,0.8294573643410853,YCL004W,,0.8704453441295547,0.8503649635036497
634,0.7367545076282941,YCL001W,0.728072837632777,0.6701863354037267,0.6487534626038781
640,0.7719298245614035,YCR003W,0.7535287730727471,0.6572022160664821,0.6175226586102719
650,0.7660961695191524,YCR008W,0.7650453421269581,0.7007168458781362,0.6852226720647774
655,0.6742255325205181,YCR012W,0.6613303978612989,0.5643673419643945,0.532382216646487
662,0.6871165644171779,YCR016W,0.6351351351351351,0.5809199318568995,0.5824
667,0.690677966101695,YCR019W,0.6666666666666666,0.6297577854671279,0.6222826086956522
669,0.3781925343811395,YCR020W-B,0.33981693363844395,0.2986293379994168,0.26979623420170235
683,0.6896551724137931,YCR032W,0.6415094339622641,0.6058091286307054,0.6600790513833992
684,0.7706855791962175,YCR033W,0.7474048442906575,0.6540540540540539,0.6039387308533917
685,0.8863232682060391,YCR034W,0.8828534031413613,0.8552689112374291,0.8426270136307311
686,0.6316872427983539,YCR036W,0.6372795969773299,0.610655737704918,0.5748031496062992
696,0.6470588235294118,YCR048W,0.6230769230769231,0.5153664302600472,0.506631299734748
699,0.7984790874524715,YCR051W,0.7809452363090773,0.7842239185750636,0.7488196411709159
700,0.7037974683544304,YCR052W,0.7416107382550335,0.5886889460154242,0.5850815850815849
702,0.3420647149460709,YCR053W,0.33277870216306155,0.2921933085501859,0.2691882326918823
705,0.56,YCR060W,0.5280898876404494,0.3934426229508197,
706,0.7720075997466751,YCR060W,0.7551020408163265,0.6734486266531028,0.6840442338072671
707,0.8049180327868852,YCR061W,0.8204081632653061,0.7599067599067599,0.7346938775510204
713,0.6592592592592592,YCR063W,0.5982905982905983,0.6039325842696629,0.6320754716981132
720,0.4985994397759104,YCR068W,0.4812286689419795,0.4907332796132152,0.4616822429906542
721,0.6893874029335634,YCR069W,0.6544622425629291,0.5940671350507416,0.5522388059701493
723,0.9292035398230089,YCR073W-A,0.8963815789473685,0.8485694347522679,0.8594795539033457
727,0.8878695208970439,YCR075W-A,0.914580265095729,0.8817891373801917,0.8419497784342689
729,0.7409836065573772,YCR079W,0.7227272727272728,0.6469002695417789,0.6564885496183206
731,0.8181818181818182,YCR081W,0.8086124401913876,0.7396593673965937,0.7215189873417721
732,0.674934036939314,YCR082W,0.6783707865168539,0.6245975531229878,0.6504944375772559
733,0.7709790209790209,YCR083W,0.7494456762749445,0.6988472622478387,0.6798307475317349
736,0.5547945205479452,YCR086W,0.4678899082568808,0.4,0.3031674208144796
739,0.26,YCR088W,0.2552083333333333,0.20666666666666667,0.1935483870967742
741,0.6666666666666666,YCR089W,0.6307692307692307,0.632,0.6042553191489362
747,0.3924812030075188,YCR093W,0.4027415143603133,0.3131712832108536,0.2884187082405345
750,0.8553092182030338,YCR094W,0.8773722627737226,0.8307692307692308,0.7720450281425891
754,0.33240997229916897,YCR097W,0.3209509658246657,0.2380281690140845,0.24687933425797506
770,0.760797342192691,YCR106W,0.7393617021276596,0.7236024844720497,0.734006734006734
782,0.41975308641975306,YDL241W,0.5507246376811594,0.4313725490196079,0.5471698113207547
784,0.696969696969697,YDL241W,0.625,0.4528301886792453,0.4682080924855491
786,0.8021978021978022,YDL240W,0.7913669064748201,0.7888198757763976,0.7292817679558011
788,0.4294554455445545,YDL237W,0.38836477987421386,0.3445287107258938,0.3324675324675325
790,0.6349397590361445,YDL236W,0.6632782719186785,0.6252545824847251,0.6081474296799224
793,0.5780346820809249,YDL233W,0.6099290780141844,0.4318181818181818,0.5197368421052632
794,0.8343984440122256,YDL232W,0.8531605810757754,0.7585842577918648,0.7589236683141132
796,0.6188524590163934,YDL230W,0.6170212765957447,0.5833333333333334,0.5175718849840255
797,0.7927068554351435,YDL229W,0.8000521376433786,0.7388532872206964,0.7173346067663373
806,0.7018072289156626,YDL225W,0.7446043165467626,0.7037037037037037,0.7457627118644068
810,0.6189697465249386,YDL219W,0.6019945602901179,0.537199124726477,0.5018069179143004
818,0.8518919984233346,YDL212W,0.8440763052208835,0.7765533845726457,0.7212321586968793
826,0.6075965287385234,YDL208W,0.5925861468847894,0.5672722305695943,0.544988344988345
827,0.7963525835866262,YDL207W,0.7666666666666667,0.7281553398058253,0.6362359550561798
828,0.71,YDL206W,0.7578947368421053,0.6959459459459459,0.7152777777777778
829,0.8164556962025317,YDL204W,0.7669902912621359,0.7181208053691275,0.7089552238805971
830,0.5192307692307693,YDL204W,,0.5584725536992841,0.4896810506566604
831,0.8131868131868132,YDL202W,0.7861915367483296,0.7440381558028617,0.7315521628498728
832,0.7253613666228647,YDL201W,0.7159277504105089,0.6616022099447514,0.6331719128329297
836,0.6762028608582574,YDL195W,0.6974865350089766,0.6907608695652174,0.6542056074766355
839,0.6506024096385542,YDL194W,,0.5853658536585366,0.5480769230769231
840,0.4608985024958402,YDL193W,0.4772234273318872,0.39569313593539707,0.32674571805006586
841,0.5166666666666667,YDL193W,,,
842,0.6562762384550798,YDL192W,0.6399906944282889,0.6069062324536777,0.5844053427965893
845,0.3928548027781418,YDL191W,0.3981187745413404,0.3882018880912577,0.369673663281464
847,0.3962264150943397,YDL189W,0.4405594405594406,0.4454277286135693,0.3914081145584726
849,0.7096378146101903,YDL185W,0.705837173579109,0.6156485929993136,0.5862607338017174
852,0.5187319884726225,YDL182W,0.5028376844494892,0.5475177304964539,0.491566265060241
854,0.7434008594229589,YDL181W,0.7233614060783595,0.7151639344262295,0.7064817908453057
855,0.6068376068376068,YDL180W,0.6923076923076923,0.5733333333333334,0.5227272727272727
856,0.5142857142857142,YDL179W,0.4489795918367347,0.4113475177304965,0.4654088050314466
857,0.5964912280701754,YDL179W,0.635,0.5178571428571429,0.4358108108108108
858,0.6502732240437158,YDL178W,0.6067708333333334,0.5930408472012103,0.5996168582375478
861,0.3538461538461539,YDL176W,0.30612244897959184,0.20727272727272728,0.19924812030075187
862,0.7306590257879656,YDL173W,0.7894736842105263,0.6040955631399317,0.6116504854368932
863,0.6368159203980099,YDL170W,0.6356589147286822,0.5566750629722922,0.5261904761904762
864,0.5233333333333333,YDL168W,0.5526838966202783,0.4664268585131894,0.4431418522860493
866,0.3934065934065934,YDL165W,0.43699731903485256,0.3497942386831276,0.3322259136212625
868,0.6989708404802745,YDL161W,0.7105561861520999,0.6331403762662807,0.6296064959400375
871,0.4,YDL159W,0.3972602739726027,0.2927927927927928,0.2307692307692308
873,0.9009287925696594,YDL155W,,0.9272727272727272,0.8798521256931608
875,0.4355179704016913,YDL150W,0.5162907268170426,0.4688995215311005,0.4882226980728052
876,0.6721311475409836,YDL149W,,0.475,0.5263157894736842
877,0.738352464550979,YDL147W,0.7491150442477876,0.6278481012658228,0.5926521239954076
880,0.8561151079136691,YDL146W,0.8150684931506851,0.7628865979381443,0.625615763546798
882,0.686046511627907,YDL143W,0.6660470879801735,0.5922077922077922,0.533220910623946
883,0.6416510318949343,YDL141W,0.6814404432132964,0.6621983914209115,0.6201923076923077
887,0.8148148148148148,YDL138W,0.7640449438202247,0.7373737373737373,0.7206703910614525
889,0.3839651639344263,YDL137W,0.3794950267788829,0.3405336721728081,0.3500116631677164
891,0.4427193204511574,YDL136W,0.4446541117862399,0.3747497814993375,0.3532041336874491
897,0.6976744186046512,YDL133W,0.6869565217391305,0.7086092715231788,0.653125
900,0.6221498371335505,YDL132W,0.6036363636363636,0.5232273838630807,0.4979508196721312
901,0.8047619047619048,YDL131W,0.8150887573964497,0.7438563327032136,0.7252747252747253
902,0.9151376146788992,YDL130W-A,0.8936507936507937,0.8625840179238238,0.888
904,0.8190128339656146,YDL130W,0.804849650703655,0.7571850745299257,0.7549998144781269
906,0.5729166666666666,YDL129W,0.6602564102564102,0.5428571428571428,0.5060240963855421
907,0.7078606158833063,YDL128W,0.6856571714142928,0.633261105092091,0.63671875
910,0.6153846153846154,YDL127W,0.6226415094339622,0.4901960784313725,0.4595744680851064
914,0.32408759124087594,YDL124W,0.30491803278688523,0.30413932357395257,0.2638167217760983
917,0.3703703703703704,YDL123W,,,
918,0.7303754266211604,YDL123W,0.7546511627906977,0.6215022091310751,0.6415284062342886
921,0.5737226277372263,YDL122W,0.5578446909667195,0.49935979513444295,0.4588888888888889
922,0.5100671140939598,YDL122W,0.5178571428571429,0.5378787878787878,0.44696969696969696
923,0.7070524412296564,YDL120W,0.7179930795847751,0.6805555555555556,0.6632782719186785
925,0.7978723404255319,YDL117W,0.7786259541984732,0.7311827956989247,0.6910569105691057
926,0.7456896551724138,YDL117W,0.7941176470588235,0.696969696969697,0.6392572944297082
927,0.6890380313199105,YDL116W,0.6720779220779219,0.6795096322241682,0.6099009900990099
929,0.37942122186495175,YDL112W,0.3442622950819672,0.36860068259385664,0.3283018867924528
931,0.7652495378927912,YDL108W,0.7857142857142857,0.6921985815602837,0.6350067842605156
940,0.8405172413793104,YDL102W,0.8152173913043478,0.802675585284281,0.7551546391752577
941,0.5813528336380256,YDL099W,0.5983606557377049,0.5447263017356475,0.5418552036199095
942,0.6614060258249641,YDL095W,0.6418786692759295,0.6128440366972477,0.5630081300813008
943,0.3553299492385787,YDL093W,0.3231707317073171,0.41,0.2954545454545455
946,0.2925170068027211,YDL092W,0.3121693121693121,0.2444176222088111,0.2161741835147745
949,0.5573122529644269,YDL089W,0.5360824742268041,0.5467980295566502,0.4786729857819905
950,0.5094339622641509,YDL089W,0.5277777777777778,0.3488372093023256,0.475609756097561
951,0.8503896103896104,YDL086W,0.8433515482695809,0.8179025888547609,0.8042242079610074
954,0.6631470512490343,YDL084W,0.6581532416502947,0.640022837567799,0.6182328190743338
956,0.8869233980379879,YDL082W,0.908787209926624,0.8539429627063849,0.8357544517338332
