ID,dcp2_1,Assigned_gene_name,dcp2_2
369,0.39263803680981607,YBR119W,0.305
373,0.7293139293139294,YBR126W-A,0.7253086419753086
376,0.5948275862068966,YBR131W,0.5056179775280899
378,0.6246138002059732,YBR135W,0.5483367983367984
379,0.5828571428571429,YBR136W,0.4754098360655738
381,0.8810467882632831,YBR137W,0.8536398467432951
384,0.712166172106825,YBR139W,0.6359130766298132
385,0.7013301088270859,YBR141W-A,0.6059431524547804
386,0.423728813559322,YBR142W,0.3887587822014051
388,0.31554524361948955,YBR145W,0.2117400419287212
390,0.3114754098360656,YBR146W,0.2763636363636364
392,0.6363636363636364,YBR147W,0.4725274725274725
393,0.4528637495553184,YBR149W,0.4268379728765168
394,0.6670761670761671,YBR151W,0.6503067484662577
396,0.35714285714285715,YBR152W,0.28
398,0.6565295169946332,YBR153W,0.6161048689138576
400,0.6802030456852792,YBR155W,0.5843373493975904
407,0.7840909090909091,YBR158W,0.7978311386522076
408,0.7091503267973857,YBR159W,0.6753541076487252
409,0.4370860927152318,YBR160W,0.33583208395802105
410,0.5285714285714286,YBR161W,0.4940944881889764
412,0.6984126984126984,YBR162W-A,0.6055045871559633
413,0.4662162162162162,YBR162W-A,0.4834123222748815
414,0.8375862622372011,YBR162W-A,0.8066702336365258
415,0.5291750503018109,YBR163W,0.5059760956175299
418,0.7915309446254072,YBR165W,0.7316239316239316
424,0.6498194945848376,YBR168W,0.6333333333333333
425,0.675,YBR168W,0.7701149425287356
426,0.525990099009901,YBR171W,0.4732824427480916
429,0.5766423357664233,YBR175W,0.5364431486880467
431,0.7373737373737373,YBR176W,0.6367924528301887
436,0.8321400159108989,YBR183W,0.7707715133531158
437,0.5833333333333334,YBR184W,0.5555555555555556
440,0.5145067698259188,YBR187W,0.4788674599917932
441,0.5277576109578432,YBR189W,0.4764792824015086
444,0.481578667423141,YBR191W,0.4430815086552791
446,0.7784090909090909,YBR192W,0.7722222222222223
447,0.4437751004016065,YBR194W,0.4438202247191011
454,0.6396242527754057,YBR199W,0.6026272577996716
455,0.5710900473933649,YBR200W,0.5074257425742574
456,0.4034090909090909,YBR201W,0.3764705882352941
458,0.5747800586510264,YBR202W,0.5673981191222571
461,0.5964912280701754,YBR203W,0.5454545454545454
464,0.8132884777123633,YBR205W,0.7689713322091062
465,0.3819320214669052,YBR207W,0.2857142857142857
468,0.5289855072463768,YBR210W,0.5743243243243243
469,0.6900878293601004,YBR210W,0.6406469760900141
471,0.6573705179282868,YBR212W,0.648
473,0.7808676307007787,YBR214W,0.7224719101123596
474,0.773109243697479,YBR215W,0.6819672131147541
476,0.9132290184921764,YBR217W,0.8964451313755796
478,0.7211155378486056,YBR225W,0.6818181818181818
479,0.7850467289719626,YBR228W,
480,0.4861660079051384,YBR228W,0.4901185770750988
482,0.08029197080291971,YBR230W-A,0.07872340425531915
483,0.6595744680851063,YBR233W,0.5818181818181818
484,0.3861702127659574,YBR233W-A,0.315450643776824
485,0.7379553466509988,YBR235W,0.6795774647887324
486,0.16037735849056606,YBR237W,0.13802816901408452
491,0.4734239802224969,YBR242W,0.4769021739130434
493,0.29178470254957506,YBR244W,0.2830188679245283
494,0.6264044943820225,YBR244W,0.64
495,0.4319852941176471,YBR246W,0.34507042253521125
497,0.4534883720930232,YBR250W,0.3975903614457832
499,0.6257088846880907,YBR251W,0.6109271523178808
500,0.8448851774530272,YBR252W,0.8388530784618804
502,0.7074132492113565,YBR253W,0.6165556612749762
503,0.3132530120481928,YBR255W,0.2932551319648094
507,0.6582733812949639,YBR257W,0.6390977443609023
508,0.4196428571428572,YBR259W,0.34959349593495936
509,0.6101265822784809,YBR263W,0.5597826086956522
510,0.5303933253873659,YBR265W,0.44625
511,0.5047923322683706,YBR267W,0.3905013192612137
513,0.4190213645761544,YBR268W,0.3771384136858476
516,0.6212121212121212,YBR271W,0.6515151515151515
517,0.2797202797202797,YBR271W,0.2303370786516854
518,0.7630057803468208,YBR274W,0.657439446366782
519,0.4893617021276596,YBR278W,0.4245810055865922
522,0.6196319018404908,YBR279W,0.487279843444227
526,0.2654232424677188,YBR282W,0.19776714513556612
528,0.603448275862069,YBR284W,0.573170731707317
532,0.3628318584070797,YBR286W,0.42105263157894735
535,0.6962374870555748,YBR287W,0.6618407445708376
542,0.5961871750433275,YBR290W,0.5650485436893203
546,0.5960451977401129,YBR293W,0.6696696696696697
552,0.5373134328358209,YBR295W,0.6
553,0.4248927038626609,YBR295W,0.4292682926829268
557,0.6919060052219321,YBR297W,0.6731277533039648
565,0.4405204460966543,YCL063W,0.3703703703703704
566,0.9078144078144078,YCL058W-A,0.8540290620871862
567,0.423728813559322,YCL057W,0.4262295081967213
569,0.3934204596665165,YCL057W,0.34069020866773675
570,0.5579399141630901,YCL055W,0.4485776805251641
578,0.7515274949083504,YCL054W,0.6751968503937008
579,0.5850052798310454,YCL051W,0.5248677248677248
583,0.7148936170212766,YCL048W-A,0.6232558139534884
585,0.6896046852122987,YCL048W-A,0.6908602150537635
593,0.5658914728682171,YCL042W,0.5687732342007435
594,0.6231378026070763,YCL040W,0.5902238465052535
598,0.8416666666666667,YCL039W,0.8520614389652384
602,0.3958333333333333,YCL036W,0.3413173652694611
603,0.3870967741935484,YCL034W,0.39130434782608703
604,0.6099290780141844,YCL034W,0.5153846153846153
605,0.5798076923076924,YCL034W,0.5627906976744186
606,0.7010050251256281,YCL032W,0.6713615023474179
610,0.7762430939226519,YCL028W,0.7494751574527642
612,0.4274809160305344,YCL027W,0.42758620689655175
615,0.7616279069767442,YCL024W,0.7820512820512819
619,0.7693798449612403,YCL019W,0.7018121911037891
623,0.6896964856230032,YCL018W,0.6544524925436728
626,0.4503311258278146,YCL014W,0.3622448979591837
628,0.7980433263452131,YCL005W-A,0.7723058398555087
630,0.4963196635120926,YCL005W,0.4341447149049683
632,0.8245614035087719,YCL004W,0.8203389830508474
634,0.6210343908291123,YCL001W,0.5834875444839858
640,0.5755490003277614,YCR003W,0.4792099792099792
650,0.6475183823529411,YCR008W,0.5938349954669084
655,0.4674196231361986,YCR012W,0.3964904804574284
662,0.521978021978022,YCR016W,0.3872767857142857
667,0.5740740740740741,YCR019W,0.5517633674630261
669,0.2286777795759832,YCR020W-B,0.17779214481978342
682,0.42168674698795183,YCR032W,0.41935483870967744
683,0.5368620037807184,YCR032W,0.5503472222222222
684,0.5561674008810573,YCR033W,0.4881188118811881
685,0.8619774386197744,YCR034W,0.8638207043756669
686,0.4980334316617502,YCR036W,0.4280363830925629
691,0.5478927203065134,YCR045W-A,0.4959016393442623
692,0.6093366093366094,YCR045W-A,0.5632411067193676
696,0.5128983308042488,YCR048W,0.4910905203136137
699,0.7155715571557155,YCR051W,0.6791012216404887
700,0.6048109965635738,YCR052W,0.4939130434782609
702,0.2139365835317709,YCR053W,0.16900021877050975
705,0.3333333333333333,YCR060W,0.3225806451612903
706,0.6391783268830009,YCR060W,0.5714285714285714
707,0.6376988984088128,YCR061W,0.6170598911070779
713,0.5926380368098161,YCR063W,0.5703225806451613
714,0.4736842105263158,YCR065W,0.5382513661202186
715,0.465,YCR065W,0.3886010362694301
717,0.7829457364341085,YCR066W,0.8037383177570093
719,0.6030368763557483,YCR068W,0.5702479338842975
720,0.36685288640595903,YCR068W,0.3457568807339449
721,0.5132394366197183,YCR069W,0.4554612937433722
723,0.8361508452535761,YCR073W-A,0.8365709459459459
727,0.8418604651162791,YCR075W-A,0.7918200408997955
729,0.6016096579476862,YCR079W,0.5341880341880342
731,0.6787439613526569,YCR081W,0.6311274509803921
732,0.5859802847754655,YCR082W,0.5713030103274006
733,0.6337148803329865,YCR083W,0.58
736,0.44190140845070425,YCR086W,0.3797909407665505
738,0.7603686635944701,YCR088W,0.7563218390804598
739,0.16391509433962265,YCR088W,0.11949685534591195
741,0.5103703703703704,YCR089W,0.4663494221617947
742,0.65625,YCR089W,0.4692307692307692
745,0.5726256983240223,YCR091W,0.5435435435435435
747,0.2439579186806937,YCR093W,0.20642837351066776
750,0.7513966480446927,YCR094W,0.6544050862851952
751,0.5006180469715699,YCR095W-A,0.4172099087353325
767,0.3818181818181817,YCR102W-A,0.5135135135135135
770,0.6742233417296389,YCR106W,0.6164167324388319
782,0.4152542372881356,YDL241W,0.3384615384615385
784,0.4721030042918455,YDL241W,0.4611872146118721
786,0.6904761904761905,YDL240W,0.8009950248756219
788,0.3251318101933216,YDL237W,0.2696629213483146
790,0.5802631578947368,YDL236W,0.5473815461346634
793,0.4474885844748858,YDL233W,0.4318181818181818
794,0.6934355214928357,YDL232W,0.6641382216603455
796,0.4821852731591449,YDL230W,0.4113785557986871
797,0.6564464400256574,YDL229W,0.6035319820366549
806,0.7197231833910035,YDL225W,0.6384364820846905
810,0.5272373540856031,YDL219W,0.469
818,0.6692571428571429,YDL212W,0.6008903215902985
826,0.48828125,YDL208W,0.4210990951224895
827,0.6459770114942529,YDL207W,0.5661252900232019
828,0.7272727272727273,YDL206W,0.6837606837606838
829,0.7092783505154641,YDL204W,0.6196581196581197
830,0.4624145785876993,YDL204W,0.4060324825986079
831,0.6686967113276492,YDL202W,0.6675031367628608
832,0.5953654188948306,YDL201W,0.5505415162454874
836,0.6017643352236925,YDL195W,0.5577354260089686
839,0.5671641791044776,YDL194W,0.6194029850746269
840,0.27262443438914025,YDL193W,0.2521315468940317
842,0.5379854368932039,YDL192W,0.5060525172263952
845,0.3445466491458607,YDL191W,0.3114673068775597
847,0.3429672447013488,YDL189W,0.2875816993464052
849,0.4862155388471178,YDL185W,0.4563189143341816
852,0.45,YDL182W,0.4367088607594937
854,0.6957978860531064,YDL181W,0.6574347942995429
855,0.5733333333333334,YDL180W,0.5833333333333334
856,0.3631840796019901,YDL179W,0.3590733590733591
857,0.4928774928774929,YDL179W,0.40869565217391307
858,0.5821596244131455,YDL178W,0.5559105431309904
861,0.1903485254691689,YDL176W,0.1953727506426735
862,0.5811138014527845,YDL173W,0.4931880108991826
863,0.4506726457399104,YDL170W,0.42857142857142855
864,0.3934624697336562,YDL168W,0.3433962264150943
866,0.2926315789473684,YDL165W,0.25313807531380755
868,0.5554435483870968,YDL161W,0.5257836198179979
871,0.2590909090909091,YDL159W,0.19298245614035087
873,0.8295218295218295,YDL155W,0.7830578512396694
875,0.38865546218487396,YDL150W,0.3123486682808717
876,0.4935064935064935,YDL149W,0.5616438356164384
877,0.5909323770491803,YDL147W,0.5218474077428119
880,0.7011494252873564,YDL146W,0.4692307692307692
882,0.4795454545454546,YDL143W,0.4139737991266376
883,0.5820029027576198,YDL141W,0.5690747782002535
887,0.7022222222222222,YDL138W,0.5739130434782609
889,0.3223598435462842,YDL137W,0.2932877297990594
891,0.3007429298526454,YDL136W,0.2664138061824388
897,0.6245210727969349,YDL133W,0.5275862068965518
898,0.7659574468085106,YDL133W,0.6833333333333333
900,0.4108108108108108,YDL132W,0.3737864077669903
901,0.7372627372627373,YDL131W,0.6913339824732231
902,0.8391107761868877,YDL130W-A,0.8008
904,0.7238413565401703,YDL130W,0.6926111575234383
906,0.4659090909090909,YDL129W,0.5263157894736842
907,0.5670871559633027,YDL128W,0.5233745298226761
910,0.4360189573459716,YDL127W,0.5169082125603864
914,0.2450667440510737,YDL124W,0.2178694158075601
918,0.6105200945626478,YDL123W,0.5813528336380256
921,0.4002998500749625,YDL122W,0.3700787401574803
922,0.4418604651162791,YDL122W,0.3133047210300429
923,0.6228915662650603,YDL120W,0.5666666666666667
925,0.6782608695652174,YDL117W,0.5732217573221757
926,0.6370370370370371,YDL117W,0.5618374558303887
927,0.5581947743467933,YDL116W,0.5051546391752577
929,0.2272727272727273,YDL112W,0.3073770491803279
931,0.5945945945945946,YDL108W,0.5883100381194409
932,0.676923076923077,YDL107W,0.6866666666666666
938,0.7261904761904762,YDL105W,
940,0.7528735632183908,YDL102W,0.7341389728096677
941,0.5319148936170213,YDL099W,0.4712892741061755
942,0.5402843601895735,YDL095W,0.48894348894348905
946,0.18087035358114234,YDL092W,0.15631978561857973
949,0.4032258064516129,YDL089W,0.5028571428571429
950,0.3048780487804878,YDL089W,
951,0.7507274490785645,YDL086W,0.67739898989899
954,0.5910004017677782,YDL084W,0.5390835579514824
956,0.7934303890384145,YDL082W,0.7246745195288282
969,0.7542405700565409,YDL075W,0.6988219489511213
971,0.4910714285714286,YDL073W,0.41821946169772256
972,0.768,YDL070W,0.76
973,0.7816764132553606,YDL070W,0.7332053742802304
975,0.4579439252336449,YDL066W,0.31683168316831684
976,0.7486950037285608,YDL066W,0.6893269884432359
978,0.6446601941747573,YDL064W,0.62
979,0.5088105726872246,YDL060W,0.4106728538283063
980,0.4227941176470588,YDL058W,0.4
981,0.3382352941176471,YDL057W,0.3448275862068966
984,0.7272727272727273,YDL056W,0.6351351351351351
987,0.3608860075634792,YDL051W,0.31754874651810583
991,0.7744133232399697,YDL047W,0.7307958477508649
992,0.456489732661759,YDL046W,0.3567870977942921
993,0.5663322185061316,YDL045W-A,0.5307881773399015
1003,0.5590551181102362,YDL031W,0.5289855072463768
1005,0.6241134751773051,YDL030W,0.6531791907514449
1007,0.7344782034346103,YDL029W,0.7466931216931217
1010,0.6811594202898551,YDL026W,0.4406779661016949
1015,0.5876288659793815,YDL021W,0.5391304347826087
1017,0.6953642384105961,YDL017W,0.64
1019,0.4099335431969221,YDL014W,0.3649586776859504
1021,0.3872549019607843,YDL013W,0.35858585858585856
1022,0.7945945945945946,YDL010W,0.8324324324324325
1023,0.38593974175035867,YDL010W,0.3074626865671642
1026,0.5763717251606525,YDL008W,0.4808259587020649
1028,0.5963734049697784,YDL007W,0.5437645236250969
1030,0.6258660508083139,YDL006W,0.5756097560975609
1033,0.3779049601109955,YDL004W,0.3252487050892049
1035,0.7625570776255708,YDL003W,0.7028112449799196
1036,0.4174311926605505,YDL001W,0.3133802816901409
1039,0.4461031407522296,YDR002W,0.42981132075471706
1041,0.5938586326767091,YDR003W,0.5446187128177393
1042,0.15789473684210525,YDR003W-A,0.2328767123287671
1045,0.4151436031331593,YDR004W,0.4353562005277045
1047,0.7697841726618705,YDR007W,0.7027027027027027
1048,0.5638418079096045,YDR007W,0.550098231827112
1054,0.7961867192636424,YDR011W,0.7503774534474081
1056,0.5076923076923077,YDR011W,0.3278688524590164
1058,0.5588235294117647,YDR012W,0.4158415841584158
1060,0.6826908876089204,YDR012W,0.6448748991121872
1063,0.6333333333333333,YDR013W,0.5884353741496599
1064,0.5826330532212886,YDR014W,0.5161290322580645
1074,0.5431034482758621,YDR021W,0.5135135135135135
1075,0.6660522273425499,YDR023W,0.6186440677966102
1077,0.4878391959798995,YDR025W,0.4103865188247823
1080,0.8275529865125241,YDR031W,0.767590618336887
1084,0.2491697597186951,YDR033W,0.25066806642489026
1090,0.5593869731800766,YDR034W-B,0.5551839464882943
1091,0.4005167958656331,YDR035W,0.3277777777777778
1093,0.5,YDR037W,0.41044776119402987
1094,0.4490654992422967,YDR037W,0.4001439884809215
1096,0.3539823008849557,YDR041W,0.341501976284585
1104,0.5652173913043478,YDR044W,0.460093896713615
1105,0.7043189368770764,YDR044W,0.6696750902527075
1107,0.7378832838773491,YDR047W,0.7116389548693587
1108,0.7320819112627986,YDR047W,0.7110507246376812
1110,0.5263157894736842,YDR049W,0.4848484848484849
1116,0.7094117647058824,YDR055W,0.6757512229210343
1120,0.6287425149700598,YDR057W,0.5735294117647058
1121,0.6,YDR060W,0.31343283582089554
1122,0.5154905335628227,YDR060W,0.4825949367088608
1123,0.4198895027624309,YDR061W,0.4116161616161616
1125,0.7532146389713156,YDR062W,0.7516843118383061
1127,0.4294403892944039,YDR063W,0.3651753325272068
1128,0.9256408617272902,YDR064W,0.9118374894623772
1133,0.515,YDR065W,0.5060240963855421
1139,0.527027027027027,YDR068W,0.5016181229773463
1145,0.5195961995249406,YDR073W,0.4866942637492608
1148,0.3098106712564544,YDR074W,0.2813383600377003
1150,0.684,YDR075W,0.667953667953668
1152,0.6130434782608696,YDR076W,0.5098814229249012
1155,0.7393201816633551,YDR077W,0.7065887831379437
1163,0.628125,YDR079W,0.6354166666666666
1164,0.528,YDR080W,0.6486486486486487
1165,0.5074626865671642,YDR082W,0.4415584415584416
1166,0.6290630975143403,YDR083W,0.5348837209302325
1173,0.6949152542372882,YDR089W,0.6538461538461539
1175,0.3327510917030568,YDR092W,0.2788018433179724
1177,0.8517060367454068,YDR093W,0.8158890290037831
1179,0.4227642276422765,YDR096W,0.375
1180,0.5487804878048781,YDR096W,0.5057471264367817
1181,0.4840764331210191,YDR096W,0.4365482233502538
1182,0.5217391304347826,YDR096W,
1185,0.2645721372467962,YDR099W,0.2260504201680673
1190,0.7073562479922904,YDR100W,0.6766220391349125
1191,0.6666666666666666,YDR103W,0.6301369863013698
1192,0.72,YDR103W,0.6699507389162561
1194,0.4444444444444444,YDR106W,0.4259259259259259
1197,0.4322033898305085,YDR108W,0.3475177304964539
1198,0.5828220858895705,YDR110W,0.4959016393442623
1199,0.4868014268727705,YDR115W,0.4455002794857462
1202,0.6184041184041184,YDR119W,0.5724282715185445
1203,0.8953703703703704,YDR119W-A,0.8956043956043956
1204,0.3188405797101449,YDR121W,0.3194444444444444
1205,0.502710027100271,YDR122W,0.4350828729281768
1206,0.5169366715758469,YDR124W,0.4429223744292237
1207,0.58,YDR124W,
1209,0.384,YDR124W,0.30392156862745096
1210,0.5749385749385749,YDR126W,0.5176767676767676
1215,0.3827586206896552,YDR127W,0.35167464114832536
1216,0.4847457627118644,YDR128W,0.3841059602649007
1225,0.7223650385604113,YDR137W,0.6489795918367347
1226,0.4751381215469613,YDR138W,0.3703703703703704
1228,0.2644628099173554,YDR140W,0.2464454976303317
1229,0.6202365308804205,YDR140W,0.5349524122087299
1234,0.5039637599093998,YDR145W,0.4402298850574712
1237,0.8821917808219178,YDR147W,0.8562259306803595
1238,0.6793478260869565,YDR147W,0.6108108108108108
1239,0.6296296296296297,YDR150W,0.5606060606060606
1240,0.6058823529411764,YDR150W,0.5363881401617251
1242,0.6075085324232082,YDR152W,0.5343680709534369
1244,0.6880696364567332,YDR156W,0.6570207807341232
1245,0.9527479213141352,YDR158W,0.9439261916965659
1248,0.5630252100840336,YDR159W,0.5339366515837104
1249,0.7588424437299035,YDR160W,0.7784431137724551
1250,0.6981818181818182,YDR161W,0.6507666098807495
1254,0.3237704918032787,YDR163W,0.25217391304347825
1257,0.5560081466395111,YDR165W,0.5097837281153449
1259,0.5519053876478318,YDR167W,0.4673611111111111
1261,0.6365079365079365,YDR168W,0.5558375634517766
1265,0.5041459369817579,YDR171W,0.4547134935304991
1268,0.4085539714867617,YDR172W,0.37221795855717577
1270,0.9221991701244814,YDR174W,0.904045643153527
1273,0.4951768488745981,YDR176W,0.4886731391585761
1274,0.6198884758364313,YDR177W,0.5893282515483563
1276,0.31084036238675417,YDR178W,0.2818181818181818
1277,0.7761194029850746,YDR179W-A,0.8102189781021898
1278,0.7647058823529411,YDR180W,0.6698113207547169
1279,0.4496919917864477,YDR182W,0.34439834024896265
1280,0.6969026548672567,YDR183W,0.6388261851015802
1284,0.5449486301369864,YDR188W,0.5013169446883231
1286,0.4988814317673378,YDR189W,0.5343680709534369
1287,0.6201550387596899,YDR191W,0.5491803278688525
1289,0.7075471698113207,YDR195W,0.6964285714285714
1293,0.5175879396984925,YDR197W,0.4018691588785047
1294,0.6872659176029963,YDR201W,0.6801541425818882
1295,0.3955056179775281,YDR204W,0.3641851106639839
1296,0.3516260162601626,YDR205W,0.2945804195804196
1297,0.4571428571428571,YDR206W,0.3911525029103609
1298,0.52,YDR206W,
1299,0.8246505717916137,YDR208W,0.7584905660377359
1300,0.3695652173913043,YDR210W,0.4871794871794872
1301,0.6841827303934512,YDR210W,0.6230769230769231
1303,0.7060561299852289,YDR211W,0.668918918918919
1307,0.5583079268292683,YDR212W,0.5149700598802395
1308,0.631578947368421,YDR213W,0.6454545454545455
1310,0.862383062530773,YDR214W,0.8381356905062565
1313,0.580829756795422,YDR216W,0.511921458625526
1314,0.6872246696035242,YDR216W,0.715625
1318,0.4654088050314466,YDR221W,0.4707903780068728
1319,0.5680345572354212,YDR222W,0.5051975051975052
1320,0.6476190476190476,YDR223W,0.6476190476190476
1322,0.7547837658017299,YDR225W,0.7211370452470988
1323,0.6793284365162644,YDR226W,0.6527487821851079
1328,0.5468221135765325,YDR232W,0.4780351437699679
