ID,cap,uncap,wt1,Assigned_gene_name
3846,127,20,0.8639455782312925,YKL208W
3847,668,303,0.6879505664263645,YKL207W
3849,446,171,0.7228525121555915,YKL205W
3850,119,74,0.616580310880829,YKL204W
3857,557,197,0.7387267904509284,YKL195W
3859,3,0,1.0,YKL191W
3860,977,502,0.6605814739688979,YKL191W
3861,1126,186,0.8582317073170732,YKL190W
3862,133,41,0.7643678160919541,YKL189W
3868,21,3,0.875,YKL185W
3869,394,191,0.6735042735042736,YKL185W
3872,1167,235,0.8323823109843081,YKL184W
3873,126,69,0.6461538461538462,YKL183W
3874,3,0,1.0,YKL183W
3875,3108,922,0.7712158808933003,YKL182W
3876,8270,1360,0.8587746625129803,YKL182W
3877,82,34,0.7068965517241379,YKL182W
3883,1427,846,0.6278046634403871,YKL181W
3885,5,5,0.5,YKL180W
3886,29746,21034,0.5857818038597873,YKL180W
3890,1729,400,0.8121183654297792,YKL175W
3892,205,69,0.7481751824817519,YKL173W
3894,893,127,0.8754901960784314,YKL172W
3897,44,24,0.6470588235294118,YKL171W
3898,835,596,0.583508036338225,YKL170W
3903,160,219,0.4221635883905013,YKL163W
3904,206,31,0.869198312236287,YKL163W
3911,2137,904,0.7027293653403486,YKL160W
3913,8,2,0.8,YKL157W
3914,37,26,0.5873015873015873,YKL157W
3915,274,65,0.8082595870206489,YKL157W
3918,0,30,0.0,YKL156W
3919,11679,9883,0.5416473425470736,YKL156W
3921,932,624,0.5989717223650386,YKL154W
3922,2,5,0.2857142857142857,YKL153W
3925,15,10,0.6,YKL150W
3930,344,237,0.5920826161790017,YKL146W
3933,1379,552,0.7141377524598653,YKL145W
3934,29,1,0.9666666666666668,YKL143W
3935,1021,91,0.9181654676258992,YKL143W
3936,506,551,0.478713339640492,YKL142W
3937,6,0,1.0,YKL141W
3938,946,230,0.8044217687074829,YKL141W
3939,180,109,0.6228373702422145,YKL140W
3940,69,82,0.456953642384106,YKL139W
3941,774,144,0.8431372549019608,YKL137W
3942,38,34,0.5277777777777778,YKL136W
3946,1,1,0.5,YKL131W
3955,23,15,0.6052631578947368,YKL127W
3956,644,259,0.7131782945736435,YKL127W
3958,676,184,0.7860465116279071,YKL126W
3959,38,29,0.5671641791044776,YKL126W
3960,239,130,0.6476964769647696,YKL125W
3961,68,34,0.6666666666666666,YKL124W
3963,67,51,0.5677966101694916,YKL121W
3965,2645,208,0.9270942867157378,YKL120W
3967,2688,689,0.7959727568848092,YKL117W
3972,19,2,0.9047619047619048,YKL112W
3973,5,5,0.5,YKL112W
3974,156,59,0.7255813953488373,YKL112W
3977,71,2,0.9726027397260274,YKL109W
3978,1372,249,0.8463911165946947,YKL109W
3980,75,39,0.6578947368421053,YKL108W
3981,1,0,1.0,YKL107W
3984,756,206,0.7858627858627859,YKL106W
3989,337,176,0.6569200779727096,YKL101W
3990,298,119,0.7146282973621103,YKL098W
3991,33302,17093,0.6608195257466019,YKL096W-A
3994,4,0,1.0,YKL096W
3995,3995,168,0.9596444871486908,YKL096W
3998,76,21,0.7835051546391752,YKL095W
3999,657,85,0.8854447439353099,YKL094W
4000,17,5,0.7727272727272727,YKL093W
4003,66,15,0.8148148148148148,YKL090W
4005,3,2,0.6,YKL089W
4006,46,10,0.8214285714285714,YKL089W
4009,49,66,0.4260869565217391,YKL088W
4010,6,0,1.0,YKL086W
4011,15,7,0.6818181818181818,YKL086W
4012,1615,295,0.8455497382198953,YKL085W
4013,717,133,0.8435294117647059,YKL084W
4014,28,4,0.875,YKL081W
4015,20898,6558,0.7611451048951049,YKL081W
4019,2535,1012,0.7146884691288413,YKL080W
4021,117,100,0.5391705069124424,YKL079W
4023,197,207,0.4876237623762376,YKL078W
4024,698,534,0.5665584415584416,YKL077W
4025,524,237,0.6885676741130092,YKL073W
4028,131,16,0.8911564625850341,YKL072W
4030,18,13,0.5806451612903226,YKL071W
4032,9,3,0.75,YKL071W
4033,528,152,0.7764705882352941,YKL069W
4034,1158,640,0.6440489432703004,YKL068W-A
4035,274,213,0.5626283367556468,YKL068W
4036,17,9,0.6538461538461539,YKL068W
4038,6,2,0.75,YKL067W
4039,1272,1297,0.4951342934994161,YKL067W
4040,12,6,0.6666666666666666,YKL066W
4041,0,9,0.0,YKL066W
4042,12,2,0.8571428571428571,YKL065W-A
4043,29,13,0.6904761904761905,YKL065W-A
4044,310,163,0.6553911205073996,YKL064W
4045,71,33,0.6826923076923077,YKL064W
4050,71,40,0.6396396396396397,YKL062W
4051,213,48,0.8160919540229885,YKL062W
4052,301,247,0.5492700729927007,YKL061W
4055,1760,656,0.7284768211920529,YKL058W
4056,32,18,0.64,YKL053W
4058,123,52,0.7028571428571428,YKL051W
4059,668,248,0.7292576419213974,YKL051W
4065,73,124,0.37055837563451777,YKL047W
4066,12,1,0.9230769230769232,YKL045W
4067,142,99,0.5892116182572614,YKL045W
4069,1,0,1.0,YKL044W
4070,40,11,0.7843137254901961,YKL044W
4071,474,194,0.7095808383233533,YKL043W
4072,134,60,0.6907216494845361,YKL042W
4073,7,2,0.7777777777777778,YKL042W
4074,150,17,0.8982035928143712,YKL041W
4078,31,4,0.8857142857142857,YKL039W
4079,1485,1089,0.5769230769230769,YKL039W
4080,274,126,0.685,YKL038W
4081,27,19,0.5869565217391305,YKL038W
4082,84,49,0.631578947368421,YKL038W
4083,1987,906,0.6868302799861735,YKL035W
4085,209,100,0.6763754045307443,YKL034W
4086,640,392,0.6201550387596899,YKL033W-A
4087,133,38,0.7777777777777778,YKL033W
4088,32,18,0.64,YKL031W
4089,240,57,0.8080808080808081,YKL028W
4090,296,46,0.8654970760233918,YKL027W
4092,126,44,0.7411764705882353,YKL023W
4095,292,161,0.6445916114790287,YKL019W
4096,237,154,0.6061381074168798,YKL018W
4098,223,89,0.7147435897435898,YKL015W
4100,225,52,0.8122743682310469,YKL012W
4102,2093,4366,0.3240439696547453,YKL009W
4104,1629,192,0.8945634266886326,YKL007W
4105,176,16,0.9166666666666666,YKL006W
4106,32028,58146,0.3551799853616342,YKL006W
4107,1643,126,0.9287733182589032,YKL004W
4110,749,105,0.8770491803278688,YKL002W
4112,117,169,0.4090909090909091,YKR002W
4113,496,236,0.6775956284153005,YKR003W
4116,491,154,0.7612403100775194,YKR007W
4118,308,60,0.8369565217391305,YKR008W
4126,2955,440,0.8703976435935199,YKR013W
4131,208,146,0.5875706214689266,YKR016W
4132,3,6,0.3333333333333333,YKR020W
4133,257,48,0.8426229508196721,YKR020W
4135,100,44,0.6944444444444444,YKR021W
4136,110,75,0.5945945945945946,YKR023W
4138,648,105,0.8605577689243028,YKR025W
4139,170,64,0.7264957264957265,YKR027W
4141,627,69,0.9008620689655172,YKR028W
4142,36,4,0.9,YKR030W
4143,612,419,0.5935984481086324,YKR030W
4144,27,27,0.5,YKR034W
4145,1089,127,0.8955592105263158,YKR035W-A
4146,27,7,0.7941176470588235,YKR039W
4147,50,7,0.8771929824561403,YKR039W
4148,1829,313,0.853874883286648,YKR039W
4153,20,3,0.8695652173913043,YKR041W
4154,4094,2249,0.6454359136055494,YKR042W
4156,318,174,0.6463414634146342,YKR044W
4158,199,26,0.8844444444444445,YKR050W
4159,4,0,1.0,YKR050W
4160,282,23,0.9245901639344264,YKR051W
4165,114,119,0.4892703862660944,YKR055W
4167,11686,506,0.9584973753280841,YKR057W
4168,43,23,0.6515151515151515,YKR058W
4170,8213,5020,0.6206453563062042,YKR059W
4171,338,117,0.7428571428571429,YKR060W
4172,210,231,0.4761904761904762,YKR061W
4174,345,172,0.6673114119922631,YKR062W
4175,110,28,0.7971014492753623,YKR064W
4177,194,232,0.4553990610328639,YKR067W
4180,104,22,0.8253968253968254,YKR069W
4181,427,204,0.6767036450079239,YKR070W
4185,7,2,0.7777777777777778,YKR074W
4186,718,921,0.438071995118975,YKR074W
4188,3,2,0.6,YKR076W
4189,1,2,0.3333333333333333,YKR076W
4190,3,2,0.6,YKR076W
4191,90,82,0.5232558139534884,YKR076W
4194,116,49,0.703030303030303,YKR077W
4196,98,67,0.5939393939393941,YKR078W
4198,140,63,0.6896551724137931,YKR080W
4199,319,126,0.7168539325842697,YKR082W
4201,22,69,0.24175824175824176,YKR086W
4203,50,90,0.35714285714285715,YKR090W
4206,5,3,0.625,YKR091W
4207,46,19,0.7076923076923077,YKR091W
4208,753,68,0.9171741778319124,YKR091W
4210,80,1,0.9876543209876544,YKR093W
4211,2270,502,0.8189033189033189,YKR093W
4214,20,28,0.4166666666666667,YKR095W
4215,3,1,0.75,YKR095W
4216,314,218,0.5902255639097744,YKR095W
4217,494,317,0.6091245376078915,YKR095W-A
4218,95,55,0.6333333333333333,YKR096W
4219,1,1,0.5,YKR096W
4220,47,51,0.4795918367346938,YKR096W
4226,92,109,0.4577114427860697,YKR099W
4227,23,19,0.5476190476190477,YKR101W
4234,3,4,0.42857142857142855,YKR106W
4235,1,1,0.5,YKR106W
4238,438,116,0.7906137184115524,YLL061W
4241,68,50,0.576271186440678,YLL058W
4246,13,5,0.7222222222222222,YLL055W
4247,19,11,0.6333333333333333,YLL055W
4248,20,7,0.7407407407407407,YLL055W
4249,11,3,0.7857142857142857,YLL055W
4252,236,142,0.6243386243386243,YLL049W
4253,6,6,0.5,YLL047W
4254,192,105,0.6464646464646465,YLL043W
4256,244,126,0.6594594594594595,YLL035W
4259,135,73,0.6490384615384616,YLL033W
4260,168,256,0.3962264150943397,YLL029W
4262,638,145,0.8148148148148148,YLL028W
4263,13,0,1.0,YLL028W
4266,341,303,0.5295031055900621,YLL027W
4267,34,13,0.7234042553191491,YLL027W
4269,2158,496,0.8131122833458929,YLL026W
4275,21,14,0.6,YLL025W
4276,2,5,0.2857142857142857,YLL025W
4277,18,5,0.7826086956521741,YLL025W
4280,299,93,0.7627551020408163,YLL021W
4284,856,120,0.8770491803278688,YLL015W
4286,3207,261,0.9247404844290658,YLL014W
4287,610,154,0.7984293193717278,YLL012W
4289,236,276,0.4609375,YLL011W
4293,1373,576,0.7044638276038995,YLL008W
4295,247,261,0.4862204724409449,YLL006W
4296,169,61,0.7347826086956522,YLL004W
4297,105,154,0.40540540540540543,YLL003W
4299,253,42,0.8576271186440678,YLL002W
4300,208,101,0.6731391585760518,YLL001W
4303,3,3,0.5,YLR005W
4304,88,236,0.2716049382716049,YLR005W
4305,12,20,0.375,YLR007W
4306,670,96,0.8746736292428199,YLR007W
4307,1141,703,0.618763557483731,YLR009W
4309,65,69,0.4850746268656717,YLR011W
4310,2,0,1.0,YLR015W
4311,363,27,0.9307692307692308,YLR015W
4312,1187,625,0.6550772626931567,YLR017W
4315,676,451,0.5998225377107365,YLR019W
4316,3,6,0.3333333333333333,YLR019W
4317,692,106,0.8671679197994987,YLR021W
4320,2,3,0.4,YLR025W
4321,8,4,0.6666666666666666,YLR025W
4322,638,191,0.7696019300361882,YLR025W
4328,9,4,0.6923076923076923,YLR031W
4329,44,22,0.6666666666666666,YLR032W
4331,359,45,0.8886138613861386,YLR033W
4338,16,13,0.5517241379310345,YLR041W
4339,7,3,0.7,YLR041W
4345,91278,18368,0.8324790690038852,YLR048W
4350,269,145,0.6497584541062802,YLR052W
4353,24,26,0.48,YLR056W
4354,6577,1510,0.8132805737603561,YLR056W
4356,259,169,0.6051401869158879,YLR057W
4360,1,0,1.0,YLR060W
4361,2,4,0.3333333333333333,YLR060W
4362,1826,722,0.716640502354788,YLR060W
4363,26772,9633,0.7353934899052328,YLR061W
4364,4,114,0.03389830508474576,YLR063W
4366,742,185,0.8004314994606256,YLR064W
4367,1035,1043,0.4980750721847931,YLR066W
4368,610,614,0.4983660130718954,YLR068W
4374,138,54,0.71875,YLR072W
4376,21,23,0.4772727272727273,YLR075W
4377,87,28,0.7565217391304347,YLR075W
4378,37365,8154,0.8208660119949911,YLR075W
4380,123,71,0.634020618556701,YLR077W
4381,395,245,0.6171875,YLR079W
4382,7,12,0.3684210526315789,YLR080W
4385,38,21,0.6440677966101694,YLR086W
4388,12,1,0.9230769230769232,YLR088W
4389,1168,184,0.863905325443787,YLR088W
4390,110,161,0.4059040590405904,YLR090W
4392,131,18,0.8791946308724832,YLR091W
4394,16,1,0.9411764705882352,YLR092W
4395,52,39,0.5714285714285714,YLR092W
4397,25,113,0.18115942028985507,YLR096W
4400,310,174,0.640495867768595,YLR099W-A
4401,8,16,0.3333333333333333,YLR100W
4402,2024,2140,0.4860710854947166,YLR100W
4407,27,10,0.7297297297297297,YLR104W
4408,855,161,0.8415354330708661,YLR104W
4409,194,167,0.5373961218836565,YLR107W
4411,0,7,0.0,YLR109W
4412,17642,1998,0.8982688391038697,YLR109W
4414,74,103,0.4180790960451977,YLR112W
4416,99,32,0.7557251908396947,YLR113W
4417,646,370,0.6358267716535433,YLR113W
4418,591,399,0.5969696969696969,YLR113W
4423,178,39,0.8202764976958525,YLR115W
4424,182,80,0.6946564885496184,YLR116W
4425,247,121,0.6711956521739131,YLR119W
4427,39,49,0.4431818181818182,YLR120W-A
4428,26,9,0.7428571428571429,YLR120W-A
4429,114,38,0.75,YLR120W-A
4439,237,19,0.92578125,YLR128W
4440,1078,310,0.7766570605187321,YLR129W
4444,3,0,1.0,YLR133W
4445,0,1,0.0,YLR133W
4446,110,34,0.7638888888888888,YLR133W
4447,113,9,0.9262295081967212,YLR134W
4449,36,24,0.6,YLR135W
4451,166,68,0.7094017094017094,YLR137W
4454,267,225,0.5426829268292683,YLR138W
4455,31,5,0.8611111111111112,YLR138W
4456,16,8,0.6666666666666666,YLR140W
4457,141,78,0.6438356164383562,YLR141W
4458,116,43,0.7295597484276729,YLR142W
4459,197,55,0.7817460317460317,YLR142W
4460,39,82,0.32231404958677684,YLR143W
4461,3,0,1.0,YLR145W
4463,359,54,0.8692493946731235,YLR145W
4464,1708,250,0.8723186925434117,YLR146W-A
4465,179,29,0.8605769230769231,YLR148W
4467,9905,4721,0.6772186517161219,YLR150W
4480,109,8,0.9316239316239316,YLR164W
4481,12,16,0.42857142857142855,YLR164W
4482,5,0,1.0,YLR164W
4485,8,6,0.5714285714285714,YLR167W
4486,31172,31781,0.4951630581544962,YLR167W
4487,10,2,0.8333333333333334,YLR171W
4490,82,37,0.6890756302521008,YLR173W
4491,5,3,0.625,YLR174W
4492,2,2,0.5,YLR174W
4493,1234,996,0.5533632286995516,YLR175W
4497,34,14,0.7083333333333334,YLR177W
4498,167,43,0.7952380952380952,YLR177W
4501,40,13,0.7547169811320755,YLR180W
4502,10309,204,0.9805954532483592,YLR180W
4505,128,61,0.6772486772486772,YLR182W
4507,21,7,0.75,YLR185W
4508,41257,7145,0.852382132969712,YLR185W
4509,1030,1177,0.4666968735840508,YLR186W
4510,115,55,0.6764705882352942,YLR187W
4511,20,20,0.5,YLR187W
4512,667,105,0.8639896373056994,YLR188W
4514,20,12,0.625,YLR190W
4515,1088,246,0.815592203898051,YLR190W
4516,13,13,0.5,YLR190W
4519,143,34,0.807909604519774,YLR191W
4525,1057,222,0.8264268960125097,YLR196W
4526,4821,1154,0.8068619246861924,YLR197W
4528,733,376,0.6609558160504959,YLR200W
4530,1049,21,0.9803738317757008,YLR204W
4531,18,61,0.2278481012658228,YLR206W
4532,11,4,0.7333333333333333,YLR206W
4533,779,122,0.8645948945615982,YLR206W
4534,1,2,0.3333333333333333,YLR206W
4536,172,94,0.6466165413533834,YLR207W
4537,797,330,0.7071872227151729,YLR208W
4538,156,110,0.5864661654135338,YLR210W
4539,2472,2163,0.5333333333333333,YLR214W
4542,3,0,1.0,YLR219W
4543,139,63,0.6881188118811881,YLR219W
4544,345,139,0.7128099173553719,YLR220W
4547,155,71,0.6858407079646017,YLR224W
4548,250,167,0.5995203836930456,YLR224W
4549,318,54,0.8548387096774194,YLR226W
4551,17,4,0.8095238095238095,YLR230W
4552,65,65,0.5,YLR230W
4553,52,35,0.5977011494252874,YLR234W
4554,59,37,0.6145833333333334,YLR237W
4556,69,26,0.7263157894736842,YLR238W
4557,201,48,0.8072289156626506,YLR240W
4558,266,76,0.7777777777777778,YLR241W
4560,1,1,0.5,YLR243W
4561,330,311,0.514820592823713,YLR243W
4562,67,28,0.7052631578947368,YLR246W
4563,298,131,0.6946386946386947,YLR246W
4564,45,7,0.8653846153846154,YLR248W
4565,520,115,0.8188976377952756,YLR248W
4566,99,112,0.4691943127962086,YLR248W
4567,26314,62871,0.29504961596681056,YLR249W
4580,18,21,0.4615384615384616,YLR250W
4581,435,100,0.8130841121495327,YLR250W
4582,48,47,0.5052631578947369,YLR251W
4583,313,200,0.6101364522417154,YLR253W
4585,40,0,1.0,YLR256W
4586,168,142,0.5419354838709678,YLR256W
4588,9,0,1.0,YLR257W
4589,112,103,0.5209302325581395,YLR257W
4590,1164,1309,0.4706833805095026,YLR257W
4591,77,34,0.6936936936936937,YLR257W
4593,34,3,0.9189189189189191,YLR258W
4594,6,9,0.4,YLR258W
4595,159,88,0.6437246963562753,YLR258W
4597,109,33,0.7676056338028169,YLR260W
4600,0,23,0.0,YLR263W
4601,35,0,1.0,YLR263W
4603,5,1,0.8333333333333334,YLR264W
4604,27170,2114,0.9278104084141512,YLR264W
4609,12,7,0.631578947368421,YLR267W
4610,1136,343,0.7680865449628127,YLR268W
4612,260,294,0.4693140794223827,YLR270W
4614,23,10,0.696969696969697,YLR271W
4615,16,8,0.6666666666666666,YLR271W
4619,221,55,0.8007246376811594,YLR274W
4620,402,382,0.5127551020408163,YLR275W
4624,51,43,0.5425531914893617,YLR283W
4625,238,68,0.7777777777777778,YLR283W
4627,1671,414,0.8014388489208633,YLR285W
4629,13,15,0.4642857142857143,YLR286W-A
4632,51,64,0.4434782608695652,YLR289W
4636,977,495,0.6637228260869565,YLR297W
4637,37,25,0.5967741935483871,YLR297W
4638,1,0,1.0,YLR299W
4639,24,3,0.8888888888888888,YLR299W
4640,159,87,0.6463414634146342,YLR299W
4642,12,1,0.9230769230769232,YLR300W
4643,6613,1239,0.8422058074375955,YLR300W
4648,596,184,0.7641025641025642,YLR301W
4651,10319,3869,0.7273047645897942,YLR303W
4655,227,68,0.7694915254237288,YLR306W
4657,11,3,0.7857142857142857,YLR307W
4662,717,188,0.7922651933701658,YLR312W-A
4663,133,34,0.7964071856287425,YLR315W
4664,1,8,0.1111111111111111,YLR317W
4665,17,0,1.0,YLR318W
4666,40,16,0.7142857142857143,YLR318W
4667,204,73,0.7364620938628159,YLR320W
4669,300,31,0.9063444108761328,YLR324W
4670,9,0,1.0,YLR326W
4671,159,49,0.7644230769230769,YLR326W
4673,383,258,0.5975039001560063,YLR328W
4675,415,703,0.37119856887298747,YLR330W
4676,907,361,0.7152996845425867,YLR332W
4678,37,20,0.6491228070175439,YLR335W
4679,286,223,0.5618860510805501,YLR335W
4682,61069,7103,0.8958076629701344,YLR340W
4687,1843,3371,0.35347142309167623,YLR342W
4688,5,21,0.19230769230769232,YLR342W
4695,27,7,0.7941176470588235,YLR344W
4696,13984,7491,0.6511757857974388,YLR344W
4700,148,64,0.6981132075471698,YLR345W
4702,5,7,0.4166666666666667,YLR349W
4704,46,11,0.8070175438596491,YLR350W
4705,1783,398,0.8175149014213663,YLR350W
4707,7,5,0.5833333333333334,YLR352W
4708,5,2,0.7142857142857143,YLR352W
4709,67,41,0.6203703703703703,YLR352W
4711,162,81,0.6666666666666666,YLR353W
4712,12,4,0.75,YLR353W
4713,25,7,0.78125,YLR356W
4714,619,405,0.6044921875,YLR356W
4716,241,128,0.6531165311653117,YLR357W
4718,296,81,0.7851458885941645,YLR359W
4719,412,70,0.8547717842323651,YLR360W
4722,9,5,0.6428571428571429,YLR362W
4723,80,29,0.7339449541284404,YLR362W
4724,1593,65,0.9607961399276236,YLR363W-A
4725,118,37,0.7612903225806451,YLR364W
4726,29,2,0.935483870967742,YLR365W
4727,12889,1300,0.9083797307773628,YLR367W
4729,69,41,0.6272727272727273,YLR368W
4732,19,3,0.8636363636363636,YLR369W
4733,242,4,0.9837398373983741,YLR369W
4734,280,215,0.5656565656565656,YLR371W
4735,2492,2908,0.4614814814814815,YLR372W
4736,80,39,0.6722689075630253,YLR372W
4737,991,1747,0.3619430241051863,YLR375W
4741,306,112,0.7320574162679426,YLR380W
4745,44,23,0.6567164179104478,YLR381W
4747,5,2,0.7142857142857143,YLR383W
4748,79,41,0.6583333333333333,YLR383W
4750,1,2,0.3333333333333333,YLR386W
4751,290,175,0.6236559139784946,YLR386W
4752,31,5,0.8611111111111112,YLR388W
4753,5587,4213,0.5701020408163265,YLR388W
4755,4,1,0.8,YLR390W
4756,48,24,0.6666666666666666,YLR390W
4758,10137,3103,0.7656344410876132,YLR390W-A
4760,10,1,0.9090909090909092,YLR393W
4761,43,54,0.4432989690721649,YLR393W
4767,24,18,0.5714285714285714,YLR403W
4769,282,61,0.8221574344023324,YLR404W
4770,359,31,0.9205128205128204,YLR405W
4772,235,312,0.4296160877513711,YLR407W
4777,286,74,0.7944444444444444,YLR410W
4778,78,25,0.7572815533980582,YLR411W
4780,793,165,0.8277661795407099,YLR412W
4781,9134,1047,0.8971613790393871,YLR413W
4783,64,33,0.6597938144329897,YLR417W
4784,24,10,0.7058823529411765,YLR419W
4785,269,302,0.4711033274956217,YLR420W
4786,170,65,0.7234042553191491,YLR422W
4788,7,16,0.3043478260869565,YLR424W
4789,89,20,0.8165137614678899,YLR424W
4791,60,20,0.75,YLR425W
4792,648,103,0.8628495339547271,YLR426W
4793,304,75,0.8021108179419525,YLR427W
4795,1065,697,0.6044267877412032,YLR429W
4798,260,299,0.4651162790697674,YLR430W
4800,67,27,0.7127659574468085,YLR432W
4801,2219,1388,0.6151926808982534,YLR432W
4803,196,846,0.18809980806142035,YLR435W
4806,8,9,0.4705882352941176,YLR438W
4807,319,70,0.8200514138817481,YLR438W
4808,10,0,1.0,YLR439W
4809,232,264,0.4677419354838709,YLR439W
4811,328,55,0.8563968668407309,YLR443W
4812,29,16,0.6444444444444445,YLR443W
4813,51,15,0.7727272727272727,YLR446W
4815,19072,13874,0.5788866630243429,YLR448W
4818,17,1,0.9444444444444444,YLR449W
4819,578,394,0.5946502057613169,YLR449W
4822,374,559,0.4008574490889603,YLR450W
4824,87,98,0.4702702702702703,YLR451W
4826,8,3,0.7272727272727273,YLR454W
4827,533,67,0.8883333333333333,YLR454W
4828,239,157,0.6035353535353535,YLR455W
4829,6,0,1.0,YLR455W
4830,118,34,0.7763157894736842,YLR456W
4832,604,102,0.8555240793201133,YLR459W
4835,5,0,1.0,YML131W
4836,307,110,0.7362110311750599,YML131W
4838,573,389,0.5956340956340956,YML127W
4842,156,337,0.31643002028397565,YML121W
4843,22,7,0.7586206896551724,YML119W
4844,164,79,0.6748971193415638,YML119W
4845,3,5,0.375,YML118W
4846,16,4,0.8,YML118W
4848,3,17,0.15,YML117W
4849,553,194,0.7402945113788487,YML117W
4851,541,181,0.7493074792243767,YML116W
4852,280,302,0.4810996563573883,YML113W
4853,159,118,0.5740072202166066,YML112W
4854,198,64,0.7557251908396947,YML111W
4855,29,95,0.2338709677419355,YML109W
4856,1140,165,0.8735632183908046,YML108W
4857,1880,637,0.7469209376241558,YML106W
4859,339,119,0.740174672489083,YML102W
4860,11,0,1.0,YML100W-A
4861,241,107,0.6925287356321839,YML100W
4862,590,69,0.8952959028831563,YML100W
4866,869,251,0.7758928571428572,YML098W
4867,412,112,0.7862595419847328,YML096W
4868,1006,423,0.7039888033589923,YML094W
4869,358,79,0.8192219679633868,YML093W
4870,279,198,0.5849056603773585,YML088W
4874,527,80,0.8682042833607908,YML082W
4875,8,1,0.8888888888888888,YML081W
4876,552,451,0.5503489531405783,YML081W
4877,2,2,0.5,YML081W
4879,231,78,0.7475728155339806,YML080W
4880,905,522,0.6341976173791171,YML079W
4881,1035,753,0.5788590604026845,YML078W
4883,1290,421,0.7539450613676213,YML077W
4892,12,11,0.5217391304347826,YML070W
4893,861,77,0.9179104477611941,YML070W
4896,513,153,0.7702702702702703,YML069W
4897,101,66,0.6047904191616766,YML068W
4899,142,37,0.7932960893854749,YML065W
4900,5,28,0.15151515151515152,YML063W
4901,25137,1890,0.93006993006993,YML063W
4903,70,44,0.6140350877192983,YML060W
4904,107,29,0.7867647058823529,YML058W-A
4905,11473,10717,0.5170347003154574,YML058W
4908,357,243,0.595,YML057W
4909,252,29,0.8967971530249108,YML055W
4910,1546,712,0.6846767050487157,YML055W
4914,1260,619,0.6705694518360831,YML052W
4917,189,154,0.5510204081632653,YML051W
4919,175,38,0.8215962441314554,YML050W
4921,6139,2127,0.7426808613597871,YML048W
4922,283,72,0.7971830985915493,YML046W
4927,639,337,0.6547131147540983,YML036W
4929,256,62,0.8050314465408805,YML034W
4931,1892,500,0.7909698996655519,YML031W
4932,462,280,0.6226415094339622,YML030W
4933,266,42,0.8636363636363636,YML029W
4934,20854,4188,0.8327609615845379,YML028W
4936,202,130,0.608433734939759,YML027W
4937,108895,25205,0.8120432513049962,YML024W
4941,3494,3338,0.5114168618266979,YML022W
4942,5,2,0.7142857142857143,YML020W
4943,56,56,0.5,YML020W
4944,1482,300,0.8316498316498316,YML019W
4945,205,129,0.6137724550898204,YML017W
4947,213,31,0.8729508196721312,YML014W
4948,366,89,0.8043956043956044,YML013W
4949,4179,2166,0.658628841607565,YML012W
4950,481,384,0.5560693641618497,YML010W
4951,62,10,0.8611111111111112,YML007W
4952,432,360,0.5454545454545454,YML007W
4953,8,8,0.5,YML007W
4957,235,113,0.6752873563218391,YML005W
4958,13,0,1.0,YML003W
4959,7,5,0.5833333333333334,YML003W
4960,74,69,0.5174825174825175,YML003W
4962,29,7,0.8055555555555556,YML001W
4963,1672,917,0.6458091927385091,YML001W
4965,6,8,0.42857142857142855,YMR002W
4966,5012,925,0.8441974060973556,YMR002W
4968,427,366,0.5384615384615384,YMR003W
4969,247,29,0.894927536231884,YMR004W
4971,434,65,0.8697394789579158,YMR005W
4974,32,14,0.6956521739130435,YMR007W
4975,53,53,0.5,YMR009W
4976,219,54,0.8021978021978022,YMR009W
4977,0,3,0.0,YMR009W
4978,407,302,0.5740479548660085,YMR009W
4979,935,277,0.7714521452145214,YMR010W
4980,18,5,0.7826086956521741,YMR010W
4981,14,3,0.8235294117647058,YMR011W
4982,899,264,0.7730008598452278,YMR011W
4984,3331,190,0.9460380573700652,YMR012W
4988,218,140,0.6089385474860335,YMR014W
4996,386,112,0.7751004016064257,YMR020W
4998,1758,721,0.7091569181121421,YMR022W
5001,354,148,0.7051792828685259,YMR024W
5002,96,12,0.8888888888888888,YMR025W
5003,316,373,0.4586357039187228,YMR027W
5005,231,73,0.7598684210526315,YMR028W
5007,38,9,0.8085106382978723,YMR030W
5008,1,5,0.16666666666666666,YMR030W
5009,74,42,0.6379310344827587,YMR032W
5010,348,105,0.7682119205298014,YMR033W
5011,438,121,0.7835420393559929,YMR035W
5017,121,70,0.6335078534031413,YMR040W
5021,277,246,0.5296367112810707,YMR042W
5022,33,16,0.6734693877551021,YMR043W
5023,256,178,0.5898617511520737,YMR043W
5024,49,12,0.8032786885245902,YMR043W
5025,71,48,0.5966386554621849,YMR043W
5027,352,258,0.5770491803278689,YMR044W
5030,210,32,0.8677685950413223,YMR048W
5033,6,5,0.5454545454545454,YMR052W
5034,120,45,0.7272727272727273,YMR052W
5036,809,113,0.8774403470715835,YMR054W
5037,11,7,0.6111111111111112,YMR054W
5039,1,1,0.5,YMR058W
5040,5724,1902,0.7505900865460268,YMR058W
5041,2,1,0.6666666666666666,YMR059W
5042,486,181,0.7286356821589205,YMR059W
5043,595,168,0.7798165137614679,YMR061W
5045,4,2,0.6666666666666666,YMR063W
5046,115,39,0.7467532467532467,YMR063W
5047,190,158,0.5459770114942529,YMR064W
5050,56,20,0.7368421052631579,YMR066W
5052,13,7,0.65,YMR068W
5053,30,13,0.6976744186046512,YMR068W
5055,127,57,0.6902173913043478,YMR070W
