ID,s1,s2
1440,0.711165169,0.709766306
1461,0.71117119,0.709661747
1466,0.711157955,0.709665294
1467,0.711212311,0.709664577
1468,0.711206608,0.709678954
1470,0.711190893,0.709865936
1474,0.711276551,0.70986528
1475,0.711175347,0.70986483
1476,0.711178082,0.70982127
1478,0.711175595,0.70981764
1479,0.711196929,0.70981606
1484,0.711361359,0.709799249
1486,0.711361413,0.70979935
1487,0.711361037,0.709862909
1490,0.711301036,0.709958888
1491,0.711297896,0.709810647
1494,0.711294514,0.709821679
1495,0.711283173,0.709820173
1496,0.711284171,0.70981443
1498,0.711324788,0.709794046
1499,0.711417778,0.709787449
1500,0.711289313,0.709788017
1501,0.711310062,0.709682372
1503,0.711347423,0.709682069
1506,0.71133541,0.709684272
1507,0.711330865,0.709693791
1508,0.711332466,0.710376207
1511,0.711256622,0.710376668
1512,0.711257226,0.714556648
1513,0.711257976,0.714193171
1516,0.711258068,0.714191183
1517,0.711269546,0.715302788
1520,0.712046001,0.715301216
1526,0.712045567,0.715406193
1528,0.715710709,0.715431885
1529,0.715638021,0.715435026
1530,0.71563713,0.715434933
1531,0.716895584,0.715433646
1532,0.7168976,0.715434407
1533,0.717000973,0.715440323
1534,0.717020451,0.715423297
1536,0.717024368,0.715453286
1537,0.717023996,0.715473911
1539,0.717023557,0.715478557
1540,0.71702655,0.715544475
1542,0.717037058,0.715547103
1543,0.717024004,0.715949
1546,0.717071447,0.715937831
1555,0.717089615,0.715932753
1556,0.717096045,0.715934687
1560,0.7171528,0.715934374
1561,0.717155357,0.715739542
1565,0.717555532,0.715732751
1566,0.717532876,0.71573578
1567,0.71753316,0.715730556
1568,0.717533419,0.715731404
1569,0.717537526,0.721565004
1570,0.717537005,0.72156063
1571,0.717341549,0.721562885
1572,0.717330439,0.721567941
1575,0.717330932,0.721572056
1576,0.717325429,0.721569884
1581,0.717325997,0.721573554
1582,0.722668869,0.721576595
1583,0.722657372,0.721707802
1584,0.722660691,0.721720391
1585,0.722674718,0.721587556
1586,0.722674853,0.721590217
1587,0.722680807,0.721604206
1588,0.722679806,0.721604176
1589,0.722686401,0.721597082
1591,0.722689615,0.7215962
1592,0.722823881,0.721621202
1593,0.722827864,0.721597729
1594,0.722694106,0.721589787
1596,0.722694827,0.721583144
1597,0.722706765,0.722688284
1602,0.722706708,0.72273697
1605,0.722691651,0.722732392
1606,0.722693583,0.722731915
1607,0.722717125,0.722718006
1608,0.722686827,0.72272133
1610,0.722674681,0.72273591
1612,0.722674815,0.72268189
1613,0.722664647,0.722692356
1614,0.72344043,0.722634645
1615,0.72347992,0.722636494
1616,0.723473394,0.722636837
1617,0.723474823,0.722617742
1618,0.723485239,0.722603274
1619,0.723480304,0.722577993
1620,0.723492695,0.722070972
1622,0.72339183,0.72201321
1623,0.723396894,0.72200978
1628,0.72331562,0.722009533
1629,0.723317392,0.72203059
1630,0.72331842,0.722026363
1631,0.723294376,0.72201932
1632,0.723296465,0.722013456
1633,0.723278647,0.722008222
1634,0.722931967,0.721994435
1635,0.722879746,0.722092772
1636,0.722890797,0.722100891
1638,0.722890848,0.722082144
1639,0.722913021,0.72198177
1640,0.722910227,0.721981929
1641,0.722903172,0.72188785
1642,0.722902646,0.721940911
1646,0.722892946,0.721942371
1647,0.722881489,0.721944896
1654,0.72299476,0.721364859
1655,0.72299833,0.721328819
1656,0.722988362,0.721004999
1657,0.722856825,0.721005789
1658,0.722858088,0.72100625
1659,0.722756406,0.721005249
1660,0.722827726,0.721003787
1661,0.72283169,0.720938744
1664,0.722831786,0.720936193
1665,0.722180104,0.720815875
1666,0.722171859,0.720415658
1668,0.721987993,0.720553789
1669,0.721988009,0.720553564
1670,0.721988268,0.720533583
1673,0.721984648,0.720550758
1674,0.72198483,0.720574999
1679,0.721909387,0.720575766
1680,0.721907244,0.720574337
1682,0.721770472,0.720558899
1683,0.721574116,0.720506111
1684,0.721706311,0.72049267
1702,0.721705128,0.720493744
1704,0.721675885,0.72050061
1705,0.72169012,0.720511333
1706,0.721712296,0.720494948
1707,0.721712066,0.720513707
1709,0.72171065,0.720533245
1712,0.7216946,0.720528029
1716,0.72162406,0.733814831
1721,0.721611426,0.733812417
1722,0.721626034,0.733934969
1723,0.721631485,0.733938859
1727,0.721642298,0.733940118
1730,0.721644014,0.733939844
1731,0.721661117,0.733915834
1732,0.721676302,0.733915086
1733,0.721660131,0.733890919
1737,0.734025281,0.733887373
1738,0.734021495,0.73388423
1739,0.734174219,0.733872253
1740,0.734189215,0.733891532
1741,0.734193256,0.73378205
1742,0.73419374,0.733785279
1744,0.734175298,0.733804772
1745,0.734174459,0.733854836
1751,0.73415386,0.733849288
1752,0.734135542,0.733873683
1758,0.734134906,0.733861284
1759,0.734118609,0.733854608
1760,0.734143011,0.73385353
1761,0.734022176,0.733853798
1762,0.734024491,0.733833687
1764,0.734043782,0.733837001
1765,0.734104317,0.733847394
1766,0.734100434,0.733854748
1768,0.734120447,0.733864204
1769,0.73410773,0.733842497
1772,0.734108985,0.733815666
1773,0.734108898,0.733780163
1775,0.734081323,0.733780431
1776,0.734084706,0.733780228
1777,0.73409234,0.733781302
1780,0.734097424,0.733774661
1781,0.734121893,0.73376624
1782,0.734100724,0.73376949
1783,0.73406997,0.733706871
1785,0.734039483,0.733704473
1791,0.734039711,0.733686944
1794,0.734040736,0.733596792
1795,0.734040476,0.733596825
1796,0.734025182,0.733756007
1810,0.734019158,0.733756408
1813,0.734020566,0.733742566
1814,0.73396309,0.733746843
1815,0.733962525,0.733741779
1816,0.733937953,0.733739022
1818,0.733804287,0.734247819
1822,0.73380383,0.734245785
1823,0.73400293,0.7342598
1825,0.734003044,0.734281875
1826,0.733993584,0.734282701
1827,0.734000037,0.734269326
1829,0.733997636,0.734269817
1830,0.733992616,0.734268416
1831,0.734533783,0.734258315
1833,0.734537112,0.734259649
1836,0.734556009,0.734223554
1837,0.734581414,0.734508628
1839,0.734580673,0.734504566
1840,0.734578923,0.734513463
1843,0.734579028,0.734501171
1846,0.734579304,0.734501202
1847,0.734567698,0.734501263
1848,0.73456733,0.734475373
1849,0.734529793,0.734465977
1850,0.734803174,0.734467195
1854,0.734798449,0.734467388
1855,0.734799808,0.734484798
1858,0.734795869,0.734352828
1859,0.734795559,0.734373109
1860,0.734796006,0.734375085
1861,0.734763178,0.732320889
1866,0.734757143,0.732319474
1867,0.734759205,0.732197347
1868,0.734759557,0.732140428
1871,0.734769046,0.732112115
1874,0.734610783,0.732114631
